League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-06 10:28:57,2026-01-06 19:10,Indiana Pacers,Cleveland Cavaliers,Yes,263.5,Yes,-111.0,-108.67,174.78,-210.33,-112.12,-107.25,East,Central,East,Central,-110,-110,184,-220,-112,-108,-110,-110,174,-217,-110,-110,-113,-112,170,-215,,,-106,-106,176,-201,-114,-101,-110,-110,175,-202,-116,-104,-110,-110,175,-205,-110,-110,-110,-110,185,-225,-110,-110,-115,-105,164,-198,-110,-110,-115,-105,170,-210,-115,-105
NBA,2026-01-06 10:28:57,2026-01-06 19:10,Washington Wizards,Orlando Magic,Yes,756.6,Yes,-108.44,-111.11,241.78,-299.78,-108.38,-110.88,East,Southeast,East,Southeast,-110,-110,250,-320,-110,-110,-110,-110,235,-303,-110,-110,-110,-114,230,-295,,,-101,-111,245,-292,-107,-107,-105,-115,241,-295,-110,-110,-110,-110,245,-295,-110,-110,-110,-110,250,-300,-110,-110,-110,-110,240,-298,-105,-115,-110,-110,240,-300,-105,-115
NBA,2026-01-06 10:28:57,2026-01-06 20:10,New Orleans Pelicans,Los Angeles Lakers,No,1673.5,Yes,-108.44,-111.33,198.67,-243.0,-109.62,-109.62,West,Southwest,West,Pacific,-106,-114,205,-250,-110,-110,-110,-110,194,-244,-110,-110,-109,-117,175,-225,,,-101,-111,206,-243,-107,-107,-105,-115,203,-245,-110,-110,-110,-110,205,-245,-110,-110,-110,-110,200,-240,-110,-110,-115,-105,200,-245,-105,-115,-110,-110,200,-250,-115,-105
NBA,2026-01-06 10:28:57,2026-01-06 20:10,Memphis Grizzlies,San Antonio Spurs,Yes,628.7,Yes,-108.22,-111.33,186.78,-226.22,-110.12,-109.12,West,Southwest,West,Southwest,-106,-114,190,-230,-108,-112,-110,-110,182,-227,-110,-110,-115,-109,180,-230,,,-106,-106,188,-219,-110,-104,-110,-110,186,-220,-113,-107,-110,-110,185,-220,-110,-110,-110,-110,195,-235,-110,-110,-102,-118,190,-230,-110,-110,-105,-115,185,-225,-110,-110
NBA,2026-01-06 10:28:57,2026-01-06 20:10,Minnesota Timberwolves,Miami Heat,No,1511.3,Yes,-109.0,-110.56,-266.0,215.89,-111.25,-108.12,West,Northwest,East,Southeast,-106,-114,-270,220,-112,-108,-110,-110,-263,207,-110,-110,-110,-114,-275,210,,,-108,-104,-258,218,-113,-102,-112,-108,-260,215,-115,-105,-110,-110,-260,218,-115,-105,-105,-115,-275,225,-105,-115,-102,-118,-258,210,-110,-110,-118,-102,-275,220,-110,-110
NBA,2026-01-06 10:28:57,2026-01-06 23:10,Sacramento Kings,Dallas Mavericks,No,1439.9,Yes,-112.33,-107.44,176.89,-213.78,-109.88,-109.38,West,Pacific,West,Southwest,-112,-108,184,-220,-110,-110,-110,-110,177,-222,-110,-110,-113,-113,170,-220,,,-111,-101,179,-204,-107,-107,-115,-105,177,-205,-110,-110,-110,-110,175,-205,-110,-110,-110,-110,180,-220,-110,-110,-115,-105,180,-218,-112,-108,-115,-105,170,-210,-110,-110
