League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-01-13 07:58:08,2026-01-13 19:40,Miami Heat,Phoenix Suns,No,1981.5,Yes,-84.22,-113.33,-113.44,-106.33,-109.88,-109.38,East,Southeast,West,Pacific,-106,-114,-110,-106,-112,-108,-110,-110,-114,-108,-110,-110,-102,-118,-115,-105,-110,-110,-113,-113,-118,-106,,,-104,-108,-111,-105,-107,-107,-108,-112,-113,-107,-110,-110,-110,-110,-115,-105,-110,-110,100,-120,-115,-105,-110,-110,-105,-115,-110,-110,-110,-110
NBA,2026-01-13 07:58:08,2026-01-13 20:10,Houston Rockets,Chicago Bulls,No,940.2,Yes,-110.78,-109.0,-589.0,426.89,-109.75,-109.5,West,Southwest,East,Central,-112,-108,-620,460,-106,-114,-110,-110,-673,448,-110,-110,-112,-108,-550,410,-115,-105,-112,-114,-625,420,,,-106,-106,-523,411,-107,-107,-110,-110,-530,403,-110,-110,-110,-110,-530,410,-110,-110,-115,-105,-625,450,-110,-110,-110,-110,-625,430,-110,-110
NBA,2026-01-13 07:58:08,2026-01-13 20:10,New Orleans Pelicans,Denver Nuggets,No,1081.8,Yes,-110.0,-109.67,119.33,-141.56,-109.62,-109.62,West,Southwest,West,Northwest,-114,-106,126,-148,-110,-110,-110,-110,112,-137,-110,-110,-110,-110,120,-142,-110,-110,-115,-110,118,-148,,,-106,-106,120,-136,-107,-107,-110,-110,118,-138,-110,-110,-110,-110,120,-140,-110,-110,-110,-110,115,-140,-110,-110,-105,-115,125,-145,-110,-110
NBA,2026-01-13 07:58:08,2026-01-13 20:10,Milwaukee Bucks,Minnesota Timberwolves,No,298.5,Yes,-108.89,-110.78,-151.33,127.67,-109.88,-109.38,East,Central,West,Northwest,-110,-110,-154,130,-110,-110,-110,-110,-164,133,-110,-110,-108,-112,-148,124,-112,-108,-115,-110,-167,135,,,-104,-108,-144,127,-107,-107,-108,-112,-145,125,-110,-110,-110,-110,-145,125,-110,-110,-110,-110,-150,125,-110,-110,-105,-115,-145,125,-110,-110
NBA,2026-01-13 07:58:08,2026-01-13 20:10,Oklahoma City Thunder,San Antonio Spurs,No,419.4,Yes,-110.33,-109.44,-282.0,227.0,-110.5,-108.75,West,Northwest,West,Southwest,-106,-114,-270,220,-114,-106,-110,-110,-303,233,-110,-110,-115,-105,-278,225,-108,-112,-114,-112,-305,230,,,-103,-109,-272,229,-107,-107,-107,-113,-275,226,-110,-110,-110,-110,-275,230,-110,-110,-118,-102,-285,225,-115,-105,-110,-110,-275,225,-110,-110
NBA,2026-01-13 07:58:08,2026-01-13 22:40,Los Angeles Lakers,Atlanta Hawks,No,1937.7,Yes,-113.0,-106.78,131.78,-156.89,-111.38,-107.88,West,Pacific,East,Southeast,-114,-106,138,-164,-114,-106,-110,-110,123,-152,-110,-110,-115,-105,130,-155,-115,-105,-112,-114,120,-150,,,-111,-101,139,-158,-107,-107,-115,-105,138,-158,-110,-110,-110,-110,138,-160,-110,-110,-115,-105,125,-155,-115,-105,-115,-105,135,-160,-110,-110
NBA,2026-01-13 07:58:08,2026-01-13 23:10,Golden State Warriors,Portland Trail Blazers,No,536.0,Yes,-108.44,-111.33,-436.67,333.33,-109.88,-109.38,West,Pacific,West,Northwest,-106,-114,-450,350,-112,-108,-110,-110,-455,337,-110,-110,-102,-118,-425,330,-110,-110,-112,-114,-480,340,,,-106,-106,-405,329,-107,-107,-110,-110,-410,324,-110,-110,-110,-110,-410,325,-110,-110,-105,-115,-425,320,-110,-110,-115,-105,-470,345,-110,-110
