League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-01-08 21:06:14,2026-01-08 19:11,Charlotte Hornets,Indiana Pacers,No,428.0,Yes,-76.4,-75.2,-166.8,128.4,-119.25,-61.25,East,Southeast,East,Central,-152,114,-184,142,-132,100,-118.0,-111.0,-143.0,110.0,-105.0,-125.0,100,-130,-195,150,-125,-105,-110,-124,-182,140,,,-102.0,-125.0,-130.0,100.0,-115.0,-115.0,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-01-08 21:06:14,2026-01-08 20:12,Minnesota Timberwolves,Cleveland Cavaliers,No,631.6,Yes,-116.2,-74.2,117.2,-151.8,-119.0,-110.75,West,Northwest,East,Central,-136,102,122,-156,-128,-104,-111.0,-118.0,120.0,-154.0,-118.0,-111.0,-110,-120,120,-154,-120,-110,-114,-120,114,-150,,,-110.0,-115.0,110.0,-145.0,-110.0,-118.0,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-01-08 21:06:14,2026-01-08 21:10,Chicago Bulls,Miami Heat,No,1189.0,Yes,-80.0,-111.14,209.0,-255.71,-108.0,-111.17,East,Central,East,Southeast,-110,-110,205,-250,-106,-114,,,,,,,100,-120,205,-250,-115,-105,-109,-117,215,-278,,,-115.0,-105.0,200.0,-250.0,-110.0,-110.0,-106.0,-106.0,211.0,-250.0,-102.0,-113.0,-110.0,-110.0,209.0,-252.0,-105.0,-115.0,-110.0,-110.0,218.0,-260.0,-110.0,-110.0,,,,,,
NBA,2026-01-08 21:06:14,2026-01-08 21:10,Utah Jazz,Dallas Mavericks,No,999.4,Yes,-112.11,-107.67,159.44,-190.0,-110.38,-109.0,West,Northwest,West,Southwest,-115,-105,156,-186,-105,-115,-110.0,-110.0,159.0,-196.0,-110.0,-110.0,-118,-102,160,-192,-110,-110,-117,-109,160,-200,,,-102.0,-118.0,155.0,-190.0,-110.0,-110.0,-109.0,-103.0,161.0,-183.0,-113.0,-102.0,-113.0,-107.0,160.0,-183.0,-115.0,-105.0,-115.0,-105.0,159.0,-185.0,-110.0,-110.0,-110.0,-110.0,165.0,-195.0,-110.0,-110.0
NBA,2026-01-08 21:06:14,2026-01-09 19:10,Boston Celtics,Toronto Raptors,Yes,430.3,Yes,-111.33,-108.17,-320.0,251.67,-105.6,-113.4,East,Atlantic,East,Atlantic,-110,-110,-310,250,-106,-114,,,,,,,-115,-105,-305,245,-110,-110,-117,-108,-345,260,,,,,,,,,-106.0,-106.0,,,-102.0,-113.0,-110.0,-110.0,,,-105.0,-115.0,-110.0,-110.0,,,-105.0,-115.0,,,,,,
NBA,2026-01-08 21:06:14,2026-01-09 19:10,Washington Wizards,New Orleans Pelicans,No,966.2,Yes,-109.86,-109.86,59.25,-132.0,-109.5,-109.5,East,Southeast,West,Southwest,-110,-110,114,-134,-110,-110,-110.0,-110.0,112.0,-137.0,-110.0,-110.0,-110,-110,114,-135,-110,-110,-113,-113,-103,-122,,,,,,,,,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,,,,,,
NBA,2026-01-08 21:06:14,2026-01-09 19:10,Orlando Magic,Philadelphia 76ers,No,859.5,Yes,-110.17,-109.33,102.0,-123.0,-112.6,-106.4,East,Southeast,East,Atlantic,-110,-110,102,-120,-110,-110,,,,,,,-110,-110,100,-120,-110,-110,-115,-110,104,-129,,,,,,,,,-106.0,-106.0,,,-113.0,-102.0,-110.0,-110.0,,,-115.0,-105.0,-110.0,-110.0,,,-115.0,-105.0,,,,,,
NBA,2026-01-08 21:06:14,2026-01-09 19:40,Brooklyn Nets,Los Angeles Clippers,No,2461.0,Yes,-110.17,-109.33,124.67,-150.33,-110.8,-108.2,East,Atlantic,West,Pacific,-110,-110,126,-148,-106,-114,,,,,,,-110,-110,130,-155,-105,-115,-115,-110,118,-148,,,,,,,,,-106.0,-106.0,,,-113.0,-102.0,-110.0,-110.0,,,-115.0,-105.0,-110.0,-110.0,,,-115.0,-105.0,,,,,,
NBA,2026-01-08 21:06:14,2026-01-09 20:10,Memphis Grizzlies,Oklahoma City Thunder,No,422.4,Yes,-110.43,-109.14,142.75,-173.5,-109.5,-109.5,West,Southwest,West,Northwest,-114,-106,150,-178,-110,-110,-110.0,-110.0,146.0,-179.0,-110.0,-110.0,-108,-112,150,-180,-110,-110,-115,-110,125,-157,,,,,,,,,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,,,,,,
NBA,2026-01-08 21:06:14,2026-01-09 21:10,Denver Nuggets,Atlanta Hawks,No,1212.6,Yes,-112.33,-107.33,-133.25,111.0,-110.2,-108.6,West,Northwest,East,Southeast,-110,-110,-136,116,-114,-106,-110.0,-110.0,-130.0,106.0,-110.0,-110.0,-115,-105,-130,110,-110,-110,-113,-113,-137,112,,,,,,,,,-111.0,-101.0,,,-107.0,-107.0,-115.0,-105.0,,,-110.0,-110.0,,,,,,,,,,,,
NBA,2026-01-08 21:06:14,2026-01-09 21:10,Phoenix Suns,New York Knicks,No,2145.0,Yes,-110.6,-108.8,106.67,-128.0,-108.0,-110.75,West,Pacific,East,Atlantic,-114,-106,100,-118,-110,-110,,,,,,,-108,-112,110,-130,-115,-105,-115,-110,110,-136,,,,,,,,,-106.0,-106.0,,,-102.0,-113.0,-110.0,-110.0,,,-105.0,-115.0,,,,,,,,,,,,
NBA,2026-01-08 21:06:14,2026-01-09 22:10,Golden State Warriors,Sacramento Kings,Yes,74.0,Yes,-112.6,-107.0,-711.67,485.0,-113.0,-105.75,West,Pacific,West,Pacific,-110,-110,-650,480,-114,-106,,,,,,,-115,-105,-575,425,-110,-110,-112,-114,-910,550,,,,,,,,,-111.0,-101.0,,,-113.0,-102.0,-115.0,-105.0,,,-115.0,-105.0,,,,,,,,,,,,
NBA,2026-01-08 21:06:14,2026-01-09 22:10,Portland Trail Blazers,Houston Rockets,No,1836.0,Yes,-110.2,-109.4,185.0,-229.33,-109.25,-109.25,West,Northwest,West,Southwest,-110,-110,200,-245,-110,-110,,,,,,,-108,-112,180,-218,-110,-110,-117,-109,175,-225,,,,,,,,,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,,,,,,,,,,,,
NBA,2026-01-08 21:06:14,2026-01-09 22:40,Los Angeles Lakers,Milwaukee Bucks,No,1745.7,Yes,-115.0,-24.4,-147.67,123.0,-110.25,-108.25,West,Pacific,East,Central,-114,-106,-146,124,-114,-106,,,,,,,-115,-105,-142,120,-110,-110,-110,-115,-155,125,,,,,,,,,-116.0,104.0,,,-107.0,-107.0,-120.0,100.0,,,-110.0,-110.0,,,,,,,,,,,,
