League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-11-23 22:57:52,2025-11-24 19:10,Toronto Raptors,Cleveland Cavaliers,No,189.3,Yes,-110.88,-108.62,110.8,-134.0,-109.88,-110.12,East,Atlantic,East,Central,-112,-108,114,-134,-110,-110,-110,-110,105,-128,-110,-110,-114,-110,110,-136,-112,-114,-110,-110,120,-142,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-115,-105,105,-130,-110,-110,-110.0,-110.0,,,-110.0,-110.0,,,,,,
NBA,2025-11-23 22:57:52,2025-11-24 19:10,Indiana Pacers,Detroit Pistons,Yes,240.5,Yes,-108.33,-111.22,326.5,-431.67,-109.89,-110.0,East,Central,East,Central,-110,-110,340,-430,-110,-110,-110,-110,319,-435,-110,-110,-109,-115,310,-420,-112,-113,-105,-115,350,-455,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-105,-115,340,-450,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,300.0,-400.0,-110.0,-110.0
NBA,2025-11-23 22:57:52,2025-11-24 19:40,Brooklyn Nets,New York Knicks,Yes,4.8,Yes,-110.67,-109.0,601.0,-955.5,-110.0,-110.0,East,Atlantic,East,Atlantic,-110,-110,590,-850,-110,-110,-110,-110,541,-833,-110,-110,-115,-110,575,-1000,-113,-113,-110,-110,625,-950,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-115,-105,625,-1000,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,650.0,-1100.0,-110.0,-110.0
NBA,2025-11-23 22:57:52,2025-11-24 19:40,Miami Heat,Dallas Mavericks,No,1111.8,Yes,-110.33,-109.44,-330.5,261.5,-110.44,-109.44,East,Southeast,West,Southwest,-114,-106,-320,260,-114,-106,-110,-110,-333,259,-110,-110,-113,-113,-335,245,-113,-112,-105,-115,-345,275,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110,-110,-350,280,-110,-110,-110.0,-110.0,,,-110.0,-110.0,-115.0,-105.0,-300.0,250.0,-110.0,-110.0
NBA,2025-11-23 22:57:52,2025-11-24 20:10,New Orleans Pelicans,Chicago Bulls,No,833.6,Yes,-110.44,-109.33,169.67,-207.17,-110.56,-109.44,West,Southwest,East,Central,-110,-110,176,-210,-110,-110,-110,-110,167,-208,-110,-110,-113,-113,160,-200,-113,-113,-115,-105,170,-205,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-115,-105,170,-210,-115,-105,-110.0,-110.0,,,-110.0,-110.0,-105.0,-115.0,175.0,-210.0,-110.0,-110.0
NBA,2025-11-23 22:57:52,2025-11-24 20:10,Memphis Grizzlies,Denver Nuggets,No,880.4,Yes,-110.44,-109.33,236.67,-298.0,-109.56,-110.44,West,Southwest,West,Northwest,-110,-110,240,-295,-112,-108,-110,-110,240,-313,-110,-110,-113,-113,225,-295,-112,-114,-110,-110,235,-290,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110,-110,230,-295,-105,-115,-110.0,-110.0,,,-110.0,-110.0,-115.0,-105.0,250.0,-300.0,-110.0,-110.0
NBA,2025-11-23 22:57:52,2025-11-24 20:10,Milwaukee Bucks,Portland Trail Blazers,No,1718.4,Yes,-108.88,-110.88,-136.6,113.2,-109.5,-110.5,East,Central,West,Northwest,-106,-114,-134,114,-110,-110,-110,-110,-135,111,-110,-110,-114,-112,-139,112,-114,-112,-110,-110,-135,114,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-105,-115,-140,115,-105,-115,-110.0,-110.0,,,-110.0,-110.0,,,,,,
NBA,2025-11-23 22:57:52,2025-11-24 21:40,Phoenix Suns,Houston Rockets,No,1016.4,Yes,-110.12,-109.62,177.4,-218.0,-108.75,-111.38,West,Pacific,West,Southwest,-108,-112,184,-220,-110,-110,-110,-110,178,-222,-110,-110,-117,-109,165,-210,-113,-113,-110,-110,180,-218,-110,-110,-106.0,-106.0,,,-102.0,-113.0,-110.0,-110.0,,,-105.0,-115.0,-110,-110,180,-220,-110,-110,-110.0,-110.0,,,-110.0,-110.0,,,,,,
NBA,2025-11-23 22:57:52,2025-11-24 22:10,Golden State Warriors,Utah Jazz,No,598.7,Yes,-109.6,-111.6,-963.8,612.6,-110.4,-110.6,West,Pacific,West,Northwest,-110,-110,-950,640,-110,-110,-110,-110,-909,573,-110,-110,-113,-113,-910,550,-112,-113,-110,-110,-950,625,-110,-110,,,,,,,,,,,,,-105,-115,-1100,675,-110,-110,,,,,,,,,,,,
NBA,2025-11-23 22:57:52,2025-11-24 22:10,Sacramento Kings,Minnesota Timberwolves,No,1514.6,Yes,-109.78,-110.0,312.33,-411.17,-110.22,-109.56,West,Pacific,West,Northwest,-110,-110,330,-420,-110,-110,-110,-110,309,-417,-110,-110,-114,-112,280,-375,-110,-114,-105,-115,300,-380,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-118,-102,320,-425,-115,-105,-105.0,-115.0,,,-110.0,-110.0,-110.0,-110.0,335.0,-450.0,-110.0,-110.0
