League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-11-20 16:22:24,2025-11-20 19:10,Orlando Magic,Los Angeles Clippers,No,2206.9,Yes,-111.22,-108.56,-225.22,185.33,-109.56,-110.33,East,Southeast,West,Pacific,-112,-108,-225,188,-110,-110,-110.0,-110.0,-239.0,188.0,-110.0,-110.0,-113.0,-113.0,-240.0,185.0,-112.0,-113.0,-110,-110,-218,180,-112,-108,-111.0,-101.0,-217.0,187.0,-107.0,-107.0,-115.0,-105.0,-218.0,185.0,-110.0,-110.0,-115.0,-105.0,-225.0,185.0,-105.0,-115.0,-110.0,-110.0,-220.0,185.0,-110.0,-110.0,-105.0,-115.0,-225.0,185.0,-110.0,-110.0
NBA,2025-11-20 16:22:24,2025-11-20 20:10,San Antonio Spurs,Atlanta Hawks,No,879.2,Yes,-107.11,-112.67,-114.22,-105.33,-110.0,-110.0,West,Southwest,East,Southeast,-106,-114,-112,-104,-114,-106,-110.0,-110.0,-119.0,-103.0,-110.0,-110.0,-112.0,-114.0,-115.0,-107.0,-114.0,-112.0,-105,-115,-112,-108,-105,-115,-101.0,-111.0,-110.0,-106.0,-107.0,-107.0,-105.0,-115.0,-112.0,-108.0,-110.0,-110.0,-105.0,-115.0,-118.0,-102.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0
NBA,2025-11-20 16:22:24,2025-11-20 20:10,Memphis Grizzlies,Sacramento Kings,No,1750.1,Yes,-111.78,-108.0,-160.22,135.0,-108.0,-112.11,West,Southwest,West,Pacific,-110,-110,-156,132,-110,-110,-110.0,-110.0,-164.0,134.0,-110.0,-110.0,-117.0,-109.0,-175.0,138.0,-112.0,-114.0,-108,-112,-162,136,-108,-112,-111.0,-101.0,-155.0,136.0,-102.0,-113.0,-115.0,-105.0,-155.0,135.0,-105.0,-115.0,-110.0,-110.0,-160.0,135.0,-105.0,-115.0,-115.0,-105.0,-155.0,134.0,-110.0,-110.0,-110.0,-110.0,-160.0,135.0,-110.0,-110.0
NBA,2025-11-20 16:22:24,2025-11-20 20:10,Milwaukee Bucks,Philadelphia 76ers,No,695.4,Yes,-110.33,-109.33,103.11,-123.11,-110.0,-110.0,East,Central,East,Atlantic,-112,-108,104,-122,-114,-106,-110.0,-110.0,102.0,-124.0,-110.0,-110.0,-115.0,-110.0,105.0,-129.0,-112.0,-114.0,-110,-110,105,-125,-112,-108,-106.0,-106.0,102.0,-118.0,-107.0,-107.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0,-110.0,-110.0,105.0,-125.0,-105.0,-115.0,-110.0,-110.0,105.0,-125.0,-110.0,-110.0,-110.0,-110.0,100.0,-120.0,-110.0,-110.0
NBA,2025-11-20 16:22:24,2025-11-21 19:00,Cleveland Cavaliers,Indiana Pacers,Yes,263.5,Yes,-111.5,-108.17,-937.5,602.5,-110.33,-109.67,East,Central,East,Central,-105,-115,-900,610,-112,-108,,,,,,,-113.0,-113.0,-1000.0,600.0,-113.0,-113.0,-110,-110,-850,575,-110,-110,-111.0,-101.0,,,-107.0,-107.0,-115.0,-105.0,,,-110.0,-110.0,-115.0,-105.0,-1000.0,625.0,-110.0,-110.0,,,,,,,,,,,,
NBA,2025-11-20 16:22:24,2025-11-21 19:40,Boston Celtics,Brooklyn Nets,Yes,190.6,Yes,-109.0,-110.67,-1141.25,706.25,-110.0,-109.83,East,Atlantic,East,Atlantic,-110,-110,-1200,750,-110,-110,,,,,,,-113.0,-113.0,-1115.0,650.0,-113.0,-112.0,-110,-110,-1050,675,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-105.0,-115.0,-1200.0,750.0,-110.0,-110.0,,,,,,,,,,,,
NBA,2025-11-20 16:22:24,2025-11-21 19:40,Toronto Raptors,Washington Wizards,No,349.7,Yes,-111.33,-108.17,-826.25,558.75,-109.83,-110.17,East,Atlantic,East,Southeast,-115,-105,-820,570,-110,-110,,,,,,,-112.0,-113.0,-835.0,540.0,-112.0,-114.0,-115,-105,-750,525,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-900.0,600.0,-110.0,-110.0,,,,,,,,,,,,
NBA,2025-11-20 16:22:24,2025-11-21 20:10,Chicago Bulls,Miami Heat,No,1189.0,Yes,-110.0,-109.67,-138.75,115.0,-109.33,-110.67,East,Central,East,Southeast,-105,-115,-134,114,-110,-110,,,,,,,-114.0,-112.0,-141.0,114.0,-114.0,-112.0,-115,-105,-135,114,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-145.0,118.0,-105.0,-115.0,,,,,,,,,,,,
NBA,2025-11-20 16:22:24,2025-11-21 20:40,Dallas Mavericks,New Orleans Pelicans,Yes,443.2,Yes,-110.5,-109.17,-152.25,126.5,-109.83,-110.17,West,Southwest,West,Southwest,-105,-115,-156,132,-110,-110,,,,,,,-117.0,-109.0,-155.0,125.0,-112.0,-114.0,-115,-105,-148,124,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-150.0,125.0,-110.0,-110.0,,,,,,,,,,,,
NBA,2025-11-20 16:22:24,2025-11-21 21:10,Phoenix Suns,Minnesota Timberwolves,No,1279.2,Yes,-109.67,-110.0,143.75,-174.5,-109.83,-110.17,West,Pacific,West,Northwest,-105,-115,140,-166,-110,-110,,,,,,,-117.0,-109.0,135.0,-167.0,-112.0,-114.0,-115,-105,150,-180,-110,-110,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-105.0,-115.0,150.0,-185.0,-110.0,-110.0,,,,,,,,,,,,
