League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-02-02 13:44:56,2026-02-02 15:10,88e3150f66c24dc03c1ef472077b7103,Charlotte Hornets,New Orleans Pelicans,No,649.8,No,East,Southeast,West,Southwest,-111.22,-108.44,-6.83,6.83,-274.56,222.78,-111.22,-108.78,230.78,-108,-112,-270,220,-114,-106,-110.0,-110.0,-280.0,230.0,-108.0,-112.0,-110.0,-110.0,-278.0,219.0,-110.0,-110.0,-102.0,-110.0,-275.0,231.0,-105.0,-109.0,-118,-102,-278,225,-115,-105,-118.0,-102.0,-285.0,230.0,-115.0,-105.0,-115.0,-110.0,-265.0,205.0,-114.0,-112.0,-110.0,-110.0,-270.0,225.0,-110.0,-110.0,-110.0,-110.0,-270.0,220.0,-110.0,-110.0
NBA,2026-02-02 13:44:56,2026-02-02 19:10,57d17c73bf1c976a13a1c66247513cf7,Indiana Pacers,Houston Rockets,No,865.4,Yes,East,Central,West,Southwest,-112.89,-84.56,6.39,-6.39,199.67,-246.0,-110.22,-109.78,218.5,-110,-110,205,-250,-110,-110,-116.0,-104.0,195.0,-235.0,-110.0,-110.0,-110.0,-110.0,204.0,-257.0,-110.0,-110.0,-112.0,100.0,198.0,-232.0,-107.0,-107.0,-118,-102,200,-245,-112,-108,-115.0,-105.0,200.0,-250.0,-110.0,-110.0,-115.0,-110.0,200.0,-265.0,-113.0,-113.0,-110.0,-110.0,200.0,-235.0,-110.0,-110.0,-110.0,-110.0,195.0,-245.0,-110.0,-110.0
NBA,2026-02-02 13:44:56,2026-02-02 21:40,31a26b08d3d28e056418f330c82bf472,Memphis Grizzlies,Minnesota Timberwolves,No,700.0,Yes,West,Southwest,West,Northwest,-110.44,-109.22,7.5,-7.5,229.33,-283.89,-110.22,-109.78,230.06,-108,-112,235,-290,-110,-110,-110.0,-110.0,226.0,-275.0,-110.0,-110.0,-110.0,-110.0,224.0,-288.0,-110.0,-110.0,-106.0,-106.0,229.0,-272.0,-107.0,-107.0,-110,-110,230,-285,-108,-112,-110.0,-110.0,230.0,-285.0,-115.0,-105.0,-115.0,-110.0,230.0,-305.0,-112.0,-114.0,-110.0,-110.0,230.0,-275.0,-110.0,-110.0,-115.0,-105.0,230.0,-280.0,-110.0,-110.0
NBA,2026-02-02 13:44:56,2026-02-02 22:40,93838984e2cd0b0796d8bab2c603ae55,Los Angeles Clippers,Philadelphia 76ers,No,2401.6,Yes,West,Pacific,East,Atlantic,-111.33,-108.44,-1.94,1.94,-131.89,110.33,-110.11,-109.89,220.5,-110,-110,-130,108,-112,-108,-110.0,-110.0,-130.0,110.0,-110.0,-110.0,-110.0,-110.0,-130.0,106.0,-110.0,-110.0,-106.0,-106.0,-128.0,112.0,-107.0,-107.0,-115,-105,-130,110,-110,-110,-118.0,-102.0,-135.0,110.0,-110.0,-110.0,-113.0,-113.0,-139.0,112.0,-112.0,-114.0,-110.0,-110.0,-130.0,110.0,-110.0,-110.0,-110.0,-110.0,-135.0,115.0,-110.0,-110.0
NBA,2026-02-02 13:44:56,2026-02-03 19:10,19a5443c8ea8f228498d950cb51a24a4,Detroit Pistons,Denver Nuggets,No,1157.4,Yes,East,Central,West,Northwest,-110.0,-110.0,-6.25,6.25,-230.0,190.0,-110.0,-110.0,224.5,-110,-110,-230,190,-110,-110,,,,,,,,,,,,,,,,,,,-110,-110,-230,190,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-02-02 13:44:56,2026-02-03 20:10,e0d51f970fc760f66ccb9b94f0d7527a,Dallas Mavericks,Boston Celtics,No,1551.7,Yes,West,Southwest,East,Atlantic,-110.0,-110.0,7.5,-7.5,235.0,-290.0,-110.0,-110.0,223.5,-110,-110,235,-290,-110,-110,,,,,,,,,,,,,,,,,,,-110,-110,235,-290,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,
