League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-19 16:18:54,2025-11-19 19:00,Indiana Pacers,Charlotte Hornets,No,428.0,Yes,-110.11,-109.56,104.0,-124.11,-110.67,-109.22,East,Central,East,Southeast,-110.0,-110.0,105.0,-125.0,-108.0,-112.0,-110,-110,102,-125,-110,-110,-110,-110,106,-124,-106,-114,-110,-115,100,-124,-114,-110,-110,-110,103,-123,-115,-105,-106,-106,105,-121,-113,-102,-115,-105,105,-125,-110,-110,-110,-110,105,-125,-105,-115,-110,-110,105.0,-125.0,-115,-105
NBA,2025-11-19 16:18:54,2025-11-19 19:00,Cleveland Cavaliers,Houston Rockets,No,1114.4,Yes,-110.78,-109.0,33.89,-120.56,-111.11,-108.89,East,Central,West,Southwest,-112.0,-108.0,100.0,-120.0,-105.0,-115.0,-110,-110,102,-123,-110,-110,-110,-110,104,-122,-114,-106,-114,-112,104,-129,-113,-113,-110,-110,-105,-115,-113,-107,-106,-106,-103,-113,-110,-104,-110,-110,100,-120,-110,-110,-115,-105,-102,-118,-115,-105,-110,-110,105.0,-125.0,-110,-110
NBA,2025-11-19 16:18:54,2025-11-19 19:00,Philadelphia 76ers,Toronto Raptors,Yes,337.5,Yes,-109.78,-109.89,111.33,-132.56,-108.44,-111.56,East,Atlantic,East,Atlantic,-115.0,-105.0,114.0,-135.0,-110.0,-110.0,-110,-110,109,-133,-110,-110,-110,-110,112,-132,-108,-112,-110,-115,102,-127,-112,-114,-106,-114,114,-134,-107,-113,-102,-110,116,-132,-104,-110,-110,-110,115,-135,-110,-110,-115,-105,110,-135,-105,-115,-110,-110,110.0,-130.0,-110,-110
NBA,2025-11-19 16:18:54,2025-11-19 19:10,Miami Heat,Golden State Warriors,No,2592.8,Yes,-112.62,-107.0,-420.0,321.25,-109.88,-110.12,East,Southeast,West,Pacific,,,,,,,-110,-110,-400,296,-110,-110,-110,-110,-430,340,-110,-110,-110,-115,-435,310,-112,-114,-115,-105,-420,330,-110,-110,-111,-101,-415,336,-107,-107,-115,-105,-410,305,-110,-110,-115,-105,-450,333,-110,-110,-115,-105,-400.0,320.0,-110,-110
NBA,2025-11-19 16:18:54,2025-11-19 20:00,New Orleans Pelicans,Denver Nuggets,No,1081.8,Yes,-108.33,-111.44,609.89,-933.56,-110.67,-109.33,West,Southwest,West,Northwest,-102.0,-118.0,625.0,-950.0,-112.0,-108.0,-110,-110,575,-909,-110,-110,-110,-110,640,-950,-110,-110,-112,-114,600,-1000,-112,-114,-110,-110,616,-905,-110,-110,-106,-106,633,-888,-107,-107,-110,-110,575,-900,-110,-110,-105,-115,625,-1000,-115,-105,-110,-110,600.0,-900.0,-110,-110
NBA,2025-11-19 16:18:54,2025-11-19 20:00,Minnesota Timberwolves,Washington Wizards,No,934.6,Yes,-110.11,-109.67,-1366.56,791.67,-109.44,-110.44,West,Northwest,East,Southeast,-105.0,-115.0,-1350.0,800.0,-110.0,-110.0,-110,-110,-1429,744,-110,-110,-114,-106,-1400,830,-110,-110,-112,-114,-1250,700,-113,-112,-112,-108,-1300,795,-110,-110,-108,-104,-1270,826,-107,-107,-115,-105,-1400,750,-105,-115,-105,-115,-1600,900,-110,-110,-110,-110,-1300.0,780.0,-110,-110
NBA,2025-11-19 16:18:54,2025-11-19 20:00,Oklahoma City Thunder,Sacramento Kings,No,1339.6,Yes,-109.56,-110.22,-2094.44,1013.78,-108.67,-111.33,West,Northwest,West,Pacific,-108.0,-112.0,-2100.0,1100.0,-105.0,-115.0,-110,-110,-2000,911,-110,-110,-110,-110,-1800,980,-112,-108,-114,-112,-2000,850,-113,-113,-109,-111,-2000,1041,-108,-112,-105,-107,-1950,1092,-105,-109,-110,-110,-2000,950,-110,-110,-110,-110,-3000,1150,-105,-115,-110,-110,-2000.0,1050.0,-110,-110
NBA,2025-11-19 16:18:54,2025-11-19 21:30,Dallas Mavericks,New York Knicks,No,1374.4,Yes,-107.67,-112.11,242.78,-300.44,-112.56,-107.44,West,Southwest,East,Atlantic,-105.0,-115.0,240.0,-298.0,-115.0,-105.0,-110,-110,229,-294,-110,-110,-110,-110,245,-300,-112,-108,-109,-117,255,-335,-113,-113,-107,-113,241,-295,-113,-107,-103,-109,245,-292,-110,-104,-110,-110,240,-290,-110,-110,-105,-115,240,-300,-115,-105,-110,-110,250.0,-300.0,-115,-105
NBA,2025-11-19 16:18:54,2025-11-19 22:10,Portland Trail Blazers,Chicago Bulls,No,1756.4,Yes,-108.44,-111.22,132.38,-157.12,-108.89,-111.11,West,Northwest,East,Central,-105.0,-115.0,120.0,-142.0,-110.0,-110.0,-110,-110,122,-149,-110,-110,-110,-110,146,-174,-110,-110,-110,-115,135,-167,-112,-114,-105,-115,135,-155,-108,-112,-106,-106,141,-160,-105,-109,-110,-110,135,-160,-110,-110,-110,-110,125,-150,-105,-115,-110,-110,,,-110,-110
