League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-03-16 06:50:48,2026-03-16 19:10,ffe5b43309eff2a1e0131998ff33abd6,Atlanta Hawks,Orlando Magic,Yes,401.3,Yes,East,Southeast,East,Southeast,-111.0,-108.44,-2.56,2.56,-141.56,119.33,-109.22,-110.56,229.33,-110,-110,-142,120,-106,-114,-110,-110,-142,120,-108,-112,-110,-110,-141,115,-110,-110,-111,-101,-138,122,-107,-107,-115,-105,-140,120,-110,-110,-113,-110,-141,114,-112,-112,-110,-110,-145,118,-110,-110,-105,-115,-145,125,-110,-110,-115,-105,-140,120,-110,-110
NBA,2026-03-16 06:50:48,2026-03-16 19:10,16a4c04f493443107656ff044ca9f8c0,Washington Wizards,Golden State Warriors,No,2440.2,Yes,East,Southeast,West,Pacific,-109.44,-110.0,7.5,-7.5,254.67,-316.11,-111.89,-108.0,231.72,-110,-110,250,-310,-110,-110,-110,-110,260,-325,-112,-108,-110,-110,242,-313,-110,-110,-106,-106,267,-322,-113,-102,-110,-110,263,-325,-115,-105,-109,-114,245,-315,-112,-112,-110,-110,260,-325,-110,-110,-110,-110,250,-300,-110,-110,-110,-110,255,-310,-115,-105
NBA,2026-03-16 06:50:48,2026-03-16 19:40,b0397850f18d2c86059f0f78aefdc405,Boston Celtics,Phoenix Suns,No,2299.7,Yes,East,Atlantic,West,Pacific,-113.11,-84.0,-8.89,8.89,-416.89,320.89,-110.56,-109.11,213.17,-106,-114,-400,315,-110,-110,-118,-102,-425,330,-115,-105,-110,-110,-417,307,-110,-110,-111,-101,-415,336,-107,-107,-115,-105,-420,330,-110,-110,-113,-109,-400,295,-113,-110,-120,100,-425,325,-110,-110,-110,-110,-430,320,-110,-110,-115,-105,-420,330,-110,-110
NBA,2026-03-16 06:50:48,2026-03-16 19:40,b2cf48e20e7ea3f4ee141bf67f8229d1,Brooklyn Nets,Portland Trail Blazers,No,2447.2,Yes,East,Atlantic,West,Northwest,-109.56,-109.89,10.0,-10.0,345.67,-451.56,-111.56,-108.22,222.28,-110,-110,340,-430,-108,-112,-118,-102,340,-440,-110,-110,-110,-110,340,-455,-110,-110,-106,-106,356,-444,-113,-102,-110,-110,350,-450,-115,-105,-115,-108,325,-455,-113,-110,-102,-118,350,-450,-110,-110,-105,-115,355,-490,-110,-110,-110,-110,355,-450,-115,-105
NBA,2026-03-16 06:50:48,2026-03-16 20:10,3e7ba7718b4959c6c644a0dfdda73dcd,Chicago Bulls,Memphis Grizzlies,No,482.5,Yes,East,Central,West,Southwest,-83.22,-114.0,-6.28,6.28,-251.44,205.22,-110.22,-109.44,242.94,-110,-110,-240,198,-110,-110,-102,-118,-265,215,-115,-105,-110,-110,-250,198,-110,-110,101,-113,-258,218,-107,-107,-103,-117,-260,215,-110,-110,-113,-110,-245,190,-110,-113,-102,-118,-250,200,-110,-110,-105,-115,-235,195,-110,-110,-105,-115,-260,218,-110,-110
NBA,2026-03-16 06:50:48,2026-03-16 20:10,ed74764cb6bf8e55c87066ca2f7592fc,New Orleans Pelicans,Dallas Mavericks,Yes,443.2,Yes,West,Southwest,West,Southwest,-112.0,-107.33,-8.5,8.5,-334.44,266.22,-110.89,-109.0,239.17,-110,-110,-330,265,-108,-112,-112,-108,-340,270,-110,-110,-110,-110,-333,258,-110,-110,-111,-101,-327,271,-113,-102,-115,-105,-330,267,-115,-105,-110,-112,-345,260,-112,-112,-115,-105,-325,260,-105,-115,-110,-110,-350,275,-110,-110,-115,-105,-330,270,-115,-105
NBA,2026-03-16 06:50:48,2026-03-16 21:40,e18bb0c990005d46d98ab6ec89f2cfff,Houston Rockets,Los Angeles Lakers,No,1375.3,Yes,West,Southwest,West,Pacific,-111.0,-108.44,-2.5,2.5,-145.67,123.11,-107.67,-112.22,226.83,-114,-106,-148,126,-110,-110,-110,-110,-148,124,-110,-110,-110,-110,-143,116,-110,-110,-106,-106,-144,127,-102,-113,-110,-110,-145,125,-105,-115,-114,-109,-143,115,-112,-112,-110,-110,-150,125,-105,-115,-115,-105,-145,125,-110,-110,-110,-110,-145,125,-105,-115
NBA,2026-03-16 06:50:48,2026-03-16 22:10,b2e6e94e965db18685d98bd53c840be5,Los Angeles Clippers,San Antonio Spurs,No,1210.8,Yes,West,Pacific,West,Southwest,-109.44,-110.0,9.5,-9.5,308.56,-398.11,-109.0,-110.89,227.83,-110,-110,320,-405,-110,-110,-110,-110,310,-395,-112,-108,-110,-110,306,-417,-110,-110,-106,-106,308,-376,-102,-113,-110,-110,303,-380,-105,-115,-109,-114,325,-455,-112,-112,-110,-110,300,-375,-115,-105,-110,-110,300,-400,-110,-110,-110,-110,305,-380,-105,-115
