League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-10 15:05:07,2026-05-10 15:40,878243c543236baba132ad43ae333aae,Philadelphia 76ers,New York Knicks,Yes,85.5,No,East,Atlantic,East,Atlantic,-108.67,-110.78,1.61,-1.61,105.0,-125.11,-109.78,-110.78,213.89,-106,-114,108,-126,-106,-114,-108,-112,105,-125,-112,-108,-114,-109,104,-129,-110,-113,-105.0,-115.0,105,-125,-118,-110,-103,-109,107,-123,-107,-107,-107,-113,105,-125,-105,-115,-110,-110,101,-123,-110,-110,-115,-105,110,-130,-110,-110,-110.0,-110.0,100.0,-120.0,-110.0,-110.0
NBA,2026-05-10 15:05:07,2026-05-10 19:40,77e60e525f42e8337027f550bcd2f1cc,Minnesota Timberwolves,San Antonio Spurs,No,1109.0,Yes,West,Northwest,West,Southwest,-110.78,-108.67,4.89,-4.89,161.56,-192.56,-109.89,-109.89,218.28,-115,-105,164,-196,-112,-108,-105,-115,160,-192,-115,-105,-115,-108,160,-205,-110,-113,-105.0,-115.0,160,-190,-110,-110,-109,-103,166,-190,-102,-113,-113,-107,165,-190,-105,-115,-110,-110,151,-185,-110,-110,-115,-105,165,-195,-115,-105,-110.0,-110.0,163.0,-190.0,-110.0,-110.0
NBA,2026-05-10 15:05:07,2026-05-11 20:00,b537062ee0483d20ae932052628b663d,Cleveland Cavaliers,Detroit Pistons,Yes,91.4,Yes,East,Central,East,Central,-109.38,-110.0,-3.56,3.56,-163.88,137.5,-109.62,-110.12,212.69,-110,-110,-158,134,-108,-112,-110,-110,-162,136,-105,-115,-109,-114,-175,138,-112,-112,-110.0,-110.0,-170,140,-115,-105,-106,-106,-160,141,-107,-107,-110,-110,-160,140,-110,-110,-110,-110,-161,131,-110,-110,-110,-110,-165,140,-110,-110,,,,,,
NBA,2026-05-10 15:05:07,2026-05-11 22:40,0db68bfa022e22873f48b8539addd5ae,Los Angeles Lakers,Oklahoma City Thunder,No,1182.5,Yes,West,Pacific,West,Northwest,-108.57,-111.0,10.79,-10.79,388.5,-524.25,-108.75,-111.88,214.19,-104,-118,390,-510,-106,-114,-105,-115,380,-500,-110,-110,-110,-113,390,-560,-109,-113,,,375,-500,-118,-110,-106,-106,401,-508,-102,-113,-110,-110,393,-515,-105,-115,-110,-110,379,-526,-110,-110,-115,-105,400,-575,-110,-110,,,,,,
