League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-12 14:51:41,2026-04-12 18:10,22dcb3e32847c7eab5774e8927016216,Miami Heat,Atlanta Hawks,Yes,604.6,No,East,Southeast,East,Southeast,-109.44,-110.11,-8.5,8.5,-323.33,258.89,-108.33,-111.33,240.11,-114,-106,-335,270,-105,-115,-108,-112,-325,260,-105,-115,-112,-112,-345,260,-113,-110,-106,-106,-312,260,-107,-107,-110,-110,-315,256,-110,-110,-105,-115,-325,260,-105,-115,-110,-110,-323.0,249.0,-110,-110,-110,-110,-330,265,-110,-110,-110,-110,-300.0,250.0,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 18:10,f78d40af453b24c39e18559579894d14,Boston Celtics,Orlando Magic,No,1115.0,No,East,Atlantic,East,Southeast,-107.89,-111.56,12.72,-12.72,519.56,-745.89,-109.89,-109.78,221.5,-112,-108,560,-770,-108,-112,-108,-112,525,-750,-110,-110,-109,-114,540,-835,-114,-109,-104,-108,517,-689,-107,-107,-108,-112,505,-700,-110,-110,-105,-115,525,-750,-110,-110,-110,-110,504.0,-769.0,-110,-110,-105,-115,500,-750,-110,-110,-110,-110,500.0,-700.0,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 18:10,d55bfef33abc5dc6dba0717236d0ee80,Toronto Raptors,Brooklyn Nets,Yes,344.5,No,East,Atlantic,East,Atlantic,-111.67,-107.78,-23.61,23.61,-8389.57,1851.0,-109.44,-110.22,219.5,-110,-110,-10000,2500,-106,-114,-115,-105,-5000,1800,-108,-112,-114,-109,-10000,1600,-114,-109,-111,-101,-6727,1915,-107,-107,-115,-105,-7000,1642,-110,-110,-115,-105,-10000,1900,-110,-110,-110,-110,,,-110,-110,-105,-115,-10000,1600,-110,-110,-110,-110,,,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 18:10,38b10a0526d5b246097a502269bcdf71,New York Knicks,Charlotte Hornets,No,533.4,No,East,Atlantic,East,Southeast,-109.44,-87.89,14.11,-14.11,578.44,-868.22,-110.0,-109.67,217.56,-106,-114,610,-900,-106,-114,-112,-108,575,-850,-115,-105,-112,-112,575,-910,-113,-110,-103,-109,576,-786,-104,-110,-107,-113,561,-800,-107,-113,-105,-115,575,-900,-115,-105,-110,-110,579.0,-918.0,-110,-110,-120,100,575,-900,-110,-110,-110,-110,580.0,-850.0,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 18:10,ad75b36adad0af42dea87b9bcdfa91f8,Cleveland Cavaliers,Washington Wizards,No,305.1,No,East,Central,East,Southeast,-110.0,-109.44,-10.56,10.56,-542.11,401.89,-109.44,-110.22,235.33,-106,-114,-560,420,-106,-114,-108,-112,-535,400,-108,-112,-115,-108,-560,390,-114,-109,-106,-106,-518,408,-107,-107,-110,-110,-525,400,-110,-110,-110,-110,-550,400,-110,-110,-110,-110,-556.0,399.0,-110,-110,-115,-105,-525,375,-110,-110,-110,-110,-550.0,425.0,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 18:10,4675acfb68965858aa571a0493a222da,Indiana Pacers,Detroit Pistons,Yes,240.5,No,East,Central,East,Central,-111.67,-107.78,14.33,-14.33,635.33,-990.11,-112.22,-107.44,230.61,-110,-110,640,-950,-110,-110,-112,-108,600,-900,-115,-105,-113,-110,575,-910,-112,-110,-108,-104,683,-979,-113,-102,-112,-108,661,-1000,-115,-105,-115,-105,650,-1100,-115,-105,-110,-110,654.0,-1122.0,-110,-110,-115,-105,625,-1000,-110,-110,-110,-110,630.0,-950.0,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 18:10,23c66e71d25675800d939e532e38bcd2,Philadelphia 76ers,Milwaukee Bucks,No,695.4,No,East,Atlantic,East,Central,-110.89,-108.56,-15.06,15.06,-1209.89,734.33,-109.56,-110.11,226.67,-110,-110,-1150,730,-106,-114,-102,-118,-1200,750,-110,-110,-113,-110,-1115,650,-113,-110,-108,-104,-1174,781,-107,-107,-112,-108,-1200,754,-110,-110,-118,-102,-1200,750,-110,-110,-110,-110,-1250.0,694.0,-110,-110,-115,-105,-1400,750,-110,-110,-110,-110,-1200.0,750.0,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 20:40,c8cde1aa908581185caf0bb87659055a,Dallas Mavericks,Chicago Bulls,No,802.8,Yes,West,Southwest,East,Central,-108.67,-110.78,-6.56,6.56,-266.0,216.0,-110.22,-109.44,249.22,-110,-110,-250,205,-112,-108,-108,-112,-278,225,-110,-110,-110,-113,-265,205,-113,-110,-103,-109,-258,218,-107,-107,-107,-113,-260,215,-110,-110,-110,-110,-275,220,-110,-110,-110,-110,-278.0,216.0,-110,-110,-110,-110,-260,215,-110,-110,-110,-110,-270.0,225.0,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 20:40,09604d4c311c1eb2215317d12154f42a,San Antonio Spurs,Denver Nuggets,No,803.4,Yes,West,Southwest,West,Northwest,-109.78,-109.56,-11.28,11.28,-533.67,396.11,-109.0,-110.56,233.22,-106,-114,-520,400,-110,-110,-108,-112,-500,380,-105,-115,-113,-109,-590,410,-109,-113,-111,-101,-518,408,-107,-107,-115,-105,-525,400,-110,-110,-110,-110,-550,400,-110,-110,-110,-110,-500.0,362.0,-110,-110,-105,-115,-575,400,-110,-110,-110,-110,-525.0,405.0,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 20:40,06ccc7d0ba2acaf031c7d42eea09672c,Los Angeles Clippers,Golden State Warriors,Yes,348.5,Yes,West,Pacific,West,Pacific,-110.33,-109.22,-6.5,6.5,-263.11,214.22,-110.22,-109.56,226.28,-110,-110,-250,205,-110,-110,-110,-110,-270,220,-108,-112,-112,-112,-265,200,-112,-112,-106,-106,-258,218,-107,-107,-110,-110,-260,215,-110,-110,-110,-110,-275,225,-110,-110,-110,-110,-270.0,212.0,-110,-110,-115,-105,-260,215,-115,-105,-110,-110,-260.0,218.0,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 20:40,fdd561cce076bab5eb0f0651d1d0f8e4,Houston Rockets,Memphis Grizzlies,Yes,483.7,Yes,West,Southwest,West,Southwest,-112.11,-107.33,-13.94,13.94,-1023.89,651.0,-110.56,-109.11,227.28,-114,-106,-1000,660,-106,-114,-118,-102,-1000,650,-108,-112,-109,-114,-910,550,-113,-109,-111,-101,-955,670,-113,-102,-115,-105,-975,650,-115,-105,-102,-118,-1100,675,-110,-110,-110,-110,-1275.0,729.0,-110,-110,-115,-105,-1000,625,-110,-110,-115,-105,-1000.0,650.0,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 20:40,3f3bec3a69985062b105b5fe8bf06fe9,Los Angeles Lakers,Utah Jazz,No,580.8,Yes,West,Pacific,West,Northwest,-109.56,-109.89,-13.61,13.61,-930.33,610.56,-109.67,-110.0,235.5,-108,-112,-950,640,-108,-112,-112,-108,-900,600,-112,-108,-110,-113,-1000,600,-110,-113,-106,-106,-883,631,-107,-107,-110,-110,-900,613,-110,-110,-110,-110,-1000,650,-110,-110,-110,-110,-1000.0,611.0,-110,-110,-110,-110,-950,600,-110,-110,-110,-110,-790.0,550.0,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 20:40,47ede7b5685ae38218b5c2ea1ffd1699,Minnesota Timberwolves,New Orleans Pelicans,No,1051.1,Yes,West,Northwest,West,Southwest,-108.89,-110.56,-5.11,5.11,-221.78,183.0,-110.89,-108.89,236.94,-110,-110,-220,184,-110,-110,-105,-115,-225,185,-110,-110,-114,-109,-210,165,-110,-113,-106,-106,-219,188,-113,-102,-110,-110,-220,186,-115,-105,-105,-115,-235,195,-105,-115,-110,-110,-227.0,179.0,-110,-110,-110,-110,-220,180,-110,-110,-110,-110,-220.0,185.0,-115,-105
NBA,2026-04-12 14:51:41,2026-04-12 20:40,8c4fafe262a5424f243a130d7ab60e82,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,West,Northwest,West,Pacific,-111.44,-108.0,-7.56,7.56,-326.11,260.22,-109.67,-110.0,212.5,-112,-108,-320,260,-110,-110,-115,-105,-325,260,-110,-110,-110,-113,-335,250,-110,-113,-111,-101,-317,263,-107,-107,-115,-105,-320,260,-110,-110,-115,-105,-325,260,-110,-110,-110,-110,-333.0,254.0,-110,-110,-105,-115,-320,260,-110,-110,-110,-110,-340.0,275.0,-110,-110
NBA,2026-04-12 14:51:41,2026-04-12 20:40,3f5adb3e93b0c63eb14ed1d0e8b90a43,Portland Trail Blazers,Sacramento Kings,No,483.5,Yes,West,Northwest,West,Pacific,-110.67,-108.89,-17.39,17.39,-1972.44,991.89,-111.11,-108.78,225.44,-110,-110,-1800,980,-110,-110,-112,-108,-1800,1000,-110,-110,-112,-112,-2000,900,-112,-112,-109,-103,-1852,1059,-113,-102,-113,-107,-1900,1011,-115,-105,-110,-110,-2500,1050,-110,-110,-110,-110,-2000.0,952.0,-110,-110,-110,-110,-2000,950,-110,-110,-110,-110,-1900.0,1025.0,-110,-110
