League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-27 20:53:19,2025-11-28 19:40,Atlanta Hawks,Cleveland Cavaliers,No,553.9,Yes,-108.89,-110.89,172.22,-206.33,-112.11,-108.0,East,Southeast,East,Central,-108,-112,176,-210,-112,-108,-109,-117,160,-200,-114,-112,-112,-108,170,-205,-110,-110,-110,-110,168,-208,-110,-110,-110,-110,175,-210,-110,-110,-105,-115,177,-205,-115,-105,-101,-111,179,-204,-113,-102,-115,-105,170,-210,-110,-110,-110.0,-110.0,175.0,-205.0,-115.0,-105.0
NBA,2025-11-27 20:53:19,2025-11-28 19:40,Brooklyn Nets,Philadelphia 76ers,Yes,83.1,Yes,-112.0,-107.78,225.33,-279.0,-108.44,-111.56,East,Atlantic,East,Atlantic,-110,-110,225,-275,-114,-106,-109,-117,215,-278,-113,-112,-118,-102,230,-285,-112,-108,-110,-110,223,-286,-110,-110,-110,-110,220,-270,-110,-110,-115,-105,226,-275,-105,-115,-111,-101,229,-272,-102,-113,-115,-105,230,-295,-105,-115,-110.0,-110.0,230.0,-275.0,-105.0,-115.0
NBA,2025-11-27 20:53:19,2025-11-28 19:40,Charlotte Hornets,Chicago Bulls,No,589.3,Yes,-111.44,-108.22,115.78,-137.44,-110.22,-109.78,East,Southeast,East,Central,-110,-110,118,-138,-110,-110,-115,-110,114,-141,-113,-113,-112,-108,114,-135,-112,-108,-110,-110,113,-139,-110,-110,-110,-110,120,-140,-110,-110,-115,-105,118,-138,-110,-110,-111,-101,120,-136,-107,-107,-110,-110,115,-140,-110,-110,-110.0,-110.0,110.0,-130.0,-110.0,-110.0
NBA,2025-11-27 20:53:19,2025-11-28 19:40,Detroit Pistons,Orlando Magic,No,956.1,Yes,-110.33,-109.33,-149.44,126.0,-108.33,-111.78,East,Central,East,Southeast,-106,-114,-154,130,-110,-110,-110,-115,-157,125,-113,-113,-118,-102,-148,124,-110,-110,-110,-110,-152,123,-110,-110,-105,-115,-150,130,-110,-110,-110,-110,-145,125,-105,-115,-106,-106,-144,127,-102,-113,-118,-102,-150,125,-110,-110,-110.0,-110.0,-145.0,125.0,-105.0,-115.0
NBA,2025-11-27 20:53:19,2025-11-28 19:40,Indiana Pacers,Washington Wizards,No,492.8,Yes,-110.22,-109.56,-258.78,211.56,-111.22,-108.78,East,Central,East,Southeast,-112,-108,-245,200,-110,-110,-114,-112,-250,200,-114,-112,-110,-110,-258,210,-115,-105,-110,-110,-263,208,-110,-110,-110,-110,-260,215,-110,-110,-110,-110,-260,215,-110,-110,-106,-106,-258,218,-107,-107,-110,-110,-275,220,-115,-105,-110.0,-110.0,-260.0,218.0,-110.0,-110.0
NBA,2025-11-27 20:53:19,2025-11-28 19:40,New York Knicks,Milwaukee Bucks,No,734.3,Yes,-110.78,-109.0,-294.33,238.0,-109.89,-110.11,East,Atlantic,East,Central,-114,-106,-295,240,-112,-108,-114,-112,-295,225,-112,-114,-108,-112,-298,240,-108,-112,-110,-110,-294,229,-110,-110,-105,-115,-300,250,-110,-110,-115,-105,-290,237,-110,-110,-111,-101,-287,241,-107,-107,-110,-110,-300,240,-110,-110,-110.0,-110.0,-290.0,240.0,-110.0,-110.0
NBA,2025-11-27 20:53:19,2025-11-28 21:40,Denver Nuggets,San Antonio Spurs,No,803.4,Yes,-110.62,-109.12,-382.0,297.25,-111.62,-108.38,West,Northwest,West,Southwest,-108,-112,-370,295,-114,-106,-112,-114,-420,310,-112,-114,-118,-102,-380,300,-115,-105,-110,-110,-385,290,-110,-110,-110,-110,-380,290,-110,-110,-108,-112,-375,299,-110,-110,-104,-108,-371,304,-107,-107,-115,-105,-375,290,-115,-105,,,,,,
NBA,2025-11-27 20:53:19,2025-11-28 21:40,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-109.5,-110.12,-1190.38,716.25,-110.62,-109.12,West,Northwest,West,Pacific,-110,-110,-1350,810,-114,-106,-110,-115,-1115,650,-114,-110,-110,-110,-1050,675,-110,-110,-110,-110,-1429,751,-110,-110,-110,-110,-1200,700,-110,-110,-110,-110,-1000,661,-110,-110,-106,-106,-979,683,-107,-107,-110,-110,-1400,800,-110,-110,,,,,,
NBA,2025-11-27 20:53:19,2025-11-28 21:40,Utah Jazz,Sacramento Kings,No,533.2,Yes,-109.12,-110.5,-117.0,-78.0,-111.25,-108.75,West,Northwest,West,Pacific,-110,-110,-116,-102,-114,-106,-113,-112,-117,-107,-112,-114,-105,-115,-118,-102,-112,-108,-110,-110,-118,-104,-110,-110,-110,-110,-115,-105,-110,-110,-112,-108,-118,-102,-110,-110,-108,-104,-116,100,-107,-107,-105,-115,-118,-102,-115,-105,,,,,,
NBA,2025-11-27 20:53:19,2025-11-28 22:10,Los Angeles Lakers,Dallas Mavericks,No,1240.8,Yes,-112.0,-107.75,-518.62,384.38,-112.12,-108.0,West,Pacific,West,Southwest,-110,-110,-560,420,-112,-108,-113,-113,-530,370,-112,-114,-112,-108,-520,390,-115,-105,-110,-110,-556,389,-110,-110,-115,-105,-510,370,-110,-110,-115,-105,-490,377,-115,-105,-111,-101,-483,384,-113,-102,-110,-110,-500,375,-110,-110,,,,,,
NBA,2025-11-27 20:53:19,2025-11-28 22:10,Los Angeles Clippers,Memphis Grizzlies,No,1610.3,Yes,-110.38,-109.38,-259.0,211.5,-111.0,-109.0,West,Pacific,West,Southwest,-114,-106,-255,210,-110,-110,-113,-113,-250,200,-113,-113,-110,-110,-265,215,-108,-112,-110,-110,-263,208,-110,-110,-110,-110,-250,210,-115,-105,-110,-110,-258,213,-110,-110,-106,-106,-256,216,-107,-107,-110,-110,-275,220,-115,-105,,,,,,
