League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-01-05 13:39:41,2026-01-05 19:10,Detroit Pistons,New York Knicks,No,482.2,Yes,-109.22,-110.44,82.22,-125.22,-109.88,-109.38,East,Central,East,Atlantic,-108,-112,110,-130,-110,-110,-110,-110,-102,-118,-110,-110,-106,-106,100,-116,-107,-107,-110,-110,100,-122,-110,-110,-112,-108,100,-120,-112,-108,-112,-113,112,-141,,,-110,-110,100,-120,-110,-110,-110,-110,100,-120,-110,-110,-105,-115,120,-140,-110,-110
NBA,2026-01-05 13:39:41,2026-01-05 19:40,Toronto Raptors,Atlanta Hawks,No,733.5,Yes,-110.33,-109.33,-147.11,124.11,-110.5,-108.75,East,Atlantic,East,Southeast,-110,-110,-146,124,-112,-108,-110,-110,-145,125,-110,-110,-106,-106,-144,127,-107,-107,-110,-110,-145,118,-110,-110,-112,-108,-142,120,-115,-105,-115,-110,-152,123,,,-110,-110,-145,120,-110,-110,-110,-110,-145,125,-110,-110,-110,-110,-160,135,-110,-110
NBA,2026-01-05 13:39:41,2026-01-05 19:40,Boston Celtics,Chicago Bulls,No,852.9,Yes,-108.67,-111.11,-552.22,407.56,-109.62,-109.62,East,Atlantic,East,Central,-110,-110,-560,420,-112,-108,-110,-110,-550,415,-110,-110,-106,-106,-542,423,-107,-107,-110,-110,-588,410,-110,-110,-108,-112,-550,410,-108,-112,-109,-117,-530,375,,,-105,-115,-550,400,-110,-110,-110,-110,-550,425,-110,-110,-110,-110,-550,390,-110,-110
NBA,2026-01-05 13:39:41,2026-01-05 20:10,Oklahoma City Thunder,Charlotte Hornets,No,941.0,Yes,-110.0,-109.78,-1172.22,720.89,-109.12,-110.12,West,Northwest,East,Southeast,-110,-110,-1150,730,-106,-114,-110,-110,-1200,754,-110,-110,-106,-106,-1174,781,-107,-107,-110,-110,-1111,673,-110,-110,-110,-110,-1100,700,-110,-110,-114,-112,-1115,650,,,-110,-110,-1100,700,-110,-110,-110,-110,-1200,750,-110,-110,-110,-110,-1400,750,-110,-110
NBA,2026-01-05 13:39:41,2026-01-05 20:10,Houston Rockets,Phoenix Suns,No,1016.4,Yes,-87.33,-110.11,-325.44,259.56,-108.88,-110.38,West,Southwest,West,Pacific,-105,-115,-335,270,-106,-114,-115,-105,-312,254,-110,-110,-111,-101,-309,257,-107,-107,-110,-110,-333,255,-110,-110,100,-120,-310,250,-108,-112,-115,-110,-345,260,,,-105,-115,-325,260,-110,-110,-110,-110,-310,255,-110,-110,-115,-105,-350,275,-110,-110
NBA,2026-01-05 13:39:41,2026-01-05 20:30,Philadelphia 76ers,Denver Nuggets,No,1579.7,Yes,-110.0,-109.78,-946.89,613.67,-110.25,-109.0,East,Atlantic,West,Northwest,-110,-110,-1000,660,-110,-110,-110,-110,-930,627,-110,-110,-106,-106,-912,646,-107,-107,-110,-110,-1000,595,-110,-110,-115,-105,-900,600,-110,-110,-114,-112,-1250,700,,,-110,-110,-1000,650,-115,-105,-110,-110,-930,620,-110,-110,-105,-115,-600,425,-110,-110
NBA,2026-01-05 13:39:41,2026-01-05 22:10,Los Angeles Clippers,Golden State Warriors,Yes,348.5,Yes,-110.11,-109.44,-14.33,-94.67,-109.12,-110.12,West,Pacific,West,Pacific,-112,-108,100,-118,-108,-112,-108,-112,-101,-119,-110,-110,-104,-108,101,-117,-107,-107,-110,-110,-101,-122,-110,-110,-112,-108,-102,-118,-108,-112,-110,-114,-106,-118,,,-110,-110,100,-120,-110,-110,-115,-105,100,-120,-110,-110,-110,-110,-120,100,-110,-110
NBA,2026-01-05 13:39:41,2026-01-05 22:10,Portland Trail Blazers,Utah Jazz,Yes,635.0,Yes,-85.78,-111.56,-230.11,189.67,-109.62,-109.62,West,Northwest,West,Northwest,-110,-110,-230,190,-110,-110,-110,-110,-230,192,-110,-110,-106,-106,-228,195,-107,-107,-110,-110,-238,190,-110,-110,100,-120,-230,190,-115,-105,-114,-110,-225,175,,,-102,-118,-225,185,-105,-115,-110,-110,-230,195,-110,-110,-110,-110,-235,195,-110,-110
