League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-02 10:27:18,2026-01-02 19:10,Washington Wizards,Brooklyn Nets,No,203.5,Yes,-110.44,-109.22,-73.33,-113.83,-111.25,-108.12,East,Southeast,East,Atlantic,-112,-108,100,-118,-112,-108,-110,-110,-105,-116,-110,-110,-118,-102,-108,-112,-105,-115,-106,-106,,,-113,-102,-110,-110,,,-115,-105,-110,-110,-105,-115,-110,-110,-110,-110,,,-110,-110,-113,-112,-107,-117,,,-105.0,-115.0,-115,-105,-115,-105
NBA,2026-01-02 10:27:18,2026-01-02 19:10,Indiana Pacers,San Antonio Spurs,No,997.0,Yes,-110.67,-109.11,195.78,-238.89,-110.25,-109.0,East,Central,West,Southwest,-110,-110,200,-245,-110,-110,-110,-110,192,-244,-110,-110,-112,-108,195,-238,-110,-110,-103,-109,202.0,-238.0,-107,-107,-107,-113,200.0,-240.0,-110,-110,-115,-105,195,-235,-110,-110,-110,-110,203.0,-240.0,-110,-110,-114,-112,185,-235,,,-115.0,-105.0,190,-235,-115,-105
NBA,2026-01-02 10:27:18,2026-01-02 19:40,New York Knicks,Atlanta Hawks,No,748.3,Yes,-109.33,-110.44,-311.67,250.44,-109.62,-109.62,East,Atlantic,East,Southeast,-110,-110,-320,260,-115,-105,-110,-110,-323,251,-110,-110,-110,-110,-310,250,-105,-115,-106,-106,-307.0,256.0,-107,-107,-110,-110,-310.0,252.0,-110,-110,-105,-115,-320,260,-110,-110,-110,-110,-310.0,255.0,-110,-110,-113,-113,-305,230,,,-110.0,-110.0,-300,240,-110,-110
NBA,2026-01-02 10:27:18,2026-01-02 19:40,Cleveland Cavaliers,Denver Nuggets,No,1228.2,Yes,-109.0,-110.78,-816.78,548.44,-109.12,-110.12,East,Central,West,Northwest,-110,-110,-820,570,-108,-112,-110,-110,-806,513,-110,-110,-110,-110,-800,550,-108,-112,-104,-108,-765.0,564.0,-107,-107,-108,-112,-780.0,549.0,-110,-110,-105,-115,-850,550,-110,-110,-110,-110,-780.0,540.0,-110,-110,-114,-112,-1000,575,,,-110.0,-110.0,-750,525,-110,-110
NBA,2026-01-02 10:27:18,2026-01-02 20:10,Milwaukee Bucks,Charlotte Hornets,No,659.4,Yes,-110.89,-86.67,-236.67,194.56,-108.12,-111.25,East,Central,East,Southeast,-110,-110,-220,184,-108,-112,-110,-110,-238,191,-110,-110,-118,-102,-245,200,-105,-115,-101,-111,-232.0,198.0,-102,-113,-105,-115,-235.0,195.0,-105,-115,-110,-110,-240,200,-110,-110,-110,-110,-230.0,195.0,-110,-110,-114,-112,-240,188,,,-120.0,100.0,-250,200,-115,-105
NBA,2026-01-02 10:27:18,2026-01-02 20:10,Chicago Bulls,Orlando Magic,No,985.5,Yes,-110.33,-109.44,166.33,-198.56,-109.38,-109.88,East,Central,East,Southeast,-106,-114,166,-198,-110,-110,-110,-110,160,-200,-110,-110,-112,-108,170,-205,-108,-112,-111,-101,179.0,-204.0,-107,-107,-115,-105,177.0,-205.0,-110,-110,-105,-115,145,-170,-110,-110,-110,-110,175.0,-205.0,-110,-110,-109,-117,160,-200,,,-115.0,-105.0,165,-200,-110,-110
NBA,2026-01-02 10:27:18,2026-01-02 20:10,New Orleans Pelicans,Portland Trail Blazers,No,2062.1,Yes,-112.0,-107.67,-60.89,-114.11,-110.5,-108.75,West,Southwest,West,Northwest,-110,-110,-104,-112,-112,-108,-110,-110,-106,-115,-110,-110,-118,-102,-108,-112,-115,-105,-108,-104,-105.0,-111.0,-107,-107,-112,-108,-107.0,-113.0,-110,-110,-115,-105,-110,-110,-110,-110,-110,-110,100.0,-120.0,-110,-110,-115,-110,-108,-114,,,-110.0,-110.0,100,-120,-110,-110
NBA,2026-01-02 10:27:18,2026-01-02 21:10,Phoenix Suns,Sacramento Kings,Yes,635.3,Yes,-111.11,-108.56,-735.78,513.0,-109.62,-109.62,West,Pacific,West,Pacific,-112,-108,-720,520,-108,-112,-110,-110,-769,494,-110,-110,-112,-108,-750,525,-112,-108,-111,-101,-713.0,533.0,-107,-107,-115,-105,-725.0,520.0,-110,-110,-110,-110,-700,475,-110,-110,-110,-110,-725.0,515.0,-110,-110,-110,-115,-770,510,,,-110.0,-110.0,-750,525,-110,-110
NBA,2026-01-02 10:27:18,2026-01-02 22:10,Golden State Warriors,Oklahoma City Thunder,No,1387.6,Yes,-108.33,-111.33,286.56,-364.0,-109.0,-110.25,West,Pacific,West,Northwest,-112,-108,315,-400,-110,-110,-110,-110,286,-385,-110,-110,-105,-115,300,-380,-110,-110,-107,-105,304.0,-371.0,-107,-107,-111,-109,299.0,-375.0,-110,-110,-105,-115,230,-280,-110,-110,-110,-110,300.0,-375.0,-110,-110,-110,-115,255,-335,,,-105.0,-115.0,290,-375,-105,-115
NBA,2026-01-02 10:27:18,2026-01-02 22:40,Los Angeles Lakers,Memphis Grizzlies,No,1604.9,Yes,-108.88,-110.88,-169.89,142.67,-111.25,-108.12,West,Pacific,West,Southwest,-110,-110,-174,146,-114,-106,-110,-110,-161,131,-110,-110,-115,-105,-175,145,-108,-112,-102,-110,-167.0,148.0,-113,-102,-106,-114,-167.0,147.0,-115,-105,-110,-110,-175,150,-110,-110,-105,-115,-165.0,142.0,-110,-110,-113,-113,-175,135,,,,,-170,140,-110,-110
