League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-18 14:52:54,2026-04-18 13:09,2a8e5a45f1bcb477a6f9cbd7739d005e,Cleveland Cavaliers,Toronto Raptors,No,189.3,No,East,Central,East,Atlantic,-112.67,-118.33,-18.92,18.92,-17500.0,2350.0,-117.17,-112.83,228.08,-114,-114,-20000,2200,-125,-106,-110,-120,-15000,2500,-120,-110,-114,-120,,,-120,-115,-110.0,-120.0,,,-115.0,-115.0,-110,-118,,,-105,-120,-118,-118,,,-118,-111,,,,,,,,,,,,,,,,,,
NBA,2026-04-18 14:52:54,2026-04-18 15:40,526f783434e5dabca25ee032d8fee612,Denver Nuggets,Minnesota Timberwolves,Yes,699.6,No,West,Northwest,West,Northwest,-111.56,-107.89,-6.89,6.89,-283.78,229.56,-109.89,-109.78,232.44,-108,-112,-295,240,-112,-108,-115,-105,-265,215,-110,-110,-115,-108,-295.0,225.0,-110,-113,-115.0,-105.0,-290.0,240.0,-110.0,-110.0,-115,-105,-275.0,220.0,-110,-110,-110,-110,-297.0,230.0,-110,-110,-110.0,-110.0,-285.0,234.0,-110.0,-110.0,-106.0,-106.0,-282.0,237.0,-107.0,-107.0,-110.0,-110.0,-270.0,225.0,-110.0,-110.0
NBA,2026-04-18 14:52:54,2026-04-18 18:10,bee2c9ea4bf8df373aa45af7005b583d,New York Knicks,Atlanta Hawks,No,748.3,No,East,Atlantic,East,Southeast,-111.0,-108.38,-6.19,6.19,-249.56,204.44,-110.25,-109.25,217.81,-112,-108,-260,215,-112,-108,-108,-112,-250,205,-105,-115,-109,-114,-245.0,190.0,-113,-109,,,-245.0,205.0,,,-110,-110,-250.0,200.0,-115,-105,-110,-110,-248.0,198.0,-110,-110,-114.0,-106.0,-250.0,207.0,-110.0,-110.0,-110.0,-102.0,-248.0,210.0,-107.0,-107.0,-115.0,-105.0,-250.0,210.0,-110.0,-110.0
NBA,2026-04-18 14:52:54,2026-04-18 20:40,1a9383105929a09e5662227ad45554b8,Los Angeles Lakers,Houston Rockets,No,1375.3,Yes,West,Pacific,West,Southwest,-108.89,-110.56,4.89,-4.89,171.56,-206.0,-110.11,-109.67,208.61,-112,-108,172,-205,-110,-110,-102,-118,170,-205,-112,-108,-110,-113,170.0,-220.0,-112,-112,-110.0,-110.0,170.0,-200.0,-110.0,-110.0,-102,-118,170.0,-210.0,-110,-110,-110,-110,161.0,-200.0,-110,-110,-114.0,-106.0,177.0,-205.0,-110.0,-110.0,-110.0,-102.0,179.0,-204.0,-107.0,-107.0,-110.0,-110.0,175.0,-205.0,-110.0,-110.0
NBA,2026-04-18 14:52:54,2026-04-19 13:10,00d1efd43d0790297fb68684a9171191,Boston Celtics,Philadelphia 76ers,Yes,273.6,No,East,Atlantic,East,Atlantic,-110.22,-109.22,-12.56,12.56,-810.0,551.22,-110.11,-109.56,213.33,-112,-108,-800,560,-110,-110,-110,-110,-800,550,-110,-110,-113,-110,-835.0,525.0,-114,-109,-105.0,-115.0,-850.0,550.0,-110.0,-110.0,-110,-110,-800.0,550.0,-110,-110,-110,-110,-769.0,509.0,-110,-110,-113.0,-107.0,-800.0,561.0,-110.0,-110.0,-109.0,-103.0,-786.0,576.0,-107.0,-107.0,-110.0,-110.0,-850.0,580.0,-110.0,-110.0
NBA,2026-04-18 14:52:54,2026-04-19 15:40,ef6021edff80a85fe2dae5cf3530d9d4,Oklahoma City Thunder,Phoenix Suns,No,841.9,No,West,Northwest,West,Pacific,-110.12,-109.25,-14.06,14.06,-1098.5,684.12,-109.38,-110.25,215.44,-115,-105,-1100,700,-105,-115,-102,-118,-1100,700,-110,-110,-110,-113,-1000.0,600.0,-113,-110,-115.0,-105.0,-1100.0,650.0,-110.0,-110.0,-105,-115,-1200.0,725.0,-110,-110,-110,-110,-1111.0,656.0,-110,-110,-114.0,-106.0,-1100.0,709.0,-110.0,-110.0,-110.0,-102.0,-1077.0,733.0,-107.0,-107.0,,,,,,
NBA,2026-04-18 14:52:54,2026-04-19 18:40,e777e2f049a5c85aed96a220a2cfe924,Detroit Pistons,Orlando Magic,No,956.1,No,East,Central,East,Southeast,-111.38,-108.0,-8.5,8.5,-363.88,285.0,-110.62,-109.0,219.19,-112,-108,-340,275,-110,-110,-105,-115,-325,260,-115,-105,-113,-110,-385.0,285.0,-113,-110,-115.0,-105.0,-370.0,285.0,-110.0,-110.0,-110,-110,-375.0,290.0,-110,-110,-110,-110,-370.0,282.0,-110,-110,-115.0,-105.0,-375.0,299.0,-110.0,-110.0,-111.0,-101.0,-371.0,304.0,-107.0,-107.0,,,,,,
NBA,2026-04-18 14:52:54,2026-04-19 21:10,04e3ad1ccbad6419ac711ff120fd5cbe,San Antonio Spurs,Portland Trail Blazers,No,1721.8,Yes,West,Southwest,West,Northwest,-111.38,-108.0,-10.75,10.75,-552.38,404.12,-111.38,-108.12,221.62,-114,-106,-590,430,-112,-108,-115,-105,-535,400,-115,-105,-113,-110,-560.0,390.0,-112,-110,-110.0,-110.0,-575.0,400.0,-110.0,-110.0,-115,-105,-550.0,400.0,-115,-105,-110,-110,-556.0,399.0,-110,-110,-109.0,-111.0,-530.0,403.0,-110.0,-110.0,-105.0,-107.0,-523.0,411.0,-107.0,-107.0,,,,,,
