League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-12-12 16:22:49,2025-12-12 19:10,Detroit Pistons,Atlanta Hawks,No,596.5,Yes,-112.11,-85.44,-282.33,228.22,-110.11,-109.89,East,Central,East,Southeast,-108,-112,-290,230,-110,-110,-115,-105,-270,220,-112,-108,-114,-112,-286,220,-112,-114,-109,-103,-282.0,237.0,-107,-107,-113,-107,-285.0,234.0,-110,-110,-120.0,100.0,-285.0,225.0,-110.0,-110.0,-110.0,-110.0,-285.0,238.0,-110.0,-110.0,-110,-110,-278,220,-110,-110,-110,-110,-280,230,-110,-110
NBA,2025-12-12 16:22:49,2025-12-12 19:10,Charlotte Hornets,Chicago Bulls,No,589.3,Yes,-109.11,-110.56,124.89,-147.78,-109.56,-110.44,East,Southeast,East,Central,-112,-108,126,-148,-110,-110,-105,-115,124,-148,-105,-115,-115,-110,125,-155,-114,-112,-103,-109,130.0,-147.0,-107,-107,-107,-113,128.0,-148.0,-110,-110,-105.0,-115.0,125.0,-150.0,-110.0,-110.0,-110.0,-110.0,125.0,-145.0,-110.0,-110.0,-110,-110,121,-149,-110,-110,-115,-105,120,-140,-110,-110
NBA,2025-12-12 16:22:49,2025-12-12 19:10,Washington Wizards,Cleveland Cavaliers,No,305.1,Yes,-108.33,-111.44,712.89,-1155.56,-110.33,-109.78,East,Southeast,East,Central,-106,-114,660,-1000,-110,-110,-105,-115,750,-1200,-108,-112,-113,-113,600,-1115,-112,-114,-106,-106,781.0,-1174.0,-113,-102,-110,-110,754.0,-1200.0,-115,-105,-105.0,-115.0,750.0,-1200.0,-110.0,-110.0,-110.0,-110.0,750.0,-1200.0,-110.0,-110.0,-110,-110,671,-1111,-110,-110,-110,-110,700,-1200,-105,-115
NBA,2025-12-12 16:22:49,2025-12-12 19:10,Philadelphia 76ers,Indiana Pacers,No,583.9,Yes,-110.0,-109.56,-289.56,233.56,-110.11,-109.89,East,Atlantic,East,Central,-110,-110,-300,245,-108,-112,-105,-115,-290,235,-112,-108,-115,-109,-295,225,-114,-112,-108,-104,-277.0,233.0,-107,-107,-112,-108,-280.0,230.0,-110,-110,-105.0,-115.0,-295.0,230.0,-110.0,-110.0,-110.0,-110.0,-290.0,240.0,-110.0,-110.0,-110,-110,-294,229,-110,-110,-115,-105,-285,235,-110,-110
NBA,2025-12-12 16:22:49,2025-12-12 20:10,Memphis Grizzlies,Utah Jazz,No,1251.0,Yes,-109.89,-109.89,-267.56,217.67,-111.67,-108.33,West,Southwest,West,Northwest,-110,-110,-260,215,-115,-105,-105,-115,-245,200,-108,-112,-113,-113,-286,220,-114,-112,-111,-101,-267.0,225.0,-110,-104,-115,-105,-270.0,222.0,-113,-107,-105.0,-115.0,-275.0,220.0,-115.0,-105.0,-110.0,-110.0,-265.0,223.0,-110.0,-110.0,-110,-110,-270,214,-110,-110,-110,-110,-270,220,-110,-110
NBA,2025-12-12 16:22:49,2025-12-12 20:40,Dallas Mavericks,Brooklyn Nets,No,1374.0,Yes,-110.56,-87.0,-318.67,256.33,-111.56,-108.56,West,Southwest,East,Atlantic,-110,-110,-320,260,-110,-110,-120,100,-325,260,-110,-110,-114,-112,-315,245,-113,-113,-101,-111,-307.0,256.0,-112,-103,-105,-115,-310.0,252.0,-114,-106,-115.0,-105.0,-325.0,260.0,-115.0,-105.0,-110.0,-110.0,-310.0,255.0,-110.0,-110.0,-110,-110,-336,259,-110,-110,-110,-110,-320,260,-110,-110
NBA,2025-12-12 16:22:49,2025-12-12 22:10,Golden State Warriors,Minnesota Timberwolves,No,1583.0,Yes,-110.22,-109.56,-121.67,101.78,-111.33,-108.67,West,Pacific,West,Northwest,-110,-110,-120,102,-114,-106,-112,-108,-122,102,-112,-108,-114,-112,-122,100,-114,-112,-106,-106,-118.0,102.0,-107,-107,-110,-110,-120.0,100.0,-110,-110,-110.0,-110.0,-125.0,105.0,-115.0,-105.0,-110.0,-110.0,-120.0,100.0,-110.0,-110.0,-110,-110,-123,100,-110,-110,-110,-110,-125,105,-110,-110
NBA,2025-12-12 16:22:49,2025-12-13 17:30,Orlando Magic,New York Knicks,No,940.3,No,-111.0,-108.71,173.4,-212.2,-109.57,-110.29,East,Southeast,East,Atlantic,-110,-110,184,-220,-110,-110,-118,-102,180,-218,-110,-110,-113,-113,163,-210,-110,-115,-106,-106,,,-107,-107,-110,-110,,,-110,-110,,,,,,,,,,,,,-110,-110,170,-213,-110,-110,-110,-110,170,-200,-110,-110
NBA,2025-12-12 16:22:49,2025-12-13 21:00,Oklahoma City Thunder,San Antonio Spurs,No,419.4,Yes,-80.43,-110.57,-403.4,306.2,-110.57,-109.29,West,Northwest,West,Southwest,-112,-108,-390,310,-110,-110,100,-120,-395,310,-115,-105,-115,-110,-400,295,-112,-113,-106,-106,,,-107,-107,-110,-110,,,-110,-110,,,,,,,,,,,,,-110,-110,-417,306,-110,-110,-110,-110,-415,310,-110,-110
