League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-03-19 14:59:41,2026-03-19 19:10,570e79a6a678168c3cb3e69098069448,Washington Wizards,Detroit Pistons,No,396.2,Yes,East,Southeast,East,Central,-109.67,-109.89,13.83,-13.83,657.67,-1036.56,-109.89,-109.89,231.61,-106,-114,700,-1100,-110,-110,-110,-110,625,-1000,-110,-110,-112,-112,600,-1000,-112,-112,-111,-101,683,-979,-107,-107,-115,-105,661,-1000,-110,-110,-108,-112,675,-1050,-110,-110,-105,-115,650,-1100,-110,-110,-110,-110,675,-1100,-110,-110,-110,-110,650,-1000,-110,-110
NBA,2026-03-19 14:59:41,2026-03-19 19:15,ec3ff082cb50037d2f7bb5258b1e2d41,Charlotte Hornets,Orlando Magic,Yes,461.8,Yes,East,Southeast,East,Southeast,-109.33,-110.11,-5.56,5.56,-220.44,182.22,-110.0,-109.67,227.39,-114,-106,-230,190,-110,-110,-110,-110,-217,174,-110,-110,-113,-110,-225,175,-113,-110,-105,-107,-214,185,-107,-107,-109,-111,-215,183,-110,-110,-108,-112,-218,180,-110,-110,-105,-115,-225,185,-110,-110,-110,-110,-225,185,-110,-110,-110,-110,-215,183,-110,-110
NBA,2026-03-19 14:59:41,2026-03-19 20:10,53d402557ce913ced0dbf5fe564b0ebb,Chicago Bulls,Cleveland Cavaliers,Yes,310.7,Yes,East,Central,East,Central,-110.78,-108.67,10.83,-10.83,410.44,-557.89,-110.0,-109.67,238.5,-110,-110,420,-560,-110,-110,-110,-110,406,-588,-110,-110,-113,-110,390,-560,-113,-110,-111,-101,408,-518,-107,-107,-115,-105,400,-525,-110,-110,-108,-112,410,-550,-110,-110,-110,-110,425,-600,-110,-110,-110,-110,400,-550,-110,-110,-110,-110,435,-570,-110,-110
NBA,2026-03-19 14:59:41,2026-03-19 20:10,dea454fe13c4c2e0254013f35efaceaf,New Orleans Pelicans,Los Angeles Clippers,No,1677.3,Yes,West,Southwest,West,Pacific,-109.11,-110.44,-2.5,2.5,-136.56,115.0,-109.78,-109.89,229.5,-106,-114,-138,118,-110,-110,-110,-110,-135,110,-110,-110,-112,-112,-139,112,-113,-110,-106,-106,-135,119,-107,-107,-110,-110,-137,117,-110,-110,-108,-112,-135,114,-108,-112,-110,-110,-135,115,-110,-110,-110,-110,-140,115,-110,-110,-110,-110,-135,115,-110,-110
NBA,2026-03-19 14:59:41,2026-03-19 20:10,b438071ab82326fa2fa702112ad04536,Miami Heat,Los Angeles Lakers,No,2340.4,Yes,East,Southeast,West,Pacific,-107.0,-112.44,-5.89,5.89,-217.78,180.44,-109.67,-109.89,240.56,-106,-114,-220,188,-110,-110,-110,-110,-213,169,-110,-110,-108,-115,-240,185,-110,-112,-104,-108,-209,182,-107,-107,-108,-112,-210,180,-110,-110,-102,-118,-218,180,-110,-110,-105,-115,-210,175,-110,-110,-110,-110,-220,180,-110,-110,-110,-110,-220,185,-110,-110
NBA,2026-03-19 14:59:41,2026-03-19 20:10,08972bedbb384ff5c67374d76d71c61b,San Antonio Spurs,Phoenix Suns,No,850.8,Yes,West,Southwest,West,Pacific,-111.0,-108.56,-9.61,9.61,-456.56,348.67,-109.22,-110.44,228.28,-114,-106,-450,350,-108,-112,-110,-110,-455,337,-110,-110,-112,-112,-480,340,-113,-110,-106,-106,-444,356,-107,-107,-110,-110,-450,350,-110,-110,-112,-108,-470,360,-105,-115,-110,-110,-460,340,-115,-105,-115,-105,-450,350,-105,-115,-110,-110,-450,355,-110,-110
NBA,2026-03-19 14:59:41,2026-03-19 21:10,c9330059cfdf19891d9b4ecfa62d54c5,Utah Jazz,Milwaukee Bucks,No,1242.2,Yes,West,Northwest,East,Central,-111.0,-108.44,5.44,-5.44,190.22,-231.33,-109.89,-109.89,229.33,-106,-114,188,-225,-110,-110,-110,-110,191,-242,-110,-110,-113,-110,175,-225,-112,-112,-108,-104,198,-232,-107,-107,-112,-108,195,-235,-110,-110,-112,-108,195,-238,-110,-110,-110,-110,185,-225,-110,-110,-118,-102,195,-235,-110,-110,-110,-110,190,-225,-110,-110
NBA,2026-03-19 14:59:41,2026-03-19 22:10,34058ad6afd721c206c16f9d0eb7c77d,Sacramento Kings,Philadelphia 76ers,No,2458.6,Yes,West,Pacific,East,Atlantic,-109.0,-110.44,2.56,-2.56,120.33,-142.67,-111.44,-108.33,225.78,-110,-110,120,-142,-114,-106,-110,-110,113,-139,-110,-110,-110,-113,116,-143,-112,-112,-101,-111,124,-141,-107,-107,-105,-115,122,-142,-110,-110,-110,-110,120,-142,-115,-105,-115,-105,125,-145,-110,-110,-110,-110,118,-145,-115,-105,-110,-110,125,-145,-110,-110
