League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-12-02 07:54:29,2025-12-02 19:10,Philadelphia 76ers,Washington Wizards,No,120.7,Yes,-110.88,-109.88,-781.38,528.12,-110.12,-110.62,East,Atlantic,East,Southeast,-114,-106,-720,520,-114,-106,-110.0,-110.0,-841.0,534.0,-110.0,-110.0,-105,-115,-800,550,-105,-115,-113,-113,-590,410,-112,-114,-115.0,-105.0,-800.0,561.0,-110.0,-110.0,-105.0,-115.0,-900.0,575.0,-110.0,-110.0,-115.0,-105.0,-800.0,550.0,-110.0,-110.0,-110.0,-110.0,-800.0,525.0,-110.0,-110.0
NBA,2025-12-02 07:54:29,2025-12-02 19:40,Toronto Raptors,Portland Trail Blazers,No,2113.9,Yes,-110.38,-110.38,-214.62,177.12,-110.0,-110.75,East,Atlantic,West,Northwest,-110,-110,-210,176,-106,-114,-110.0,-110.0,-219.0,175.0,-110.0,-110.0,-102,-118,-218,180,-105,-115,-117,-109,-210,165,-114,-112,-114.0,-106.0,-215.0,183.0,-110.0,-110.0,-105.0,-115.0,-220.0,180.0,-115.0,-105.0,-110.0,-110.0,-215.0,183.0,-110.0,-110.0,-115.0,-105.0,-210.0,175.0,-110.0,-110.0
NBA,2025-12-02 07:54:29,2025-12-02 20:10,Boston Celtics,New York Knicks,Yes,188.4,Yes,-111.0,-84.75,-112.33,-107.33,-110.5,-110.25,East,Atlantic,East,Atlantic,-106,-114,-108,-108,-110,-110,-110.0,-110.0,-116.0,-104.0,-110.0,-110.0,-120,100,-112,-108,-110,-110,-112,-114,-115,-107,-114,-112,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-118.0,-102.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-110.0
NBA,2025-12-02 07:54:29,2025-12-02 20:10,San Antonio Spurs,Memphis Grizzlies,Yes,628.7,Yes,-108.0,-112.75,-213.38,176.25,-109.88,-110.62,West,Southwest,West,Southwest,-110,-110,-215,180,-106,-114,-110.0,-110.0,-219.0,175.0,-110.0,-110.0,-105,-115,-218,180,-108,-112,-109,-117,-215,170,-110,-114,-110.0,-110.0,-210.0,180.0,-110.0,-110.0,-105.0,-115.0,-210.0,170.0,-115.0,-105.0,-110.0,-110.0,-210.0,180.0,-110.0,-110.0,-105.0,-115.0,-210.0,175.0,-110.0,-110.0
NBA,2025-12-02 07:54:29,2025-12-02 20:10,New Orleans Pelicans,Minnesota Timberwolves,No,1051.1,Yes,-108.0,-112.75,362.12,-482.62,-109.62,-111.0,West,Southwest,West,Northwest,-110,-110,360,-460,-108,-112,-110.0,-110.0,384.0,-531.0,-110.0,-110.0,-102,-118,360,-470,-112,-108,-117,-109,350,-500,-112,-113,-105.0,-115.0,358.0,-460.0,-110.0,-110.0,-105.0,-115.0,375.0,-500.0,-105.0,-115.0,-110.0,-110.0,360.0,-460.0,-110.0,-110.0,-105.0,-115.0,350.0,-480.0,-110.0,-110.0
NBA,2025-12-02 07:54:29,2025-12-02 23:10,Golden State Warriors,Oklahoma City Thunder,No,1387.6,Yes,-111.12,-109.5,433.88,-601.88,-109.5,-111.25,West,Pacific,West,Northwest,-114,-106,430,-590,-112,-108,-110.0,-110.0,430.0,-625.0,-110.0,-110.0,-110,-110,440,-600,-105,-115,-115,-110,425,-625,-114,-112,-110.0,-110.0,431.0,-575.0,-110.0,-110.0,-110.0,-110.0,450.0,-625.0,-105.0,-115.0,-110.0,-110.0,440.0,-575.0,-110.0,-110.0,-110.0,-110.0,425.0,-600.0,-110.0,-110.0
NBA,2025-12-02 07:54:29,2025-12-09 18:00,Orlando Magic,Miami Heat,Yes,203.7,No,-109.67,-111.67,-210.0,172.0,-111.0,-111.0,East,Southeast,East,Southeast,-114,-106,-210,176,-110,-110,,,,,,,-105,-115,-205,170,-110,-110,-110,-114,-215,170,-113,-113,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-02 07:54:29,2025-12-09 20:30,Toronto Raptors,New York Knicks,Yes,340.9,Yes,-112.67,-109.33,114.0,-136.33,-111.33,-110.67,East,Atlantic,East,Atlantic,-110,-110,120,-142,-110,-110,,,,,,,-115,-105,110,-130,-110,-110,-113,-113,112,-137,-114,-112,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-02 07:54:29,2025-12-10 19:30,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-111.0,-111.0,-966.67,621.67,-112.67,-109.33,West,Northwest,West,Pacific,-110,-110,-950,640,-110,-110,,,,,,,-110,-110,-950,625,-115,-105,-113,-113,-1000,600,-113,-113,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-02 07:54:29,2025-12-10 22:00,Los Angeles Lakers,San Antonio Spurs,No,1208.0,Yes,-111.0,-111.0,-180.67,149.0,-111.0,-111.0,West,Pacific,West,Southwest,-110,-110,-180,152,-110,-110,,,,,,,-110,-110,-180,150,-110,-110,-113,-113,-182,145,-113,-113,,,,,,,,,,,,,,,,,,,,,,,,
