League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-01-11 23:13:17,2026-01-11 21:10,Sacramento Kings,Houston Rockets,No,1609.3,Yes,-122.0,-30.0,-72.8,-76.2,-128.0,-3.25,West,Pacific,West,Southwest,-112,-118,-111,-115,-132,100,-130,100,100,-130,-130,100,-118,-118,-143,110,-125,-111,-130.0,100.0,-102.0,-125.0,-125.0,-102.0,-120,-114,-108,-121,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-01-11 23:13:17,2026-01-12 19:10,Cleveland Cavaliers,Utah Jazz,No,1569.1,Yes,-108.88,-110.88,-791.62,541.0,-109.57,-109.57,East,Central,West,Northwest,-112,-108,-820,570,-110,-110,-105,-115,-800,550,-110,-110,-110,-110,-833,521,-110,-110,,,,,,,-113,-113,-770,510,,,-110.0,-110.0,-775.0,546.0,-110.0,-110.0,-106.0,-106.0,-760.0,561.0,-107.0,-107.0,-105.0,-115.0,-800.0,525.0,-110.0,-110.0,-110.0,-110.0,-775.0,545.0,-110.0,-110.0
NBA,2026-01-11 23:13:17,2026-01-12 19:40,Indiana Pacers,Boston Celtics,No,807.3,Yes,-109.12,-110.62,191.25,-231.75,-108.86,-110.29,East,Central,East,Atlantic,-110,-110,190,-230,-110,-110,-105,-115,180,-218,-105,-115,-110,-110,190,-238,-110,-110,,,,,,,-112,-114,195,-250,,,-110.0,-110.0,189.0,-225.0,-110.0,-110.0,-106.0,-106.0,191.0,-223.0,-107.0,-107.0,-110.0,-110.0,205.0,-245.0,-110.0,-110.0,-110.0,-110.0,190.0,-225.0,-110.0,-110.0
NBA,2026-01-11 23:13:17,2026-01-12 19:40,Toronto Raptors,Philadelphia 76ers,Yes,337.5,Yes,-109.67,-110.0,121.0,-143.33,-109.4,-109.4,East,Atlantic,East,Atlantic,-112,-108,130,-154,-110,-110,-108,-112,114,-135,-110,-110,-110,-110,112,-137,-110,-110,,,,,,,-112,-114,114,-141,,,-110.0,-110.0,127.0,-147.0,-110.0,-110.0,-106.0,-106.0,129.0,-146.0,-107.0,-107.0,,,,,,,,,,,,
NBA,2026-01-11 23:13:17,2026-01-12 20:40,Dallas Mavericks,Brooklyn Nets,No,1374.0,Yes,-111.75,-83.0,-171.71,144.29,-110.57,-108.57,West,Southwest,East,Atlantic,-115,-105,-172,144,-115,-105,-120,100,-170,142,-112,-108,-110,-110,-175,142,-110,-110,,,,,,,-113,-113,-175,138,,,-110.0,-110.0,-170.0,149.0,-110.0,-110.0,-106.0,-106.0,-170.0,150.0,-107.0,-107.0,-110.0,-110.0,-170.0,145.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0
NBA,2026-01-11 23:13:17,2026-01-12 22:10,Sacramento Kings,Los Angeles Lakers,Yes,361.1,Yes,-110.29,-109.43,317.33,-411.17,-109.83,-109.17,West,Pacific,West,Pacific,-112,-108,310,-390,-110,-110,-110,-110,300,-380,-112,-108,-110,-110,310,-417,-110,-110,,,,,,,-114,-112,310,-435,,,-110.0,-110.0,334.0,-425.0,-110.0,-110.0,-106.0,-106.0,340.0,-420.0,-107.0,-107.0,,,,,,,-110.0,-110.0,,,-110.0,-110.0
NBA,2026-01-11 23:13:17,2026-01-12 22:40,Los Angeles Clippers,Charlotte Hornets,No,2127.1,Yes,-110.71,-108.71,-191.0,159.71,-108.5,-110.5,West,Pacific,East,Southeast,-110,-110,-188,158,-106,-114,-110,-110,-192,160,-108,-112,-110,-110,-192,154,-110,-110,,,,,,,-114,-110,-190,150,,,-110.0,-110.0,-190.0,165.0,-110.0,-110.0,-106.0,-106.0,-190.0,166.0,-107.0,-107.0,-115.0,-105.0,-195.0,165.0,-110.0,-110.0,,,,,,
