League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-11-21 10:22:15,2025-11-21 19:00,Cleveland Cavaliers,Indiana Pacers,Yes,263.5,Yes,-109.78,-109.89,-948.11,610.67,-108.89,-111.22,East,Central,East,Central,-115,-105,-950,625,-115,-105,-114,-106,-900,610,-110,-110,-113,-112,-1000,575,-113,-113,-101,-111,-883,631,-102,-113,-105,-115,-900,613,-105,-115,-115,-105,-1000,625,-110,-110,-110,-110,-1000,592,-110,-110,-110,-110,-900,600,-105,-115,-105,-115,-1000,625,-110,-110
NBA,2025-11-21 10:22:15,2025-11-21 19:40,Boston Celtics,Brooklyn Nets,Yes,190.6,Yes,-108.0,-111.78,-1109.78,692.89,-111.0,-109.0,East,Atlantic,East,Atlantic,-102,-118,-1100,700,-115,-105,-106,-114,-1100,700,-106,-114,-113,-113,-1000,600,-110,-115,-106,-106,-1077,733,-113,-102,-110,-110,-1100,709,-115,-105,-105,-115,-1200,725,-110,-110,-110,-110,-1111,669,-110,-110,-110,-110,-1100,700,-110,-110,-110,-110,-1200,700,-110,-110
NBA,2025-11-21 10:22:15,2025-11-21 19:40,Toronto Raptors,Washington Wizards,No,349.7,Yes,-109.56,-110.22,-973.89,625.22,-111.11,-109.0,East,Atlantic,East,Southeast,-105,-115,-950,625,-110,-110,-106,-114,-1000,660,-108,-112,-114,-112,-910,550,-114,-112,-111,-101,-883,631,-113,-102,-115,-105,-900,613,-115,-105,-105,-115,-1100,675,-110,-110,-110,-110,-1122,648,-110,-110,-110,-110,-900,600,-110,-110,-110,-110,-1000,625,-110,-110
NBA,2025-11-21 10:22:15,2025-11-21 20:10,Chicago Bulls,Miami Heat,No,1189.0,Yes,-111.22,-108.44,-140.44,118.22,-111.33,-108.67,East,Central,East,Southeast,-108,-112,-142,120,-115,-105,-112,-108,-138,118,-112,-108,-115,-110,-155,125,-113,-113,-111,-101,-133,117,-107,-107,-115,-105,-135,115,-110,-110,-110,-110,-140,115,-115,-105,-110,-110,-141,114,-110,-110,-110,-110,-140,120,-110,-110,-110,-110,-140,120,-110,-110
NBA,2025-11-21 10:22:15,2025-11-21 20:40,Dallas Mavericks,New Orleans Pelicans,Yes,443.2,Yes,-112.67,-107.0,-168.33,142.0,-112.33,-107.78,West,Southwest,West,Southwest,-115,-105,-170,142,-115,-105,-112,-108,-166,140,-110,-110,-113,-112,-162,130,-113,-113,-111,-101,-165,146,-113,-102,-115,-105,-165,145,-115,-105,-118,-102,-170,140,-115,-105,-110,-110,-182,148,-110,-110,-110,-110,-165,142,-110,-110,-110,-110,-170,145,-110,-110
NBA,2025-11-21 10:22:15,2025-11-21 21:10,Phoenix Suns,Minnesota Timberwolves,No,1279.2,Yes,-85.22,-112.33,142.44,-169.11,-110.56,-109.44,West,Pacific,West,Northwest,-105,-115,142,-170,-110,-110,-110,-110,142,-168,-110,-110,-113,-113,140,-177,-113,-113,100,-112,148,-167,-107,-107,-104,-116,147,-167,-110,-110,-105,-115,140,-170,-115,-105,-110,-110,136,-168,-110,-110,-110,-110,142,-165,-110,-110,-110,-110,145,-170,-110,-110
NBA,2025-11-21 10:22:15,2025-11-21 21:40,Houston Rockets,Denver Nuggets,No,879.8,Yes,-112.67,-108.67,-140.78,118.78,-110.44,-109.33,West,Southwest,West,Northwest,-112,-108,-142,120,-108,-112,-112,-108,-136,116,-114,-106,-117,-109,-134,108,-110,-114,-108,-104,-138,122,-107,-107,-112,-108,-140,120,-110,-110,-110,-110,-145,118,-115,-105,-123,-111,-147,120,-110,-110,-110,-110,-145,125,-110,-110,-110,-110,-140,120,-110,-110
NBA,2025-11-21 10:22:15,2025-11-21 22:10,Golden State Warriors,Portland Trail Blazers,No,536.0,Yes,-112.67,-107.11,-320.89,256.0,-110.67,-109.33,West,Pacific,West,Northwest,-115,-105,-325,260,-108,-112,-114,-106,-300,245,-112,-108,-109,-117,-315,235,-114,-112,-111,-101,-312,260,-107,-107,-115,-105,-315,256,-110,-110,-115,-105,-325,260,-115,-105,-110,-110,-351,265,-110,-110,-115,-105,-315,258,-110,-110,-110,-110,-330,265,-110,-110
NBA,2025-11-21 10:22:15,2025-11-21 22:10,Utah Jazz,Oklahoma City Thunder,Yes,863.6,Yes,-111.44,-108.33,840.67,-1497.89,-110.56,-109.44,West,Northwest,West,Northwest,-112,-108,900,-1600,-112,-108,-112,-108,870,-1500,-114,-106,-114,-112,700,-1250,-112,-114,-108,-104,910,-1464,-107,-107,-112,-108,874,-1500,-110,-110,-110,-110,900,-1600,-110,-110,-110,-110,812,-1667,-110,-110,-110,-110,850,-1500,-110,-110,-115,-105,750,-1400,-110,-110
