League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2026-03-04 05:33:07,2026-03-04 19:10,5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks,Oklahoma City Thunder,No,1328.1,Yes,East,Atlantic,West,Northwest,-111.25,-108.12,4.56,-4.56,150.88,-181.0,-110.75,-108.88,221.56,-110,-110,154,-184,-114,-106,-110,-110,150,-180,-112,-108,-111,-101,150,-170,-107,-107,-115,-105,149,-170,-110,-110,-110,-110,145,-180,-110,-110,-109,-114,150,-190,-113,-110,-115,-105,146,-170,-110,-110,-110,-110,163,-204,-110,-110
NBA,2026-03-04 05:33:07,2026-03-04 19:40,205af1eb3893119c935c720bddf95254,Boston Celtics,Charlotte Hornets,No,721.0,Yes,East,Atlantic,East,Southeast,-108.75,-110.62,-6.81,6.81,-255.12,207.75,-109.38,-110.25,214.25,-114,-106,-250,205,-110,-110,-112,-108,-250,205,-105,-115,-101,-111,-253,214,-107,-107,-105,-115,-255,211,-110,-110,-115,-105,-250,200,-110,-110,-108,-115,-265,205,-113,-110,-105,-115,-255,215,-110,-110,-110,-110,-263,207,-110,-110
NBA,2026-03-04 05:33:07,2026-03-04 19:40,417802e27d447db450466ad4fd7a4f8d,Philadelphia 76ers,Utah Jazz,No,1926.0,Yes,East,Atlantic,West,Northwest,-106.62,-112.88,-9.5,9.5,-426.25,329.0,-112.0,-107.75,239.62,-110,-110,-450,350,-110,-110,-105,-115,-425,330,-105,-115,-101,-111,-415,336,-113,-102,-105,-115,-420,330,-115,-105,-105,-115,-425,320,-115,-105,-112,-112,-420,310,-113,-110,-105,-115,-420,330,-115,-105,-110,-110,-435,326,-110,-110
NBA,2026-03-04 05:33:07,2026-03-04 20:10,2a2434eaef59c9cbb34c5410c32f2529,Memphis Grizzlies,Portland Trail Blazers,No,1849.4,Yes,West,Southwest,West,Northwest,-107.25,-112.12,7.75,-7.75,254.5,-317.5,-110.38,-109.38,237.5,-106,-114,245,-300,-114,-106,-105,-115,260,-325,-110,-110,-106,-106,267,-322,-107,-107,-110,-110,263,-325,-110,-110,-102,-118,260,-325,-110,-110,-109,-114,225,-295,-112,-112,-110,-110,265,-325,-110,-110,-110,-110,251,-323,-110,-110
NBA,2026-03-04 05:33:07,2026-03-04 21:40,e94b132f71de8a19ec817d79677921d9,Milwaukee Bucks,Atlanta Hawks,No,668.3,Yes,East,Central,East,Southeast,-106.62,-112.88,-1.31,1.31,-117.12,-52.75,-111.12,-108.5,232.75,-110,-110,-116,-102,-108,-112,-105,-115,-115,-105,-105,-115,-101,-111,-116,100,-113,-102,-105,-115,-118,-102,-115,-105,-105,-115,-118,-102,-110,-110,-112,-112,-118,-106,-113,-109,-105,-115,-120,100,-115,-105,-110,-110,-116,-105,-110,-110
NBA,2026-03-04 05:33:07,2026-03-04 22:40,4a6dcac94e4279ba0acbd1f6376b6df2,Los Angeles Clippers,Indiana Pacers,No,1817.9,Yes,West,Pacific,East,Central,-108.38,-111.0,-12.25,12.25,-658.38,473.62,-110.5,-109.38,226.12,-108,-112,-670,490,-106,-114,-105,-115,-625,455,-108,-112,-106,-106,-640,487,-113,-102,-110,-110,-650,476,-115,-105,-105,-115,-650,475,-105,-115,-113,-110,-715,475,-112,-112,-110,-110,-650,475,-115,-105,-110,-110,-667,456,-110,-110
