League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-11-03 07:51:24,2025-11-03 19:00,Indiana Pacers,Milwaukee Bucks,Yes,244.2,Yes,-109.44,-110.33,198.78,-242.56,-108.78,-111.22,East,Central,East,Central,-110.0,-110.0,200.0,-245.0,-105.0,-115.0,-104.0,-108.0,202.0,-238.0,-107.0,-107.0,-108.0,-112.0,200.0,-240.0,-110.0,-110.0,-110.0,-110.0,198.0,-240.0,-110.0,-110.0,-110.0,-110.0,198.0,-250.0,-110.0,-110.0,-113,-113,188,-240,-112,-114,-110.0,-110.0,200.0,-250.0,-105.0,-115.0,-110.0,-110.0,203.0,-240.0,-110.0,-110.0,-110.0,-110.0,200.0,-240.0,-110.0,-110.0
NBA,2025-11-03 07:51:24,2025-11-03 19:10,Brooklyn Nets,Minnesota Timberwolves,No,1021.6,Yes,-110.56,-109.22,293.67,-376.78,-108.44,-111.67,East,Atlantic,West,Northwest,-105.0,-115.0,295.0,-375.0,-105.0,-115.0,-111.0,-101.0,304.0,-371.0,-102.0,-113.0,-115.0,-105.0,299.0,-375.0,-105.0,-115.0,-110.0,-110.0,295.0,-370.0,-110.0,-110.0,-110.0,-110.0,295.0,-400.0,-110.0,-110.0,-114,-112,285,-385,-114,-112,-110.0,-110.0,275.0,-350.0,-110.0,-110.0,-110.0,-110.0,300.0,-375.0,-110.0,-110.0,-110.0,-110.0,295.0,-390.0,-110.0,-110.0
NBA,2025-11-03 07:51:24,2025-11-03 19:40,Boston Celtics,Utah Jazz,No,2099.0,Yes,-111.0,-108.78,-467.78,353.56,-110.44,-109.56,East,Atlantic,West,Northwest,-115.0,-105.0,-440.0,340.0,-115.0,-105.0,-106.0,-106.0,-439.0,353.0,-107.0,-107.0,-110.0,-110.0,-445.0,347.0,-110.0,-110.0,-110.0,-110.0,-500.0,385.0,-110.0,-110.0,-110.0,-110.0,-476.0,342.0,-110.0,-110.0,-113,-113,-500,350,-112,-114,-115.0,-105.0,-500.0,375.0,-110.0,-110.0,-110.0,-110.0,-440.0,345.0,-110.0,-110.0,-110.0,-110.0,-470.0,345.0,-110.0,-110.0
NBA,2025-11-03 07:51:24,2025-11-03 19:40,New York Knicks,Washington Wizards,No,205.6,Yes,-110.33,-109.44,-641.89,459.56,-110.22,-109.89,East,Atlantic,East,Southeast,-110.0,-110.0,-650.0,470.0,-105.0,-115.0,-106.0,-106.0,-600.0,462.0,-113.0,-102.0,-110.0,-110.0,-610.0,452.0,-115.0,-105.0,-114.0,-106.0,-650.0,480.0,-106.0,-114.0,-110.0,-110.0,-667.0,447.0,-110.0,-110.0,-113,-113,-625,420,-113,-113,-110.0,-110.0,-750.0,525.0,-105.0,-115.0,-110.0,-110.0,-600.0,450.0,-110.0,-110.0,-110.0,-110.0,-625.0,430.0,-115.0,-105.0
NBA,2025-11-03 07:51:24,2025-11-03 20:10,Houston Rockets,Dallas Mavericks,Yes,226.3,Yes,-110.78,-109.0,-683.22,483.44,-108.56,-111.44,West,Southwest,West,Southwest,-110.0,-110.0,-675.0,490.0,-110.0,-110.0,-106.0,-106.0,-640.0,487.0,-102.0,-113.0,-110.0,-110.0,-650.0,476.0,-105.0,-115.0,-112.0,-108.0,-650.0,480.0,-110.0,-110.0,-110.0,-110.0,-714.0,468.0,-110.0,-110.0,-114,-112,-770,500,-110,-115,-110.0,-110.0,-700.0,500.0,-110.0,-110.0,-110.0,-110.0,-650.0,475.0,-110.0,-110.0,-115.0,-105.0,-700.0,475.0,-110.0,-110.0
NBA,2025-11-03 07:51:24,2025-11-03 20:10,Memphis Grizzlies,Detroit Pistons,No,623.7,Yes,-109.0,-110.67,144.78,-172.11,-109.56,-110.22,West,Southwest,East,Central,-105.0,-115.0,142.0,-170.0,-110.0,-110.0,-106.0,-106.0,150.0,-170.0,-107.0,-107.0,-110.0,-110.0,149.0,-170.0,-110.0,-110.0,-110.0,-110.0,144.0,-172.0,-110.0,-110.0,-110.0,-110.0,142.0,-175.0,-110.0,-110.0,-115,-110,140,-177,-114,-110,-105.0,-115.0,135.0,-165.0,-105.0,-115.0,-110.0,-110.0,146.0,-170.0,-110.0,-110.0,-110.0,-110.0,155.0,-180.0,-110.0,-110.0
NBA,2025-11-03 07:51:24,2025-11-03 21:00,Denver Nuggets,Sacramento Kings,No,888.1,Yes,-111.0,-108.67,-609.56,441.44,-109.89,-110.11,West,Northwest,West,Pacific,-112.0,-108.0,-600.0,440.0,-110.0,-110.0,-111.0,-101.0,-576.0,446.0,-107.0,-107.0,-115.0,-105.0,-585.0,437.0,-110.0,-110.0,-106.0,-114.0,-620.0,460.0,-110.0,-110.0,-110.0,-110.0,-625.0,430.0,-110.0,-110.0,-115,-110,-670,440,-112,-114,-115.0,-105.0,-625.0,450.0,-110.0,-110.0,-110.0,-110.0,-585.0,445.0,-110.0,-110.0,-105.0,-115.0,-600.0,425.0,-110.0,-110.0
NBA,2025-11-03 07:51:24,2025-11-03 22:10,Portland Trail Blazers,Los Angeles Lakers,No,826.1,Yes,-109.56,-110.0,-151.22,127.56,-112.33,-63.33,West,Northwest,West,Pacific,-105.0,-115.0,-155.0,130.0,-105.0,-115.0,-111.0,-101.0,-149.0,132.0,-118.0,103.0,-115.0,-105.0,-150.0,130.0,-120.0,100.0,-106.0,-114.0,-158.0,134.0,-110.0,-110.0,-110.0,-110.0,-149.0,123.0,-110.0,-110.0,-114,-110,-150,120,-113,-113,-105.0,-115.0,-155.0,125.0,-115.0,-105.0,-110.0,-110.0,-150.0,129.0,-110.0,-110.0,-110.0,-110.0,-145.0,125.0,-110.0,-110.0
NBA,2025-11-03 07:51:24,2025-11-03 22:40,Los Angeles Clippers,Miami Heat,No,2344.1,Yes,-111.44,-108.33,-311.67,248.89,-110.22,-109.78,West,Pacific,East,Southeast,-115.0,-105.0,-310.0,250.0,-108.0,-112.0,-111.0,-101.0,-307.0,256.0,-107.0,-107.0,-115.0,-105.0,-310.0,252.0,-110.0,-110.0,-110.0,-110.0,-280.0,230.0,-110.0,-110.0,-110.0,-110.0,-323.0,247.0,-110.0,-110.0,-112,-114,-335,245,-112,-114,-115.0,-105.0,-300.0,240.0,-115.0,-105.0,-110.0,-110.0,-310.0,255.0,-110.0,-110.0,-105.0,-115.0,-330.0,265.0,-110.0,-110.0
NBA,2025-11-03 07:51:24,2025-12-25 12:00,New York Knicks,Cleveland Cavaliers,No,404.7,No,-113.0,-113.0,-143.0,117.0,-113.0,-113.0,East,Atlantic,East,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113,-113,-143,117,-113,-113,,,,,,,,,,,,,,,,,,
