League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-20 18:42:50,2026-04-20 19:10,273905d6a4ae9217ec0734b66a0eb28b,Cleveland Cavaliers,Toronto Raptors,No,189.3,Yes,East,Central,East,Atlantic,-111.12,-108.12,-9.38,9.38,-452.22,343.89,-110.11,-109.44,221.89,-110,-110,-455,350,-105,-115,-114,-108,-500,350,-112,-110,-114,-106,-480,370,-112,-108,-111,-101,-415,336,-107,-107,-110,-110,-420,330,-110,-110,-110,-110,-480,354,-110,-110,,,-450,340,-115,-105,-110,-110,-450,335,-110,-110,-110.0,-110.0,-420.0,330.0,-110.0,-110.0
NBA,2026-04-20 18:42:50,2026-04-20 20:10,a1b444bd00a27cbae3cf7ca3bf75a3f0,New York Knicks,Atlanta Hawks,No,748.3,Yes,East,Atlantic,East,Southeast,-108.22,-111.11,-6.17,6.17,-245.33,200.89,-110.89,-108.78,217.72,-105,-115,-250,205,-115,-105,-109,-113,-250,195,-113,-110,-112,-108,-250,205,-112,-108,-106,-106,-238,202,-110,-104,-110,-110,-240,200,-113,-107,-110,-110,-250,198,-110,-110,-102.0,-118.0,-250,200,-105,-115,-110,-110,-240,200,-110,-110,-110.0,-110.0,-240.0,203.0,-110.0,-110.0
NBA,2026-04-20 18:42:50,2026-04-20 22:40,a52365fe7f7123df1c4220d9591a6da2,Denver Nuggets,Minnesota Timberwolves,Yes,699.6,Yes,West,Northwest,West,Northwest,-111.56,-107.89,-7.56,7.56,-307.0,246.67,-110.44,-109.33,231.94,-105,-115,-298,240,-110,-110,-113,-110,-335,250,-112,-112,-114,-106,-310,250,-106,-114,-109,-103,-297,248,-109,-105,-113,-107,-300,245,-112,-108,-110,-110,-323,247,-110,-110,-110.0,-110.0,-300,240,-115,-105,-115,-105,-300,250,-110,-110,-115.0,-105.0,-300.0,250.0,-110.0,-110.0
NBA,2026-04-20 18:42:50,2026-04-21 19:10,d1a7a6e7b024f888e922a62b14fcf466,Boston Celtics,Philadelphia 76ers,Yes,273.6,Yes,East,Atlantic,East,Atlantic,-109.75,-109.62,-13.5,13.5,-900.25,588.0,-110.88,-108.88,216.12,-110,-110,-850,575,-110,-110,-110,-113,-910,540,-109,-114,-112,-108,-950,640,-110,-110,-106,-106,-883,631,-113,-102,-110,-110,-900,613,-115,-105,-110,-110,-909,555,-110,-110,-110.0,-110.0,-900,575,-110,-110,-110,-110,-900,575,-110,-110,,,,,,
NBA,2026-04-20 18:42:50,2026-04-21 20:00,680084e4612c197a1cf4170d82ba6f10,San Antonio Spurs,Portland Trail Blazers,No,1721.8,Yes,West,Southwest,West,Northwest,-107.88,-111.5,-11.5,11.5,-670.5,476.38,-109.25,-110.38,220.38,-105,-115,-650,470,-115,-105,-113,-110,-670,450,-110,-112,-114,-106,-700,500,-112,-108,-101,-111,-629,480,-102,-113,-105,-115,-640,469,-105,-115,-110,-110,-625,442,-110,-110,-105.0,-115.0,-750,525,-110,-110,-110,-110,-700,475,-110,-110,,,,,,
NBA,2026-04-20 18:42:50,2026-04-21 22:40,d3d28b764e5099920880de59a45e82cf,Los Angeles Lakers,Houston Rockets,No,1375.3,Yes,West,Pacific,West,Southwest,-108.0,-111.5,4.81,-4.81,165.12,-197.5,-110.38,-109.38,206.5,-105,-115,160,-192,-110,-110,-112,-112,165,-210,-112,-112,-106,-114,164,-196,-114,-106,-106,-106,171,-195,-107,-107,-110,-110,170,-195,-110,-110,-110,-110,156,-192,-110,-110,-105.0,-115.0,165,-200,-110,-110,-110,-110,170,-200,-110,-110,,,,,,
NBA,2026-04-20 18:42:50,2026-04-22 19:00,c9bc6bcae048283407d1cb53995eee8e,Detroit Pistons,Orlando Magic,No,956.1,Yes,East,Central,East,Southeast,-110.0,-109.5,-9.5,9.5,-455.62,345.25,-109.12,-110.5,218.56,-108,-112,-455,350,-110,-110,-112,-112,-435,325,-110,-113,-114,-106,-450,350,-106,-114,-106,-106,-444,356,-107,-107,-110,-110,-450,350,-110,-110,-110,-110,-476,341,-110,-110,-110.0,-110.0,-475,350,-110,-110,-110,-110,-460,340,-110,-110,,,,,,
NBA,2026-04-20 18:42:50,2026-04-22 21:40,0ce48ecb61f40bc3bd784adfe7f8e811,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,West,Northwest,West,Pacific,-108.62,-110.75,-17.19,17.19,-1964.62,1004.62,-107.88,-111.88,214.5,-110,-110,-2100,1100,-105,-115,-113,-110,-1667,850,-109,-114,-106,-114,-2000,1040,-112,-108,-103,-109,-1950,1092,-102,-113,-107,-113,-2000,1041,-105,-115,-110,-110,-2000,964,-110,-110,-110.0,-110.0,-2000,1000,-110,-110,-110,-110,-2000,950,-110,-110,,,,,,
