League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-03-14 14:39:46,2026-03-14 13:10,12c0f198cfa33b284457ae31066ace94,Philadelphia 76ers,Brooklyn Nets,Yes,83.1,No,East,Atlantic,East,Atlantic,-113.67,-116.83,-23.67,23.67,,,-113.17,-117.0,192.58,-110,-120,,,-106,-125,-115,-115,,,-125,-105,-109,-125,,,-112,-124,-115,-115,,,-115,-115,-118,-111,,,-111,-118,-115,-115,,,-110,-115,,,,,,,,,,,,,,,,,,
NBA,2026-03-14 14:39:46,2026-03-14 15:10,67fd3c76881fc3018d06f51684b04db5,Atlanta Hawks,Milwaukee Bucks,No,668.3,No,East,Southeast,East,Central,-110.78,-108.67,-10.67,10.67,-490.33,370.67,-110.44,-109.33,228.61,-110,-110,-480.0,370.0,-110,-110,-115,-105,-500.0,380.0,-110,-110,-109,-114,-455.0,330.0,-112,-112,-110,-110,-500.0,360.0,-115,-105,-110,-110,-485.0,358.0,-110,-110,-115,-105,-500.0,375.0,-110,-110,-110.0,-110.0,-500.0,383.0,-110.0,-110.0,-108.0,-104.0,-493.0,390.0,-107.0,-107.0,-110.0,-110.0,-500.0,390.0,-110.0,-110.0
NBA,2026-03-14 14:39:46,2026-03-14 15:40,385c8f2c3153a39f3b1864e324132599,San Antonio Spurs,Charlotte Hornets,No,1102.4,No,West,Southwest,East,Southeast,-108.11,-111.33,-6.17,6.17,-233.44,192.22,-110.0,-109.78,231.39,-114,-106,-240.0,198.0,-110,-110,-108,-112,-230.0,190.0,-115,-105,-110,-113,-235.0,185.0,-113,-110,-110,-110,-230.0,190.0,-110,-110,-110,-110,-233.0,185.0,-110,-110,-105,-115,-235.0,195.0,-110,-110,-105.0,-115.0,-240.0,200.0,-110.0,-110.0,-101.0,-111.0,-238.0,202.0,-102.0,-113.0,-110.0,-110.0,-220.0,185.0,-110.0,-110.0
NBA,2026-03-14 14:39:46,2026-03-14 18:10,99121dd3b759ee039a7172119402defe,Boston Celtics,Washington Wizards,No,394.0,No,East,Atlantic,East,Southeast,-111.56,-107.89,-20.11,20.11,-2998.44,1211.67,-111.11,-108.56,232.94,-110,-110,-4000.0,1500.0,-110,-110,-110,-110,-2400.0,1200.0,-115,-105,-113,-110,-2500.0,1000.0,-113,-110,-110,-110,-4000.0,1200.0,-110,-110,-110,-110,-3333.0,1156.0,-110,-110,-115,-105,-3000.0,1250.0,-115,-105,-115.0,-105.0,-2600.0,1176.0,-110.0,-110.0,-111.0,-101.0,-2553.0,1223.0,-107.0,-107.0,-110.0,-110.0,-2600.0,1200.0,-110.0,-110.0
NBA,2026-03-14 14:39:46,2026-03-14 20:10,b356eed95fac84c751e3a07a9b013bdb,Miami Heat,Orlando Magic,Yes,203.7,Yes,East,Southeast,East,Southeast,-109.22,-110.33,-4.5,4.5,-185.33,156.33,-109.56,-110.0,237.11,-110,-110,-180.0,154.0,-106,-114,-110,-110,-192.0,160.0,-108,-112,-112,-112,-182.0,148.0,-110,-112,-105,-115,-185.0,160.0,-110,-110,-110,-110,-189.0,152.0,-110,-110,-110,-110,-190.0,155.0,-115,-105,-110.0,-110.0,-180.0,157.0,-110.0,-110.0,-106.0,-106.0,-180.0,158.0,-107.0,-107.0,-110.0,-110.0,-190.0,163.0,-110.0,-110.0
NBA,2026-03-14 14:39:46,2026-03-14 20:40,5b7467a257447a40f885525e863992a5,Los Angeles Lakers,Denver Nuggets,No,831.9,Yes,West,Pacific,West,Northwest,-108.78,-110.67,2.94,-2.94,125.22,-149.22,-111.11,-108.67,244.61,-110,-110,130.0,-154.0,-114,-106,-102,-118,124.0,-148.0,-112,-108,-115,-108,123.0,-155.0,-112,-112,-110,-110,125.0,-145.0,-110,-110,-110,-110,123.0,-152.0,-110,-110,-102,-118,125.0,-155.0,-115,-105,-112.0,-108.0,125.0,-145.0,-110.0,-110.0,-108.0,-104.0,127.0,-144.0,-107.0,-107.0,-110.0,-110.0,125.0,-145.0,-110.0,-110.0
NBA,2026-03-14 14:39:46,2026-03-14 22:40,fd3cb91e05ed15d6fa70f51f1d305f3b,Los Angeles Clippers,Sacramento Kings,Yes,365.7,Yes,West,Pacific,West,Pacific,-108.11,-111.33,-13.5,13.5,-869.78,576.44,-111.22,-108.44,232.22,-114,-106,-900.0,610.0,-114,-106,-108,-112,-900.0,600.0,-112,-108,-110,-113,-835.0,525.0,-113,-110,-110,-110,-850.0,550.0,-115,-105,-110,-110,-909.0,559.0,-110,-110,-110,-110,-900.0,575.0,-110,-110,-105.0,-115.0,-850.0,586.0,-110.0,-110.0,-101.0,-111.0,-834.0,603.0,-107.0,-107.0,-105.0,-115.0,-850.0,580.0,-110.0,-110.0
