League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-02-12 05:41:46,2026-02-12 19:40,1c3809071b6a6e313c87dee15e46bdc1,Oklahoma City Thunder,Milwaukee Bucks,No,732.9,Yes,West,Northwest,East,Central,-108.56,-111.22,-12.83,12.83,-661.67,472.78,-112.0,-108.11,215.72,-110,-110,-600,450,-110,-110,-110,-110,-625,427,-110,-110,-112,-108,-675,490,-108,-112,-101,-111,-640,487,-113,-102,-105,-115,-650,476,-115,-105,-115,-105,-650,475,-115,-105,-109,-117,-715,475,-112,-114,-110.0,-110.0,-750.0,500.0,-110,-110,-105,-115,-650,475,-115,-105
NBA,2026-02-12 05:41:46,2026-02-12 21:10,ad2db051928cbc4c1ed6a3b861ac4538,Utah Jazz,Portland Trail Blazers,Yes,635.0,Yes,West,Northwest,West,Northwest,-109.5,-110.12,7.5,-7.5,234.62,-291.38,-109.67,-110.33,238.44,-110,-110,230,-280,-110,-110,-110,-110,224,-286,-110,-110,-108,-112,240,-298,-108,-112,-106,-106,241,-287,-107,-107,-110,-110,237,-290,-110,-110,-110,-110,230,-295,-110,-110,-112,-113,235,-305,-112,-114,,,,,-110,-110,-110,-110,240,-290,-110,-110
NBA,2026-02-12 05:41:46,2026-02-12 22:10,fdb123a858af8d533d901707df45960f,Los Angeles Lakers,Dallas Mavericks,No,1240.8,Yes,West,Pacific,West,Southwest,-111.11,-108.67,-7.22,7.22,-289.56,234.22,-109.11,-110.67,233.06,-114,-106,-275,225,-110,-110,-110,-110,-294,230,-110,-110,-112,-108,-305,245,-110,-110,-106,-106,-287,241,-107,-107,-110,-110,-290,237,-110,-110,-110,-110,-300,240,-105,-115,-113,-113,-275,210,-110,-114,-115.0,-105.0,-290.0,240.0,-110,-110,-110,-110,-290,240,-110,-110
