League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-02-28 13:34:11,2026-02-28 13:12,2f2b3a981786a11795d308fc23769c49,Charlotte Hornets,Portland Trail Blazers,No,2289.6,No,East,Southeast,West,Northwest,-115.33,-79.33,-11.42,11.42,-693.17,431.67,-113.67,-114.33,220.58,-136,102,-950,540,-106,-125,-105.0,-118.0,-714.0,450.0,-118.0,-105.0,-110,-120,-750,470,-120,-110,-118.0,-115.0,-715.0,425.0,-118.0,-118.0,-105.0,-115.0,-280.0,230.0,-110.0,-110.0,-118.0,-110.0,-750.0,475.0,-110.0,-118.0,,,,,,,,,,,,,,,,,,
NBA,2026-02-28 13:34:11,2026-02-28 15:10,11c7c0f9bcd9c0052c0715b01756e1f4,Miami Heat,Houston Rockets,No,967.9,No,East,Southeast,West,Southwest,-109.89,-87.44,2.06,-2.06,112.56,-133.89,-110.11,-109.56,226.22,-110,-110,114,-134,-110,-110,-110.0,-110.0,105.0,-128.0,-110.0,-110.0,-102,-118,114,-135,-110,-110,-112.0,-112.0,114.0,-141.0,-114.0,-109.0,-105.0,-115.0,115.0,-135.0,-110.0,-110.0,-120.0,100.0,115.0,-140.0,-110.0,-110.0,-112.0,-108.0,112.0,-132.0,-110.0,-110.0,-108.0,-104.0,114.0,-130.0,-107.0,-107.0,-110.0,-110.0,110.0,-130.0,-110.0,-110.0
NBA,2026-02-28 13:34:11,2026-02-28 19:10,4c59a286895065ef151e463346d10278,Washington Wizards,Toronto Raptors,No,349.7,Yes,East,Southeast,East,Atlantic,-110.0,-109.44,13.56,-13.56,560.22,-836.44,-110.89,-108.89,229.28,-110,-110,570,-820,-110,-110,-110.0,-110.0,545.0,-833.0,-110.0,-110.0,-110,-110,575,-850,-105,-115,-114.0,-109.0,510.0,-835.0,-110.0,-113.0,-110.0,-110.0,550.0,-850.0,-115.0,-105.0,-110.0,-110.0,575.0,-900.0,-110.0,-110.0,-110.0,-110.0,568.0,-815.0,-115.0,-105.0,-106.0,-106.0,584.0,-800.0,-113.0,-102.0,-110.0,-110.0,565.0,-825.0,-110.0,-110.0
NBA,2026-02-28 13:34:11,2026-02-28 20:40,76d258d71c3a2f5a4f5343023d54b6ec,Golden State Warriors,Los Angeles Lakers,Yes,345.4,Yes,West,Pacific,West,Pacific,-109.62,-109.75,4.0,-4.0,144.67,-172.0,-109.56,-110.22,229.78,-106,-114,150,-178,-112,-108,-110.0,-110.0,141.0,-175.0,-110.0,-110.0,-105,-115,145,-175,-110,-110,-114.0,-109.0,143.0,-180.0,-112.0,-112.0,-110.0,-110.0,150.0,-175.0,-110.0,-110.0,,,140.0,-170.0,-105.0,-115.0,-113.0,-107.0,145.0,-165.0,-110.0,-110.0,-109.0,-103.0,146.0,-165.0,-107.0,-107.0,-110.0,-110.0,142.0,-165.0,-110.0,-110.0
NBA,2026-02-28 13:34:11,2026-02-28 21:40,3c0d0af7a9235156f96a3fcae942d550,Utah Jazz,New Orleans Pelicans,No,1434.3,Yes,West,Northwest,West,Southwest,-111.89,-107.44,6.39,-6.39,202.44,-249.56,-109.11,-110.67,245.5,-110,-110,205,-255,-110,-110,-110.0,-110.0,205.0,-263.0,-110.0,-110.0,-112,-108,200,-245,-112,-108,-114.0,-108.0,200.0,-265.0,-113.0,-110.0,-110.0,-110.0,200.0,-240.0,-110.0,-110.0,-115.0,-105.0,200.0,-250.0,-110.0,-110.0,-115.0,-105.0,203.0,-245.0,-105.0,-115.0,-111.0,-101.0,206.0,-243.0,-102.0,-113.0,-110.0,-110.0,203.0,-240.0,-110.0,-110.0
NBA,2026-02-28 13:34:11,2026-03-01 13:10,bb4195b038cce802d282f17ff4ca7471,New York Knicks,San Antonio Spurs,No,1581.9,No,East,Atlantic,West,Southwest,-107.5,-112.5,1.5,-1.5,105.0,-124.0,-107.5,-112.5,229.0,-105,-115,108,-126,-105,-115,,,,,,,-110,-110,102,-122,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
