League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-01-13 16:27:04,2026-01-13 19:40,Miami Heat,Phoenix Suns,No,1981.5,Yes,-84.11,-113.44,-113.78,-84.0,-109.38,-109.88,East,Southeast,West,Pacific,-110,-110,-118,100,-108,-112,-110,-110,-114,-108,-110,-110,-102,-118,-115,-105,-110,-110,-113,-113,-118,-106,,,-104,-108,-111,-105,-107,-107,-108,-112,-113,-107,-110,-110,-110,-110,-115,-105,-110,-110,105,-125,-105,-115,-110,-110,-105,-115,-115,-105,-110,-110
NBA,2026-01-13 16:27:04,2026-01-13 20:10,Houston Rockets,Chicago Bulls,No,940.2,Yes,-110.0,-109.67,-601.44,435.56,-108.5,-110.75,West,Southwest,East,Central,-110,-110,-600,440,-106,-114,-110,-110,-631,432,-110,-110,-112,-108,-575,425,-105,-115,-115,-110,-670,450,,,-102,-110,-557,433,-107,-107,-106,-114,-565,425,-110,-110,-110,-110,-565,435,-110,-110,-115,-105,-625,450,-110,-110,-110,-110,-625,430,-110,-110
NBA,2026-01-13 16:27:04,2026-01-13 20:10,New Orleans Pelicans,Denver Nuggets,No,1081.8,Yes,-110.89,-108.78,78.0,-120.56,-110.5,-108.75,West,Southwest,West,Northwest,-112,-108,102,-120,-110,-110,-110,-110,101,-123,-110,-110,-110,-110,100,-120,-112,-108,-115,-110,102,-129,,,-106,-106,102,-118,-107,-107,-110,-110,100,-120,-110,-110,-110,-110,100,-120,-110,-110,-110,-110,100,-120,-115,-105,-115,-105,-105,-115,-110,-110
NBA,2026-01-13 16:27:04,2026-01-13 20:10,Milwaukee Bucks,Minnesota Timberwolves,No,298.5,Yes,-108.33,-111.33,-147.56,124.67,-109.25,-110.0,East,Central,West,Northwest,-110,-110,-146,124,-110,-110,-110,-110,-150,122,-110,-110,-102,-118,-148,124,-108,-112,-115,-110,-155,125,,,-106,-106,-144,127,-109,-105,-110,-110,-145,125,-112,-108,-110,-110,-145,125,-110,-110,-102,-118,-150,125,-105,-115,-110,-110,-145,125,-110,-110
NBA,2026-01-13 16:27:04,2026-01-13 20:10,Oklahoma City Thunder,San Antonio Spurs,No,419.4,Yes,-112.22,-107.44,-331.33,263.67,-108.88,-110.38,West,Northwest,West,Southwest,-114,-106,-330,265,-114,-106,-110,-110,-345,264,-110,-110,-118,-102,-340,270,-105,-115,-115,-110,-360,270,,,-107,-105,-312,260,-107,-107,-111,-109,-315,256,-110,-110,-110,-110,-315,258,-110,-110,-115,-105,-325,260,-105,-115,-110,-110,-340,270,-110,-110
NBA,2026-01-13 16:27:04,2026-01-13 22:40,Los Angeles Lakers,Atlanta Hawks,No,1937.7,Yes,-109.33,-110.44,122.11,-144.56,-110.62,-108.62,West,Pacific,East,Southeast,-106,-114,124,-146,-112,-108,-110,-110,120,-147,-110,-110,-105,-115,120,-142,-110,-110,-112,-114,114,-141,,,-106,-106,130,-147,-110,-104,-110,-110,128,-148,-113,-107,-115,-105,125,-145,-110,-110,-110,-110,118,-145,-110,-110,-110,-110,120,-140,-110,-110
NBA,2026-01-13 16:27:04,2026-01-13 23:10,Golden State Warriors,Portland Trail Blazers,No,536.0,Yes,-111.78,-108.0,-462.67,350.56,-109.0,-110.25,West,Pacific,West,Northwest,-110,-110,-450,350,-110,-110,-110,-110,-455,339,-110,-110,-115,-105,-470,360,-110,-110,-112,-114,-480,340,,,-111,-101,-444,356,-107,-107,-115,-105,-450,350,-110,-110,-110,-110,-450,355,-110,-110,-118,-102,-475,350,-105,-115,-105,-115,-490,355,-110,-110
