League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds
NBA,2025-10-29 17:21:36,2025-10-29 18:40,Toronto Raptors,Houston Rockets,No,1301.2,No,-107.44,-112.22,185.22,-225.44,-110.78,-109.22,East,Atlantic,West,Southwest,-106.0,-114.0,184.0,-220.0,-114.0,-106.0,-106.0,-114.0,189.0,-225.0,-110.0,-110.0,-102.0,-110.0,191.0,-223.0,-107.0,-107.0,-108.0,-112.0,185.0,-225.0,-112.0,-108.0,-110.0,-110.0,183.0,-231.0,-110.0,-110.0,-105.0,-115.0,185.0,-225.0,-110.0,-110.0,-110.0,-110.0,185.0,-225.0,-110.0,-110.0,-110.0,-110.0,185.0,-220.0,-110.0,-110.0,-110.0,-115.0,180.0,-235.0,-114.0,-112.0
NBA,2025-10-29 17:21:36,2025-10-29 19:10,Boston Celtics,Cleveland Cavaliers,No,550.5,Yes,-109.56,-110.0,146.11,-173.67,-110.33,-109.67,East,Atlantic,East,Central,-110.0,-110.0,146.0,-174.0,-112.0,-108.0,-108.0,-112.0,147.0,-167.0,-111.0,-109.0,-104.0,-108.0,148.0,-167.0,-108.0,-106.0,-115.0,-105.0,150.0,-180.0,-110.0,-110.0,-110.0,-110.0,146.0,-180.0,-110.0,-110.0,-110.0,-110.0,140.0,-170.0,-110.0,-110.0,-105.0,-115.0,150.0,-175.0,-110.0,-110.0,-110.0,-110.0,150.0,-175.0,-110.0,-110.0,-114.0,-110.0,138.0,-175.0,-112.0,-114.0
NBA,2025-10-29 17:21:36,2025-10-29 19:10,Detroit Pistons,Orlando Magic,No,956.1,Yes,-108.22,-111.44,113.0,-134.33,-110.22,-109.78,East,Central,East,Southeast,-106.0,-114.0,120.0,-142.0,-110.0,-110.0,-110.0,-110.0,115.0,-135.0,-108.0,-112.0,-106.0,-106.0,117.0,-133.0,-105.0,-109.0,-102.0,-118.0,110.0,-130.0,-115.0,-105.0,-110.0,-110.0,113.0,-137.0,-110.0,-110.0,-110.0,-110.0,110.0,-135.0,-110.0,-110.0,-110.0,-110.0,120.0,-140.0,-110.0,-110.0,-110.0,-110.0,110.0,-130.0,-110.0,-110.0,-110.0,-115.0,102.0,-127.0,-114.0,-112.0
NBA,2025-10-29 17:21:36,2025-10-29 19:30,Brooklyn Nets,Atlanta Hawks,No,746.3,Yes,-110.78,-108.89,266.78,-336.78,-111.11,-109.0,East,Atlantic,East,Southeast,-108.0,-112.0,265.0,-330.0,-110.0,-110.0,-105.0,-115.0,274.0,-340.0,-115.0,-105.0,-101.0,-111.0,278.0,-336.0,-113.0,-102.0,-118.0,-102.0,270.0,-340.0,-110.0,-110.0,-110.0,-110.0,264.0,-345.0,-110.0,-110.0,-115.0,-105.0,260.0,-325.0,-110.0,-110.0,-115.0,-105.0,275.0,-350.0,-110.0,-110.0,-110.0,-110.0,270.0,-330.0,-110.0,-110.0,-115.0,-110.0,245.0,-335.0,-112.0,-114.0
NBA,2025-10-29 17:21:36,2025-10-29 20:10,Chicago Bulls,Sacramento Kings,No,1791.5,Yes,-109.33,-110.33,-186.56,156.89,-110.56,-109.56,East,Central,West,Pacific,-108.0,-112.0,-198.0,166.0,-112.0,-108.0,-110.0,-110.0,-177.0,155.0,-115.0,-105.0,-106.0,-106.0,-177.0,156.0,-113.0,-102.0,-105.0,-115.0,-192.0,160.0,-108.0,-112.0,-110.0,-110.0,-185.0,150.0,-110.0,-110.0,-110.0,-110.0,-190.0,155.0,-105.0,-115.0,-115.0,-105.0,-185.0,160.0,-110.0,-110.0,-110.0,-110.0,-180.0,155.0,-110.0,-110.0,-110.0,-115.0,-195.0,155.0,-112.0,-114.0
NBA,2025-10-29 17:21:36,2025-10-29 20:30,Dallas Mavericks,Indiana Pacers,No,763.9,Yes,-108.11,-111.56,-236.44,195.0,-109.44,-110.33,West,Southwest,East,Central,-110.0,-110.0,-230.0,190.0,-108.0,-112.0,-110.0,-110.0,-235.0,195.0,-110.0,-110.0,-106.0,-106.0,-232.0,198.0,-107.0,-107.0,-105.0,-115.0,-238.0,195.0,-110.0,-110.0,-110.0,-110.0,-238.0,187.0,-110.0,-110.0,-105.0,-115.0,-235.0,195.0,-110.0,-110.0,-105.0,-115.0,-250.0,210.0,-110.0,-110.0,-110.0,-110.0,-235.0,200.0,-110.0,-110.0,-112.0,-113.0,-235.0,185.0,-110.0,-114.0
NBA,2025-10-29 17:21:36,2025-10-29 21:00,Denver Nuggets,New Orleans Pelicans,No,1081.8,Yes,-109.78,-110.0,-724.78,502.78,-111.11,-108.89,West,Northwest,West,Southwest,-110.0,-110.0,-700.0,500.0,-110.0,-110.0,-110.0,-110.0,-700.0,505.0,-115.0,-105.0,-106.0,-106.0,-689.0,517.0,-113.0,-102.0,-110.0,-110.0,-750.0,525.0,-105.0,-115.0,-110.0,-110.0,-769.0,493.0,-110.0,-110.0,-110.0,-110.0,-750.0,525.0,-110.0,-110.0,-110.0,-110.0,-750.0,500.0,-115.0,-105.0,-110.0,-110.0,-700.0,500.0,-110.0,-110.0,-112.0,-114.0,-715.0,460.0,-112.0,-113.0
NBA,2025-10-29 17:21:36,2025-10-29 21:00,Utah Jazz,Portland Trail Blazers,Yes,635.0,Yes,-111.0,-108.78,123.89,-147.11,-109.67,-110.33,West,Northwest,West,Northwest,-110.0,-110.0,128.0,-152.0,-110.0,-110.0,-113.0,-107.0,122.0,-142.0,-108.0,-112.0,-109.0,-103.0,124.0,-141.0,-105.0,-109.0,-110.0,-110.0,136.0,-162.0,-110.0,-110.0,-110.0,-110.0,120.0,-147.0,-110.0,-110.0,-115.0,-105.0,125.0,-150.0,-110.0,-110.0,-115.0,-105.0,120.0,-140.0,-110.0,-110.0,-105.0,-115.0,120.0,-140.0,-110.0,-110.0,-112.0,-114.0,120.0,-150.0,-114.0,-112.0
NBA,2025-10-29 17:21:36,2025-10-29 21:40,Minnesota Timberwolves,Los Angeles Lakers,No,1524.7,Yes,-108.56,-111.11,-286.22,231.33,-110.67,-109.33,West,Northwest,West,Pacific,-106.0,-114.0,-290.0,235.0,-112.0,-108.0,-107.0,-113.0,-280.0,230.0,-110.0,-110.0,-103.0,-109.0,-277.0,233.0,-107.0,-107.0,-108.0,-112.0,-290.0,235.0,-115.0,-105.0,-110.0,-110.0,-294.0,229.0,-110.0,-110.0,-110.0,-110.0,-285.0,225.0,-110.0,-110.0,-110.0,-110.0,-285.0,235.0,-110.0,-110.0,-115.0,-105.0,-270.0,225.0,-110.0,-110.0,-108.0,-117.0,-305.0,235.0,-112.0,-114.0
NBA,2025-10-29 17:21:36,2025-10-29 22:10,Phoenix Suns,Memphis Grizzlies,No,1262.6,Yes,-109.33,-110.44,106.56,-127.67,-110.22,-109.67,West,Pacific,West,Southwest,-110.0,-110.0,110.0,-130.0,-110.0,-110.0,-113.0,-107.0,106.0,-126.0,-110.0,-110.0,-109.0,-103.0,108.0,-124.0,-107.0,-107.0,-105.0,-115.0,110.0,-130.0,-112.0,-108.0,-110.0,-110.0,110.0,-135.0,-110.0,-110.0,-105.0,-115.0,105.0,-130.0,-110.0,-110.0,-110.0,-110.0,105.0,-125.0,-110.0,-110.0,-110.0,-110.0,105.0,-125.0,-110.0,-110.0,-112.0,-114.0,100.0,-124.0,-113.0,-112.0
