League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-11-24 10:28:27,2025-11-24 19:10,Toronto Raptors,Cleveland Cavaliers,No,189.3,Yes,-109.67,-110.11,111.67,-133.22,-109.56,-110.44,East,Atlantic,East,Central,-110,-110,116,-136,-110,-110,-110,-110,108,-133,-110,-110,-114,-112,110,-137,-113,-113,-112,-108,114,-135,-110,-110,-101,-111,112,-128,-105,-109,-105,-115,110,-130,-108,-112,-115,-105,110,-135,-105,-115,-110,-110,110,-130,-110,-110,-110,-110,115,-135,-115,-105
NBA,2025-11-24 10:28:27,2025-11-24 19:10,Indiana Pacers,Detroit Pistons,Yes,240.5,Yes,-110.44,-109.33,354.22,-466.56,-109.44,-110.56,East,Central,East,Central,-115,-105,385,-500,-110,-110,-110,-110,322,-435,-110,-110,-113,-113,380,-530,-112,-114,-115,-105,350,-455,-110,-110,-101,-111,356,-444,-105,-109,-105,-115,350,-450,-108,-112,-115,-105,350,-475,-110,-110,-110,-110,355,-450,-110,-110,-110,-110,340,-460,-110,-110
NBA,2025-11-24 10:28:27,2025-11-24 19:40,Brooklyn Nets,New York Knicks,Yes,4.8,Yes,-109.89,-109.89,576.67,-865.33,-109.44,-110.56,East,Atlantic,East,Atlantic,-110,-110,560,-800,-110,-110,-110,-110,576,-918,-110,-110,-113,-113,550,-910,-113,-113,-105,-115,600,-900,-105,-115,-111,-101,590,-810,-107,-107,-115,-105,574,-825,-110,-110,-105,-115,600,-900,-110,-110,-110,-110,565,-825,-110,-110,-110,-110,575,-900,-110,-110
NBA,2025-11-24 10:28:27,2025-11-24 19:40,Miami Heat,Dallas Mavericks,No,1111.8,Yes,-111.89,-85.67,-346.44,273.89,-109.44,-110.67,East,Southeast,West,Southwest,-112,-108,-340,275,-110,-110,-110,-110,-357,268,-110,-110,-109,-117,-335,255,-113,-113,-120,100,-355,280,-115,-105,-111,-101,-336,278,-102,-113,-115,-105,-340,274,-105,-115,-115,-105,-375,290,-110,-110,-110,-110,-340,275,-110,-110,-105,-115,-340,270,-110,-110
NBA,2025-11-24 10:28:27,2025-11-24 20:10,New Orleans Pelicans,Chicago Bulls,No,833.6,Yes,-108.78,-111.0,179.89,-217.67,-108.89,-111.11,West,Southwest,East,Central,-106,-114,176,-210,-108,-112,-110,-110,182,-227,-110,-110,-114,-112,165,-215,-112,-114,-108,-112,180,-218,-108,-112,-106,-106,185,-214,-107,-107,-110,-110,183,-215,-110,-110,-110,-110,180,-220,-105,-115,-110,-110,183,-215,-110,-110,-105,-115,185,-225,-110,-110
NBA,2025-11-24 10:28:27,2025-11-24 20:10,Memphis Grizzlies,Denver Nuggets,No,880.4,Yes,-109.89,-109.78,266.11,-334.67,-109.56,-110.44,West,Southwest,West,Northwest,-110,-110,265,-330,-112,-108,-110,-110,265,-345,-110,-110,-113,-112,250,-335,-114,-112,-115,-105,270,-340,-108,-112,-101,-111,267,-322,-107,-107,-105,-115,263,-325,-110,-110,-115,-105,280,-350,-105,-115,-110,-110,265,-325,-110,-110,-110,-110,270,-340,-110,-110
NBA,2025-11-24 10:28:27,2025-11-24 20:10,Milwaukee Bucks,Portland Trail Blazers,No,1718.4,Yes,-110.0,-109.78,-125.67,105.44,-109.89,-110.11,East,Central,West,Northwest,-110,-110,-126,108,-108,-112,-110,-110,-128,105,-110,-110,-114,-112,-132,107,-114,-112,-110,-110,-122,102,-110,-110,-106,-106,-123,107,-107,-107,-110,-110,-125,105,-110,-110,-110,-110,-125,105,-110,-110,-110,-110,-125,105,-110,-110,-110,-110,-125,105,-110,-110
NBA,2025-11-24 10:28:27,2025-11-24 21:40,Phoenix Suns,Houston Rockets,No,1016.4,Yes,-110.33,-109.44,196.44,-238.11,-109.44,-110.67,West,Pacific,West,Southwest,-110,-110,205,-250,-114,-106,-110,-110,190,-238,-110,-110,-114,-112,200,-250,-112,-114,-108,-112,195,-238,-112,-108,-106,-106,198,-232,-102,-113,-110,-110,195,-235,-105,-115,-110,-110,195,-235,-110,-110,-110,-110,200,-235,-110,-110,-115,-105,190,-230,-110,-110
NBA,2025-11-24 10:28:27,2025-11-24 22:10,Golden State Warriors,Utah Jazz,No,598.7,Yes,-110.11,-109.56,-932.56,611.0,-110.44,-109.56,West,Pacific,West,Northwest,-112,-108,-950,640,-112,-108,-110,-110,-909,565,-110,-110,-113,-112,-1000,600,-113,-113,-105,-115,-950,625,-112,-108,-106,-106,-834,603,-107,-107,-110,-110,-850,586,-110,-110,-110,-110,-1100,700,-110,-110,-110,-110,-850,580,-110,-110,-115,-105,-950,600,-110,-110
NBA,2025-11-24 10:28:27,2025-11-24 22:10,Sacramento Kings,Minnesota Timberwolves,No,1514.6,Yes,-109.56,-110.22,320.33,-413.56,-108.78,-111.22,West,Pacific,West,Northwest,-110,-110,340,-430,-110,-110,-110,-110,311,-417,-110,-110,-113,-113,310,-420,-112,-114,-112,-108,310,-395,-105,-115,-101,-111,321,-395,-107,-107,-105,-115,316,-400,-110,-110,-110,-110,325,-425,-105,-115,-110,-110,320,-400,-110,-110,-115,-105,330,-440,-110,-110
