League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-02-06 05:35:41,2026-02-06 19:40,8ddd2769a5ffd8dccf14da6c31f1fc1c,Boston Celtics,Miami Heat,No,1255.4,Yes,East,Atlantic,East,Southeast,-108.0,-111.67,-6.78,6.78,-256.56,208.67,-109.33,-110.67,230.39,-114,-106,-250,205,-105,-115,-110,-110,-263,206,-110,-110,-110,-110,-250,205,-110,-110,-105,-115,-250,207,-110,-110,-101,-111,-248,210,-107,-107,-105,-115,-250,210,-110,-110,-110,-110,-250,200,-110,-110,-112,-113,-278,215,-112,-114,-105,-115,-270,220,-110,-110
NBA,2026-02-06 05:35:41,2026-02-06 19:40,69d971ab3826cab2feb87672c81b99cc,Detroit Pistons,New York Knicks,No,482.2,Yes,East,Central,East,Atlantic,-110.0,-109.78,1.28,-1.28,-34.78,-119.22,-109.44,-110.56,224.06,-110,-110,102,-120,-106,-114,-110,-110,-104,-118,-110,-110,-115,-105,-105,-115,-110,-110,-110,-110,-105,-115,-110,-110,-106,-106,-103,-113,-107,-107,-110,-110,-105,-115,-110,-110,-105,-115,105,-130,-110,-110,-114,-112,-103,-122,-112,-114,-110,-110,105,-125,-110,-110
NBA,2026-02-06 05:35:41,2026-02-06 20:10,c9fbb4841a8939ef25c00d8012bf66d1,Milwaukee Bucks,Indiana Pacers,Yes,244.2,Yes,East,Central,East,Central,-111.56,-108.11,1.5,-1.5,101.11,-121.22,-109.44,-110.56,224.39,-110,-110,106,-124,-110,-110,-110,-110,102,-125,-110,-110,-110,-110,100,-120,-105,-115,-115,-105,100,-120,-110,-110,-111,-101,102,-118,-107,-107,-115,-105,100,-120,-110,-110,-110,-110,100,-120,-110,-110,-113,-112,100,-124,-113,-113,-110,-110,100,-120,-110,-110
NBA,2026-02-06 05:35:41,2026-02-06 20:10,ca2f6578b0d06d2a06e2eb5cee12fd8e,Minnesota Timberwolves,New Orleans Pelicans,No,1051.1,Yes,West,Northwest,West,Southwest,-109.44,-110.33,-10.67,10.67,-487.67,369.78,-110.11,-109.89,236.61,-110,-110,-430,340,-110,-110,-110,-110,-500,368,-110,-110,-112,-108,-500,380,-112,-108,-110,-110,-485,374,-110,-110,-106,-106,-479,381,-107,-107,-110,-110,-485,380,-110,-110,-110,-110,-500,375,-110,-110,-112,-114,-500,360,-112,-114,-105,-115,-510,370,-110,-110
NBA,2026-02-06 05:35:41,2026-02-06 22:00,ef8ae24fd705cab52010cac25b6abbba,Portland Trail Blazers,Memphis Grizzlies,No,1849.4,Yes,West,Northwest,West,Southwest,-107.44,-112.33,-7.0,7.0,-267.44,217.67,-109.89,-110.11,232.72,-112,-108,-260,215,-112,-108,-110,-110,-269,213,-110,-110,-115,-105,-270,220,-112,-108,-105,-115,-260,215,-110,-110,-101,-111,-258,218,-107,-107,-105,-115,-260,218,-110,-110,-102,-118,-275,220,-105,-115,-112,-114,-275,210,-113,-113,-105,-115,-280,230,-110,-110
NBA,2026-02-06 05:35:41,2026-02-06 22:10,e3d5928f680f116697bc4e6bb16f5862,Sacramento Kings,Los Angeles Clippers,Yes,365.7,Yes,West,Pacific,West,Pacific,-107.67,-112.0,3.67,-3.67,139.78,-165.44,-109.89,-110.0,222.28,-108,-112,138,-164,-110,-110,-110,-110,132,-162,-110,-110,-105,-115,140,-166,-110,-110,-110,-110,145,-165,-110,-110,-106,-106,146,-165,-107,-107,-110,-110,142,-165,-110,-110,-105,-115,140,-170,-110,-110,-110,-115,135,-167,-112,-113,-105,-115,140,-165,-110,-110
