League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-03-26 06:50:23,2026-03-26 19:10,b5dcac663f902f16c62d91c7552bd07a,Charlotte Hornets,New York Knicks,No,533.4,Yes,East,Southeast,East,Atlantic,-86.11,-111.11,-1.17,1.17,-116.0,-59.44,-111.11,-108.78,224.39,-114,-106,-118,100,-110,-110,-110.0,-110.0,-118.0,-104.0,-110.0,-110.0,-105,-115,-115,-105,-110,-110,-110.0,-113.0,-115.0,-108.0,-112.0,-112.0,-110.0,-110.0,-115.0,-105.0,-115.0,-105.0,-106.0,-106.0,-113.0,-103.0,-113.0,-102.0,100.0,-120.0,-115.0,-105.0,-105.0,-115.0,-110.0,-110.0,-115.0,-105.0,-115.0,-105.0,-110.0,-110.0,-120.0,100.0,-110.0,-110.0
NBA,2026-03-26 06:50:23,2026-03-26 19:10,63f535c5a95e35b7644f7b6655c82b98,Detroit Pistons,New Orleans Pelicans,No,939.6,Yes,East,Central,West,Southwest,-110.22,-109.22,-4.67,4.67,-194.11,163.11,-108.22,-111.56,226.11,-110,-110,-198,166,-110,-110,-110.0,-110.0,-196.0,159.0,-110.0,-110.0,-112,-108,-198,164,-105,-115,-109.0,-114.0,-200.0,160.0,-112.0,-112.0,-110.0,-110.0,-190.0,165.0,-110.0,-110.0,-106.0,-106.0,-190.0,166.0,-107.0,-107.0,-115.0,-105.0,-200.0,165.0,-105.0,-115.0,-110.0,-110.0,-190.0,163.0,-110.0,-110.0,-110.0,-110.0,-185.0,160.0,-105.0,-115.0
NBA,2026-03-26 06:50:23,2026-03-26 19:10,6c518123941e3d6b5ca85502a16136f5,Orlando Magic,Sacramento Kings,No,2394.9,Yes,East,Southeast,West,Pacific,-110.0,-109.44,-15.44,15.44,-1311.0,771.67,-109.89,-109.78,230.44,-110,-110,-1200,750,-110,-110,-110.0,-110.0,-1429.0,744.0,-110.0,-110.0,-110,-110,-1350,800,-112,-108,-114.0,-109.0,-1250.0,700.0,-110.0,-113.0,-110.0,-110.0,-1300.0,795.0,-110.0,-110.0,-106.0,-106.0,-1270.0,826.0,-107.0,-107.0,-110.0,-110.0,-1400.0,825.0,-110.0,-110.0,-110.0,-110.0,-1300.0,780.0,-110.0,-110.0,-110.0,-110.0,-1300.0,725.0,-110.0,-110.0
NBA,2026-03-26 06:50:23,2026-03-27 19:40,9443e4a245659d7362366345b5a91b39,Boston Celtics,Atlanta Hawks,No,936.8,Yes,East,Atlantic,East,Southeast,-111.0,-109.0,-7.5,7.5,-286.5,232.5,-111.0,-109.0,224.5,-112,-108,-295,240,-112,-108,,,,,,,-110,-110,-278,225,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-03-26 06:50:23,2026-03-27 19:40,5ce07242b2ab7c9c82700854c237a77a,Cleveland Cavaliers,Miami Heat,No,1086.5,Yes,East,Central,East,Southeast,-111.0,-109.0,-4.5,4.5,-187.0,156.0,-110.0,-110.0,241.5,-112,-108,-194,162,-110,-110,,,,,,,-110,-110,-180,150,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
