League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-11 07:51:22,2026-01-11 15:10,Orlando Magic,New Orleans Pelicans,No,534.1,No,-111.11,-108.67,-255.22,207.89,-110.88,-108.38,East,Southeast,West,Southwest,-110,-110,-250,205,-110,-110,-115,-105,-258,210,-115,-105,-106,-106,-248,210,-107,-107,-110,-110,-250,207,-110,-110,-110,-110,-250,210,-110,-110,-115,-105,-260,215,-110,-110,-114,-112,-275,210,,,-110,-110,-256,204,-110,-110,-110,-110,-250,200,-115,-105
NBA,2026-01-11 07:51:22,2026-01-11 15:40,Memphis Grizzlies,Brooklyn Nets,No,956.1,No,-110.67,-109.0,-272.44,220.67,-110.75,-108.62,West,Southwest,East,Atlantic,-110,-110,-255,210,-110,-110,-105,-115,-265,215,-108,-112,-106,-106,-267,225,-113,-102,-110,-110,-270,222,-115,-105,-110,-110,-270,225,-110,-110,-115,-105,-275,225,-110,-110,-112,-113,-305,230,,,-110,-110,-270,214,-110,-110,-118,-102,-275,220,-110,-110
NBA,2026-01-11 07:51:22,2026-01-11 18:10,Portland Trail Blazers,New York Knicks,No,2444.4,No,-106.67,-113.11,157.89,-188.56,-109.12,-110.12,West,Northwest,East,Atlantic,-106,-114,160,-190,-110,-110,-105,-115,160,-192,-112,-108,-101,-111,162,-185,-104,-110,-105,-115,161,-185,-107,-113,-110,-110,159,-185,-110,-110,-105,-115,165,-195,-110,-110,-113,-113,148,-186,,,-110,-110,151,-189,-110,-110,-105,-115,155,-190,-110,-110
NBA,2026-01-11 07:51:22,2026-01-11 18:10,Toronto Raptors,Philadelphia 76ers,Yes,337.5,No,-110.78,-108.89,147.44,-175.0,-109.88,-109.38,East,Atlantic,East,Atlantic,-106,-114,152,-180,-110,-110,-115,-105,150,-180,-112,-108,-111,-101,150,-170,-107,-107,-115,-105,149,-170,-110,-110,-110,-110,146,-170,-110,-110,-105,-115,150,-175,-110,-110,-110,-115,143,-180,,,-110,-110,142,-175,-110,-110,-115,-105,145,-175,-110,-110
NBA,2026-01-11 07:51:22,2026-01-11 19:10,Oklahoma City Thunder,Miami Heat,No,1226.0,Yes,-109.22,-110.44,-869.22,575.22,-110.5,-108.75,West,Northwest,East,Southeast,-105,-115,-820,570,-110,-110,-102,-118,-850,575,-112,-108,-106,-106,-834,603,-107,-107,-110,-110,-850,586,-110,-110,-110,-110,-850,580,-110,-110,-110,-110,-900,575,-115,-105,-115,-110,-910,550,,,-110,-110,-909,563,-110,-110,-115,-105,-900,575,-110,-110
NBA,2026-01-11 07:51:22,2026-01-11 19:10,Minnesota Timberwolves,San Antonio Spurs,No,1109.0,Yes,-109.89,-109.89,-145.89,123.11,-109.38,-109.88,West,Northwest,West,Southwest,-110,-110,-142,120,-108,-112,-115,-105,-148,124,-105,-115,-103,-109,-144,127,-107,-107,-107,-113,-145,125,-110,-110,-110,-110,-145,125,-110,-110,-105,-115,-140,120,-110,-110,-114,-112,-150,120,,,-110,-110,-149,122,-110,-110,-115,-105,-150,125,-115,-105
NBA,2026-01-11 07:51:22,2026-01-11 20:10,Denver Nuggets,Milwaukee Bucks,No,915.0,Yes,-110.67,-109.11,112.22,-133.56,-109.12,-110.12,West,Northwest,East,Central,-108,-112,112,-132,-108,-112,-115,-105,114,-135,-108,-112,-106,-106,117,-133,-107,-107,-110,-110,115,-135,-110,-110,-110,-110,115,-135,-110,-110,-110,-110,115,-135,-110,-110,-112,-114,108,-134,,,-110,-110,104,-128,-110,-110,-115,-105,110,-135,-110,-110
NBA,2026-01-11 07:51:22,2026-01-11 20:10,Phoenix Suns,Washington Wizards,No,1982.6,Yes,-109.89,-109.89,-890.33,583.89,-110.0,-109.25,West,Pacific,East,Southeast,-112,-108,-820,570,-108,-112,-108,-112,-850,575,-115,-105,-106,-106,-834,603,-107,-107,-110,-110,-850,586,-110,-110,-110,-110,-850,580,-110,-110,-115,-105,-1000,625,-110,-110,-113,-113,-1000,575,,,-110,-110,-909,566,-110,-110,-105,-115,-900,575,-110,-110
NBA,2026-01-11 07:51:22,2026-01-11 20:40,Golden State Warriors,Atlanta Hawks,No,2137.9,Yes,-109.89,-109.67,-222.67,183.56,-109.0,-110.25,West,Pacific,East,Southeast,-106,-114,-205,172,-110,-110,-115,-105,-218,180,-110,-110,-106,-106,-223,191,-107,-107,-110,-110,-225,189,-110,-110,-110,-110,-225,190,-110,-110,-105,-115,-230,190,-110,-110,-109,-115,-220,170,,,-110,-110,-233,185,-110,-110,-118,-102,-225,185,-105,-115
NBA,2026-01-11 07:51:22,2026-01-11 21:10,Sacramento Kings,Houston Rockets,No,1609.3,Yes,-108.33,-111.33,460.22,-638.33,-111.25,-108.12,West,Pacific,West,Southwest,-110,-110,460,-620,-110,-110,-112,-108,455,-625,-112,-108,-101,-111,468,-610,-113,-102,-105,-115,458,-620,-115,-105,-110,-110,475,-650,-110,-110,-105,-115,460,-675,-110,-110,-112,-113,450,-670,,,-110,-110,441,-625,-110,-110,-110,-110,475,-650,-110,-110
