League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-01 13:37:01,2026-01-01 18:10,Brooklyn Nets,Houston Rockets,No,1419.5,No,-107.11,-112.67,398.89,-541.0,-109.62,-109.62,East,Atlantic,West,Southwest,-106,-114,430,-590,-112,-108,-110,-110,371,-526,-110,-110,-117,-109,390,-560,,,-105,-115,403,-530,-110,-110,-101,-111,411,-523,-107,-107,-105,-115,400,-535,-108,-112,-110,-110,375,-525,-110,-110,-105,-115,410,-530,-110,-110,-105,-115,400,-550,-110,-110
NBA,2026-01-01 13:37:01,2026-01-01 19:10,Detroit Pistons,Miami Heat,No,1153.0,Yes,-110.0,-109.56,-192.44,160.44,-109.12,-110.12,East,Central,East,Southeast,-110,-110,-190,160,-112,-108,-110,-110,-189,153,-110,-110,-109,-115,-200,155,,,-110,-110,-185,161,-108,-112,-106,-106,-185,162,-105,-109,-110,-110,-198,164,-108,-112,-115,-105,-210,175,-110,-110,-110,-110,-185,159,-110,-110,-110,-110,-190,155,-110,-110
NBA,2026-01-01 13:37:01,2026-01-01 20:40,Dallas Mavericks,Philadelphia 76ers,No,1298.5,Yes,-110.56,-109.0,113.78,-135.56,-109.62,-109.62,West,Southwest,East,Atlantic,-112,-108,120,-142,-110,-110,-110,-110,113,-139,-110,-110,-115,-109,115,-141,,,-110,-110,115,-135,-110,-110,-106,-106,117,-133,-107,-107,-112,-108,114,-135,-110,-110,-110,-110,105,-125,-110,-110,-110,-110,115,-135,-110,-110,-110,-110,110,-135,-110,-110
NBA,2026-01-01 13:37:01,2026-01-01 22:10,Sacramento Kings,Boston Celtics,No,2631.5,Yes,-108.78,-110.89,318.78,-413.89,-110.5,-108.75,West,Pacific,East,Atlantic,-105,-115,320,-405,-110,-110,-110,-110,317,-435,-110,-110,-110,-115,320,-435,,,-110,-110,316,-400,-110,-110,-106,-106,321,-395,-107,-107,-108,-112,320,-410,-112,-108,-110,-110,315,-420,-110,-110,-110,-110,320,-400,-110,-110,-110,-110,320,-425,-115,-105
NBA,2026-01-01 13:37:01,2026-01-01 22:40,Los Angeles Clippers,Utah Jazz,No,589.3,Yes,-113.0,-106.78,-686.22,484.56,-109.38,-109.88,West,Pacific,West,Northwest,-114,-106,-720,520,-108,-112,-110,-110,-776,503,-110,-110,-112,-114,-715,460,,,-115,-105,-650,476,-110,-110,-111,-101,-640,487,-107,-107,-115,-105,-675,490,-110,-110,-110,-110,-650,450,-110,-110,-115,-105,-650,475,-110,-110,-115,-105,-700,500,-110,-110
