League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-25 13:37:16,2025-11-25 19:10,Washington Wizards,Atlanta Hawks,Yes,542.8,Yes,-108.56,-111.22,382.0,-508.22,-109.67,-110.33,East,Southeast,East,Southeast,-108,-112,400,-520,-110,-110,-110.0,-110.0,380.0,-495.0,-110.0,-110.0,-110.0,-102.0,387.0,-488.0,-107.0,-107.0,-110.0,-110.0,379.0,-531.0,-110.0,-110.0,-105,-115,400,-535,-108,-112,-110.0,-110.0,375.0,-500.0,-110.0,-110.0,-109.0,-117.0,360.0,-500.0,-112.0,-114.0,-105.0,-115.0,370.0,-510.0,-110.0,-110.0,-110.0,-110.0,387.0,-495.0,-110.0,-110.0
NBA,2025-11-25 13:37:16,2025-11-25 20:10,Philadelphia 76ers,Orlando Magic,No,859.5,Yes,-107.0,-112.67,139.56,-165.56,-110.0,-110.0,East,Atlantic,East,Southeast,-105,-115,144,-172,-110,-110,-107.0,-113.0,145.0,-165.0,-110.0,-110.0,-103.0,-109.0,146.0,-165.0,-107.0,-107.0,-110.0,-110.0,142.0,-175.0,-110.0,-110.0,-108,-112,140,-166,-105,-115,-110.0,-110.0,135.0,-165.0,-115.0,-105.0,-110.0,-115.0,130.0,-162.0,-113.0,-113.0,-105.0,-115.0,140.0,-165.0,-110.0,-110.0,-105.0,-115.0,134.0,-155.0,-110.0,-110.0
NBA,2025-11-25 13:37:16,2025-11-25 23:10,Los Angeles Lakers,Los Angeles Clippers,Yes,8.5,Yes,-110.78,-109.0,-249.89,204.0,-110.44,-109.56,West,Pacific,West,Pacific,-106,-114,-250,205,-114,-106,-116.0,-104.0,-250.0,207.0,-110.0,-110.0,-111.0,-101.0,-248.0,210.0,-107.0,-107.0,-110.0,-110.0,-258.0,204.0,-110.0,-110.0,-105,-115,-258,210,-110,-110,-110.0,-110.0,-250.0,200.0,-110.0,-110.0,-114.0,-112.0,-240.0,185.0,-113.0,-113.0,-115.0,-105.0,-245.0,205.0,-110.0,-110.0,-110.0,-110.0,-250.0,210.0,-110.0,-110.0
NBA,2025-11-25 13:37:16,2025-11-26 19:40,Miami Heat,Milwaukee Bucks,No,1267.8,Yes,-110.0,-110.0,-256.5,210.0,-110.0,-110.0,East,Southeast,East,Central,-110,-110,-255,210,-110,-110,,,,,,,,,,,,,,,,,,,-110,-110,-258,210,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-11-25 13:37:16,2025-11-26 19:40,Oklahoma City Thunder,Minnesota Timberwolves,Yes,693.5,Yes,-110.0,-110.0,-500.0,380.0,-112.5,-107.5,West,Northwest,West,Northwest,-110,-110,-450,350,-110,-110,,,,,,,,,,,,,,,,,,,-110,-110,-550,410,-115,-105,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-11-25 13:37:16,2025-11-26 22:10,Golden State Warriors,Houston Rockets,No,1643.9,Yes,-5.0,-115.0,-113.0,-106.0,-107.5,-112.5,West,Pacific,West,Southwest,-110,-110,-116,-102,-110,-110,,,,,,,,,,,,,,,,,,,100,-120,-110,-110,-105,-115,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-11-25 13:37:16,2025-11-26 22:10,Portland Trail Blazers,San Antonio Spurs,No,1721.8,Yes,-113.0,-107.0,-141.0,119.0,-112.5,-107.5,West,Northwest,West,Southwest,-108,-112,-134,114,-110,-110,,,,,,,,,,,,,,,,,,,-118,-102,-148,124,-115,-105,,,,,,,,,,,,,,,,,,,,,,,,
