League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-12-10 21:01:52,2025-12-10 19:42,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-114.67,-116.83,-10000.0,3300.0,-114.83,-115.0,West,Northwest,West,Pacific,-120,-110,,,-110,-120,-110.0,-120.0,,,-120.0,-110.0,-122.0,-120.0,,,-118.0,-124.0,-110.0,-118.0,-10000.0,3300.0,-115.0,-110.0,-115.0,-115.0,,,-115.0,-115.0,-111.0,-118.0,,,-111.0,-111.0,,,,,,,,,,,,,,,,,,
NBA,2025-12-10 21:01:52,2025-12-10 22:00,Los Angeles Lakers,San Antonio Spurs,No,1208.0,Yes,-109.0,-110.78,-287.89,232.11,-111.0,-109.11,West,Pacific,West,Southwest,-114,-106,-290.0,235.0,-114,-106,-115.0,-105.0,-285.0,230.0,-110.0,-110.0,-109.0,-117.0,-315.0,235.0,-114.0,-112.0,-105.0,-115.0,-285.0,230.0,-110.0,-110.0,-105.0,-115.0,-275.0,225.0,-105.0,-115.0,-105.0,-115.0,-294.0,228.0,-110.0,-110.0,-107.0,-105.0,-282.0,237.0,-112.0,-103.0,-111.0,-109.0,-285.0,234.0,-114.0,-106.0,-110.0,-110.0,-280.0,235.0,-110.0,-110.0
NBA,2025-12-10 21:01:52,2025-12-11 20:10,Milwaukee Bucks,Boston Celtics,No,857.9,Yes,-113.44,-106.33,297.44,-381.22,-110.0,-110.0,East,Central,East,Atlantic,-110,-110,290.0,-360.0,-112,-108,-115.0,-105.0,295.0,-375.0,-112.0,-108.0,-112.0,-114.0,265.0,-360.0,-114.0,-112.0,-118.0,-102.0,310.0,-400.0,-105.0,-115.0,-115.0,-105.0,285.0,-370.0,-110.0,-110.0,-110.0,-110.0,295.0,-400.0,-110.0,-110.0,-111.0,-101.0,315.0,-386.0,-107.0,-107.0,-115.0,-105.0,310.0,-390.0,-110.0,-110.0,-115.0,-105.0,312.0,-390.0,-110.0,-110.0
NBA,2025-12-10 21:01:52,2025-12-11 20:10,Houston Rockets,Los Angeles Clippers,No,1378.7,Yes,-85.56,-112.0,-400.0,310.44,-111.67,-108.33,West,Southwest,West,Pacific,-110,-110,-400.0,315.0,-114,-106,100.0,-120.0,-395.0,310.0,-115.0,-105.0,-112.0,-114.0,-400.0,295.0,-114.0,-112.0,-102.0,-118.0,-400.0,310.0,-115.0,-105.0,-110.0,-110.0,-410.0,305.0,-110.0,-110.0,-110.0,-110.0,-400.0,302.0,-110.0,-110.0,-106.0,-106.0,-395.0,321.0,-107.0,-107.0,-110.0,-110.0,-400.0,316.0,-110.0,-110.0,-110.0,-110.0,-400.0,320.0,-110.0,-110.0
NBA,2025-12-10 21:01:52,2025-12-11 20:10,New Orleans Pelicans,Portland Trail Blazers,No,2062.1,Yes,-110.33,-109.44,160.0,-190.89,-111.22,-108.78,West,Southwest,West,Northwest,-110,-110,156.0,-186.0,-110,-110,-118.0,-102.0,160.0,-192.0,-115.0,-105.0,-117.0,-109.0,155.0,-195.0,-114.0,-112.0,-102.0,-118.0,155.0,-190.0,-115.0,-105.0,-110.0,-110.0,160.0,-185.0,-110.0,-110.0,-110.0,-110.0,160.0,-200.0,-110.0,-110.0,-106.0,-106.0,166.0,-190.0,-107.0,-107.0,-110.0,-110.0,165.0,-190.0,-110.0,-110.0,-110.0,-110.0,163.0,-190.0,-110.0,-110.0
NBA,2025-12-10 21:01:52,2025-12-11 22:10,Sacramento Kings,Denver Nuggets,No,888.1,Yes,-109.5,-110.25,338.5,-443.62,-109.38,-110.62,West,Pacific,West,Northwest,-108,-112,360.0,-460.0,-108,-112,-118.0,-102.0,350.0,-455.0,-108.0,-112.0,-109.0,-117.0,310.0,-420.0,-112.0,-114.0,-115.0,-105.0,350.0,-475.0,-110.0,-110.0,-110.0,-110.0,305.0,-410.0,-110.0,-110.0,-110.0,-110.0,327.0,-435.0,-110.0,-110.0,-101.0,-111.0,356.0,-444.0,-107.0,-107.0,-105.0,-115.0,350.0,-450.0,-110.0,-110.0,,,,,,
NBA,2025-12-10 21:01:52,2025-12-12 19:10,Detroit Pistons,Atlanta Hawks,No,596.5,Yes,-110.0,-110.0,-235.0,194.0,-112.0,-108.0,East,Central,East,Southeast,-110,-110,-235.0,194.0,-112,-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-10 21:01:52,2025-12-12 19:10,Washington Wizards,Cleveland Cavaliers,No,305.1,Yes,-114.0,-106.0,570.0,-820.0,-108.0,-112.0,East,Southeast,East,Central,-114,-106,570.0,-820.0,-108,-112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-10 21:01:52,2025-12-13 17:30,Orlando Magic,New York Knicks,No,940.3,No,-109.0,-111.0,151.0,-180.0,-112.0,-108.0,East,Southeast,East,Atlantic,-108,-112,152.0,-180.0,-114,-106,-110.0,-110.0,150.0,-180.0,-110.0,-110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
