League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-03-15 14:40:26,2026-03-15 13:12,689cb75979724773a16b617332228d55,Oklahoma City Thunder,Minnesota Timberwolves,Yes,693.5,No,West,Northwest,West,Northwest,-81.67,-115.5,-1.5,1.5,-140.17,41.5,-80.0,-117.17,215.58,-122,-108,-150,118,100,-132,-120,-110,-135,105,-115,-115,-120,-114,-148,112,-114,-121,-110,-120,-175,135,-115,-115,100,-130,-115,-110,-125,-102,-118,-111,-118,-111,-111,-118,,,,,,,,,,,,,,,,,,
NBA,2026-03-15 14:40:26,2026-03-15 15:40,45f9fc1bf871b54d2392e9ec6506097f,Cleveland Cavaliers,Dallas Mavericks,No,1025.8,No,East,Central,West,Southwest,-111.0,-108.44,-14.89,14.89,-1221.0,742.22,-110.0,-109.78,235.61,-112,-108,-1350,810,-112,-108,-118,-102,-1200,750,-110,-110,-114,-109,-1115,650,-112,-112,-110,-110,-1200,700,-105,-115,-115,-105,-1200,750,-110,-110,-110,-110,-1250,705,-110,-110,-103.0,-109.0,-1174.0,781.0,-109.0,-105.0,-107.0,-113.0,-1200.0,754.0,-112.0,-108.0,-110.0,-110.0,-1300.0,780.0,-110.0,-110.0
NBA,2026-03-15 14:40:26,2026-03-15 15:40,ee20dd8148c700589a380b7f5b5c1010,Toronto Raptors,Detroit Pistons,No,206.8,No,East,Atlantic,East,Central,-110.56,-109.0,3.5,-3.5,138.0,-163.78,-109.89,-109.89,224.39,-110,-110,132,-156,-110,-110,-112,-108,136,-162,-110,-110,-112,-112,130,-162,-112,-112,-110,-110,135,-160,-110,-110,-115,-105,140,-170,-110,-110,-110,-110,148,-182,-110,-110,-106.0,-106.0,142.0,-161.0,-107.0,-107.0,-110.0,-110.0,141.0,-161.0,-110.0,-110.0,-110.0,-110.0,138.0,-160.0,-110.0,-110.0
NBA,2026-03-15 14:40:26,2026-03-15 15:40,4d87f60750a28b81c5a82803e3b412a7,Milwaukee Bucks,Indiana Pacers,Yes,244.2,No,East,Central,East,Central,-107.89,-111.56,-8.56,8.56,-345.22,272.56,-108.0,-111.67,228.22,-110,-110,-335,270,-105,-115,-105,-115,-340,270,-105,-115,-115,-108,-385,285,-110,-113,-105,-115,-340,270,-110,-110,-110,-110,-350,275,-105,-115,-110,-110,-370,280,-110,-110,-101.0,-111.0,-317.0,263.0,-107.0,-107.0,-105.0,-115.0,-320.0,260.0,-110.0,-110.0,-110.0,-110.0,-350.0,280.0,-110.0,-110.0
NBA,2026-03-15 14:40:26,2026-03-15 18:10,6420f72c1e96bb40f11548af8dbb2950,Philadelphia 76ers,Portland Trail Blazers,No,2412.5,No,East,Atlantic,West,Northwest,-112.11,-107.33,8.44,-8.44,268.89,-338.78,-108.67,-111.0,228.67,-114,-106,265,-330,-106,-114,-115,-105,270,-340,-110,-110,-109,-114,255,-335,-110,-113,-110,-110,275,-350,-110,-110,-115,-105,275,-350,-105,-115,-110,-110,272,-357,-110,-110,-111.0,-101.0,271.0,-327.0,-107.0,-107.0,-115.0,-105.0,267.0,-330.0,-110.0,-110.0,-110.0,-110.0,270.0,-330.0,-110.0,-110.0
NBA,2026-03-15 14:40:26,2026-03-15 20:10,f9869f17c6d1080f1c2d99d55725ce16,New York Knicks,Golden State Warriors,No,2570.6,Yes,East,Atlantic,West,Pacific,-108.33,-111.11,-14.5,14.5,-948.89,618.22,-109.56,-110.0,219.17,-110,-110,-900,610,-106,-114,-108,-112,-950,625,-105,-115,-114,-109,-1000,600,-113,-109,-105,-115,-950,600,-110,-110,-110,-110,-1000,625,-115,-105,-110,-110,-909,580,-110,-110,-102.0,-110.0,-931.0,657.0,-107.0,-107.0,-106.0,-114.0,-950.0,637.0,-110.0,-110.0,-110.0,-110.0,-950.0,630.0,-110.0,-110.0
NBA,2026-03-15 14:40:26,2026-03-15 22:10,ae243acf61e3bbc8a0fef18df12adf30,Sacramento Kings,Utah Jazz,No,533.2,Yes,West,Pacific,West,Northwest,-110.67,-108.78,-3.06,3.06,-153.67,129.11,-109.89,-109.89,232.33,-110,-110,-154,130,-110,-110,-105,-115,-155,130,-110,-110,-115,-108,-143,116,-112,-112,-115,-105,-160,135,-110,-110,-105,-115,-155,125,-110,-110,-110,-110,-156,126,-110,-110,-111.0,-101.0,-155.0,136.0,-107.0,-107.0,-115.0,-105.0,-155.0,135.0,-110.0,-110.0,-110.0,-110.0,-150.0,129.0,-110.0,-110.0
