League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-12-08 20:58:27,2025-12-08 19:11,Indiana Pacers,Sacramento Kings,No,1887.3,Yes,-80.33,-118.83,-410.0,270.83,-116.17,-114.83,East,Central,West,Pacific,104,-138,-280,210,-112,-118,-111.0,-118.0,-1000.0,550.0,-118.0,-111.0,-115,-115,-330,240,-120,-110,-120,-122,-265.0,190.0,-122,-120,-125,-105,-275,210,-115,-110,-115.0,-115.0,-310.0,225.0,-110.0,-120.0,,,,,,,,,,,,,,,,,,
NBA,2025-12-08 20:58:27,2025-12-08 19:43,Minnesota Timberwolves,Phoenix Suns,No,1279.2,Yes,-117.17,-81.67,-147.17,47.33,-115.67,-115.33,West,Northwest,West,Pacific,-136,102,-186,144,-120,-110,-111.0,-118.0,-167.0,135.0,-111.0,-118.0,-110,-120,-125,-105,-115,-115,-118,-124,-130.0,-105.0,-118,-124,-118,-110,-140,110,-110,-115,-110.0,-120.0,-135.0,105.0,-120.0,-110.0,,,,,,,,,,,,,,,,,,
NBA,2025-12-08 20:58:27,2025-12-08 20:11,New Orleans Pelicans,San Antonio Spurs,Yes,503.7,Yes,-118.83,-80.67,1325.0,-5708.25,-116.5,-82.33,West,Southwest,West,Southwest,-152,114,1400,-6000,-138,104,-111.0,-118.0,1000.0,-3333.0,-111.0,-118.0,-110,-120,1400,-3500,-110,-120,-115,-127,,,-115,-127,-110,-118,1500,-10000,-110,-118,-115.0,-115.0,,,-115.0,-115.0,,,,,,,,,,,,,,,,,,
NBA,2025-12-08 20:58:27,2025-12-09 18:10,Orlando Magic,Miami Heat,Yes,203.7,No,-108.44,-111.22,-114.33,-105.83,-108.22,-111.89,East,Southeast,East,Southeast,-110,-110,-116,-102,-110,-110,-110.0,-110.0,-115.0,-106.0,-110.0,-110.0,-102,-118,-115,-105,-110,-110,-108,-117,-112.0,-110.0,-112,-114,-105,-115,-118,-102,-110,-110,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-106.0,-106.0,,,-102.0,-113.0,-110.0,-110.0,,,-105.0,-115.0,-110.0,-110.0,,,-105.0,-115.0
NBA,2025-12-08 20:58:27,2025-12-09 20:30,Toronto Raptors,New York Knicks,Yes,340.9,Yes,-109.67,-110.11,151.83,-184.0,-106.56,-113.56,East,Atlantic,East,Atlantic,-110,-110,152,-180,-105,-115,-110.0,-110.0,151.0,-189.0,-110.0,-110.0,-112,-108,150,-180,-105,-115,-114,-112,143.0,-180.0,-112,-114,-110,-110,155,-190,-105,-115,-105.0,-115.0,160.0,-185.0,-110.0,-110.0,-106.0,-106.0,,,-102.0,-113.0,-110.0,-110.0,,,-105.0,-115.0,-110.0,-110.0,,,-105.0,-115.0
NBA,2025-12-08 20:58:27,2025-12-10 19:30,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-114.25,-107.25,-1600.0,867.5,-110.75,-110.75,West,Northwest,West,Pacific,-114,-106,-1500,870,-110,-110,,,,,,,-115,-105,-1650,950,-110,-110,-113,-113,-1250.0,700.0,-113,-113,-115,-105,-2000,950,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-12-08 20:58:27,2025-12-10 22:00,Los Angeles Lakers,San Antonio Spurs,No,1208.0,Yes,-107.5,-113.5,-187.5,153.75,-109.0,-112.5,West,Pacific,West,Southwest,-110,-110,-178,150,-114,-106,,,,,,,-105,-115,-192,160,-105,-115,-110,-114,-190.0,150.0,-112,-114,-105,-115,-190,155,-105,-115,,,,,,,,,,,,,,,,,,,,,,,,
