League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-11-28 07:51:05,2025-11-28 19:40,Atlanta Hawks,Cleveland Cavaliers,No,553.9,Yes,-62.11,-113.33,176.0,-211.11,-110.22,-109.67,East,Southeast,East,Central,-108,-112,176,-210,-110,-110,-113,-113,165,-210,-113,-112,-112,-108,180,-218,-112,-108,-110,-110,174,-217,-110,-110,-110,-110,175,-210,-110,-110,105,-125,174,-200,-110,-110,109,-122,175,-200,-107,-107,-110,-110,185,-225,-110,-110,-110,-110,180,-210,-110,-110
NBA,2025-11-28 07:51:05,2025-11-28 19:40,Brooklyn Nets,Philadelphia 76ers,Yes,83.1,Yes,-110.0,-109.78,223.67,-275.11,-108.78,-111.33,East,Atlantic,East,Atlantic,-110,-110,220,-270,-114,-106,-109,-117,235,-305,-113,-113,-115,-105,220,-270,-110,-110,-110,-110,219,-278,-110,-110,-110,-110,215,-260,-110,-110,-110,-110,219,-265,-105,-115,-106,-106,222,-263,-102,-113,-110,-110,240,-300,-110,-110,-110,-110,223,-265,-105,-115
NBA,2025-11-28 07:51:05,2025-11-28 19:40,Charlotte Hornets,Chicago Bulls,No,589.3,Yes,-85.22,-112.22,114.56,-136.0,-111.78,-108.33,East,Southeast,East,Central,-110,-110,114,-134,-110,-110,-112,-113,112,-137,-113,-113,-105,-115,114,-135,-115,-105,-110,-110,113,-139,-110,-110,-110,-110,115,-135,-115,-105,-102,-118,118,-138,-110,-110,102,-114,120,-136,-113,-102,-110,-110,110,-135,-110,-110,-110,-110,115,-135,-110,-110
NBA,2025-11-28 07:51:05,2025-11-28 19:40,Detroit Pistons,Orlando Magic,No,956.1,Yes,-109.22,-110.56,-153.89,129.44,-110.67,-109.33,East,Central,East,Southeast,-110,-110,-154,132,-108,-112,-113,-113,-148,118,-114,-112,-105,-115,-155,130,-112,-108,-110,-110,-164,134,-110,-110,-110,-110,-160,135,-110,-110,-112,-108,-150,130,-110,-110,-108,-104,-149,132,-107,-107,-105,-115,-155,125,-115,-105,-110,-110,-150,129,-110,-110
NBA,2025-11-28 07:51:05,2025-11-28 19:40,Indiana Pacers,Washington Wizards,No,492.8,Yes,-110.0,-109.78,-255.44,208.89,-109.56,-110.56,East,Central,East,Southeast,-110,-110,-270,220,-106,-114,-114,-112,-250,200,-113,-113,-110,-110,-258,210,-115,-105,-110,-110,-263,208,-110,-110,-110,-110,-260,215,-115,-105,-110,-110,-250,207,-105,-115,-106,-106,-248,210,-102,-113,-110,-110,-250,200,-110,-110,-110,-110,-250,210,-110,-110
NBA,2025-11-28 07:51:05,2025-11-28 19:40,New York Knicks,Milwaukee Bucks,No,734.3,Yes,-113.56,-84.0,-307.56,247.11,-110.89,-109.11,East,Atlantic,East,Central,-114,-106,-320,260,-108,-112,-112,-114,-315,235,-113,-113,-120,100,-298,240,-115,-105,-110,-110,-303,235,-110,-110,-115,-105,-320,260,-110,-110,-115,-105,-305,249,-110,-110,-111,-101,-302,252,-107,-107,-115,-105,-300,240,-115,-105,-110,-110,-305,253,-110,-110
NBA,2025-11-28 07:51:05,2025-11-28 21:40,Denver Nuggets,San Antonio Spurs,No,803.4,Yes,-107.44,-112.33,-353.0,278.78,-111.22,-108.89,West,Northwest,West,Southwest,-110,-110,-340,275,-110,-110,-114,-112,-360,270,-113,-113,-102,-118,-360,285,-105,-115,-110,-110,-370,281,-110,-110,-110,-110,-340,270,-110,-110,-105,-115,-345,278,-115,-105,-101,-111,-342,282,-113,-102,-105,-115,-375,290,-110,-110,-110,-110,-345,278,-115,-105
NBA,2025-11-28 07:51:05,2025-11-28 21:40,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-107.89,-111.78,-1039.67,658.67,-110.44,-109.67,West,Northwest,West,Pacific,-108,-112,-1000,660,-108,-112,-115,-110,-1115,650,-114,-112,-102,-118,-1000,650,-115,-105,-110,-110,-1111,644,-110,-110,-115,-105,-1100,650,-115,-105,-105,-115,-950,637,-105,-115,-101,-111,-931,657,-102,-113,-105,-115,-1200,750,-115,-105,-110,-110,-950,630,-110,-110
NBA,2025-11-28 07:51:05,2025-11-28 21:40,Utah Jazz,Sacramento Kings,No,533.2,Yes,-111.78,-107.78,-126.11,105.22,-110.89,-109.11,West,Northwest,West,Pacific,-110,-110,-124,106,-112,-108,-115,-109,-125,100,-114,-112,-115,-105,-125,105,-110,-110,-110,-110,-133,109,-110,-110,-110,-110,-130,110,-110,-110,-115,-105,-125,105,-110,-110,-111,-101,-123,107,-107,-107,-105,-115,-130,105,-115,-105,-115,-105,-120,100,-110,-110
NBA,2025-11-28 07:51:05,2025-11-28 22:10,Los Angeles Lakers,Dallas Mavericks,No,1240.8,Yes,-110.33,-109.33,-483.33,365.78,-109.67,-110.33,West,Pacific,West,Southwest,-110,-110,-460,360,-112,-108,-113,-112,-435,320,-113,-113,-105,-115,-485,370,-110,-110,-110,-110,-526,372,-110,-110,-115,-105,-510,370,-110,-110,-112,-108,-480,370,-110,-110,-108,-104,-474,377,-107,-107,-110,-110,-500,375,-105,-115,-110,-110,-480,378,-110,-110
