League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-25 15:40:08,2026-05-25 20:10,a752ca36635e2ccb1bb5a9f387282e1c,Cleveland Cavaliers,New York Knicks,No,404.7,Yes,East,Central,East,Atlantic,-111.33,-108.44,2.22,-2.22,109.56,-130.56,-110.56,-109.11,218.44,-110,-110,114,-135,-112,-108,-120,-102,108,-126,-112,-108,-108,-104,107,-123,-107,-107,-112,-108,105,-125,-110,-110,-110,-110,110,-135,-110,-110,-112,-112,112,-137,-114,-109,-110,-110,110,-130,-110,-110,-110,-110,110,-134,-110,-110,-110.0,-110.0,110.0,-130.0,-110.0,-110.0
NBA,2026-05-25 15:40:08,2026-05-26 20:40,197dd95ba7880a2cd6a00df88014610b,Oklahoma City Thunder,San Antonio Spurs,No,419.4,Yes,West,Northwest,West,Southwest,-110.38,-108.88,-5.44,5.44,-195.75,162.5,-109.62,-110.0,215.88,-110,-110,-198,164,-110,-110,-110,-110,-190,160,-110,-110,-106,-106,-188,165,-107,-107,-110,-110,-188,164,-110,-110,-110,-110,-190,155,-110,-110,-112,-110,-215,165,-110,-113,-115,-105,-195,165,-110,-110,-110,-110,-202,162,-110,-110,,,,,,
