League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds
NBA,2026-01-04 10:24:23,2026-01-04 14:10,Cleveland Cavaliers,Detroit Pistons,Yes,91.4,No,-112.89,-106.89,-196.89,164.89,-109.88,-109.38,East,Central,East,Central,-112,-108,-198,166,-112,-108,-115,-105,-190,165,-110,-110,-111,-101,-190,166,-107,-107,-110,-110,-189,152,-110,-110,-115,-105,-205,170,-110,-110,-110,-110,-200,170,-110,-110,-115,-105,-195,167,-110,-110,-115,-105,-200,165,-110,-110,-113,-113,-205,163,,
NBA,2026-01-04 10:24:23,2026-01-04 15:10,Orlando Magic,Indiana Pacers,No,820.2,No,-109.89,-109.89,-246.78,202.67,-109.12,-110.12,East,Southeast,East,Central,-110,-110,-240,198,-106,-114,-110,-110,-235,195,-110,-110,-106,-106,-232,198,-107,-107,-110,-110,-244,195,-110,-110,-110,-110,-245,200,-110,-110,-110,-110,-285,235,-110,-110,-110,-110,-240,203,-110,-110,-110,-110,-235,195,-110,-110,-113,-113,-265,205,,
NBA,2026-01-04 10:24:23,2026-01-04 15:40,Brooklyn Nets,Denver Nuggets,No,1634.1,No,-107.67,-112.0,123.0,-145.44,-109.62,-109.62,East,Atlantic,West,Northwest,-108,-112,124,-146,-110,-110,-105,-115,125,-145,-111,-109,-101,-111,127,-144,-108,-106,-110,-110,123,-151,-110,-110,-110,-110,120,-142,-108,-112,-105,-115,130,-150,-110,-110,-110,-110,125,-145,-110,-110,-110,-110,118,-145,-110,-110,-110,-115,115,-141,,
NBA,2026-01-04 10:24:23,2026-01-04 18:10,Miami Heat,New Orleans Pelicans,No,669.6,No,-108.78,-111.0,-306.67,247.22,-110.38,-108.88,East,Southeast,West,Southwest,-114,-106,-310,250,-114,-106,-110,-110,-295,241,-110,-110,-106,-106,-292,245,-107,-107,-110,-110,-333,254,-110,-110,-102,-118,-310,250,-112,-108,-110,-110,-285,235,-110,-110,-110,-110,-295,245,-110,-110,-105,-115,-325,260,-110,-110,-112,-114,-315,245,,
NBA,2026-01-04 10:24:23,2026-01-04 18:10,Washington Wizards,Minnesota Timberwolves,No,934.6,No,-110.11,-109.67,348.11,-457.22,-111.25,-108.12,East,Southeast,West,Northwest,-112,-108,370,-480,-112,-108,-115,-105,344,-440,-115,-105,-111,-101,350,-435,-113,-102,-110,-110,324,-435,-110,-110,-105,-115,350,-455,-115,-105,-110,-110,360,-500,-110,-110,-110,-110,345,-440,-110,-110,-105,-115,350,-450,-105,-115,-113,-113,340,-480,,
NBA,2026-01-04 10:24:23,2026-01-04 20:10,Phoenix Suns,Oklahoma City Thunder,No,841.9,Yes,-110.33,-109.44,308.0,-396.44,-109.0,-110.25,West,Pacific,West,Northwest,-112,-108,315,-400,-110,-110,-110,-110,310,-390,-110,-110,-106,-106,315,-386,-107,-107,-110,-110,305,-417,-110,-110,-112,-108,310,-395,-105,-115,-110,-110,285,-370,-110,-110,-110,-110,312,-390,-110,-110,-110,-110,310,-400,-110,-110,-113,-113,310,-420,,
NBA,2026-01-04 10:24:23,2026-01-04 21:10,Sacramento Kings,Milwaukee Bucks,No,1775.2,Yes,-109.78,-110.0,203.22,-247.11,-111.0,-108.38,West,Pacific,East,Central,-110,-110,215,-260,-110,-110,-110,-110,200,-240,-115,-105,-106,-106,202,-238,-113,-102,-110,-110,197,-246,-110,-110,-108,-112,200,-245,-110,-110,-110,-110,200,-240,-110,-110,-110,-110,215,-255,-110,-110,-110,-110,200,-250,-110,-110,-114,-112,200,-250,,
NBA,2026-01-04 10:24:23,2026-01-04 21:40,Los Angeles Lakers,Memphis Grizzlies,No,1604.9,Yes,-111.67,-108.11,-229.11,189.11,-109.38,-109.88,West,Pacific,West,Southwest,-110,-110,-225,188,-110,-110,-115,-105,-220,186,-110,-110,-111,-101,-219,188,-107,-107,-110,-110,-233,185,-110,-110,-112,-108,-230,190,-108,-112,-105,-115,-250,210,-110,-110,-110,-110,-220,185,-110,-110,-115,-105,-220,180,-110,-110,-117,-109,-245,190,,
