League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-08 18:38:51,2026-04-08 19:10,3fe42fd427985fed1fee7c2e58935a67,Cleveland Cavaliers,Atlanta Hawks,No,553.9,Yes,East,Central,East,Southeast,-109.56,-108.78,-3.67,3.67,-163.33,138.56,-110.0,-109.67,236.44,-110,-110,-164,138,-110,-110,-112,-108,-166,140,-110,-110,-110,-110,-164,134,-110,-110,-113,-110,-159,128,-113,-110,-106,-106,-167,148,-107,-107,-110,-110,-165,145,-110,-110,-105,-105,-165,140,-110,-110,-110,-110,-165,140,-110,-110,-110,-110,-155.0,134.0,-110,-110
NBA,2026-04-08 18:38:51,2026-04-08 19:10,c14b4c18b6b1e91a53302fdcc32910f2,Detroit Pistons,Milwaukee Bucks,Yes,252.3,Yes,East,Central,East,Central,-110.44,-109.0,-21.17,21.17,-4294.0,1326.5,-110.11,-109.44,222.72,-110,-110,-3000,1300,-112,-108,-110,-110,-3200,1400,-118,-102,-110,-110,-10099,1483,-110,-110,-113,-110,-2500,1050,-109,-113,-111,-101,-3253,1363,-107,-107,-115,-105,-3300,1316,-110,-110,-110,-110,-5000,1500,-105,-115,-105,-115,-4000,1200,-110,-110,-110,-110,,,-110,-110
NBA,2026-04-08 18:38:51,2026-04-08 19:10,cc5e682d9f44baa1c9d41eb3fd1c89b0,Orlando Magic,Minnesota Timberwolves,No,1308.4,Yes,East,Southeast,West,Northwest,-110.11,-109.33,-11.44,11.44,-496.0,372.0,-109.44,-110.22,232.94,-108,-112,-520,400,-110,-110,-108,-112,-470,360,-105,-115,-110,-110,-455,334,-110,-110,-110,-113,-590,400,-113,-110,-109,-103,-464,370,-107,-107,-113,-107,-470,364,-110,-110,-110,-110,-500,375,-110,-110,-110,-110,-525,375,-110,-110,-113,-107,-470.0,370.0,-110,-110
NBA,2026-04-08 18:38:51,2026-04-08 20:10,08c9fd2b6b80f1f763e2c2eb3e935208,San Antonio Spurs,Portland Trail Blazers,No,1721.8,Yes,West,Southwest,West,Northwest,-106.67,-112.78,-3.5,3.5,-160.22,135.22,-110.0,-109.56,229.72,-106,-114,-162,136,-110,-110,-105,-115,-166,140,-112,-108,-110,-110,-165,134,-110,-110,-109,-114,-159,128,-110,-112,-103,-109,-155,136,-110,-104,-107,-113,-155,135,-113,-107,-105,-115,-160,135,-105,-115,-105,-115,-160,135,-110,-110,-110,-110,-160.0,138.0,-110,-110
NBA,2026-04-08 18:38:51,2026-04-08 21:10,41c07b1937b8a59703253dc470ca4ddb,Denver Nuggets,Memphis Grizzlies,No,880.4,Yes,West,Northwest,West,Southwest,-111.78,-107.67,-23.11,23.11,-6967.62,1619.38,-110.67,-108.89,246.5,-112,-108,-4500,2000,-110,-110,-110,-110,-4000,1600,-115,-105,-110,-110,-10000,1492,-110,-110,-113,-110,-10000,1400,-113,-109,-111,-101,-5041,1711,-110,-104,-115,-105,-5200,1552,-113,-107,-110,-110,-10000,1900,-105,-115,-115,-105,-7000,1300,-110,-110,-110,-110,,,-110,-110
NBA,2026-04-08 18:38:51,2026-04-08 22:10,3e95057b94b2d930c8cc201db634eaf8,Phoenix Suns,Dallas Mavericks,No,885.4,Yes,West,Pacific,West,Southwest,-109.0,-110.44,-12.22,12.22,-644.11,462.89,-110.56,-109.22,233.33,-110,-110,-620,460,-114,-106,-105,-115,-650,470,-112,-108,-110,-110,-667,454,-110,-110,-109,-114,-670,450,-112,-112,-109,-103,-615,471,-107,-107,-113,-107,-625,461,-110,-110,-105,-115,-650,475,-110,-110,-110,-110,-675,460,-110,-110,-110,-110,-625.0,465.0,-110,-110
NBA,2026-04-08 18:38:51,2026-04-08 22:10,68ab4a35de88dba88af31eeb3ba710fb,Los Angeles Clippers,Oklahoma City Thunder,No,1188.0,Yes,West,Pacific,West,Northwest,-109.44,-110.0,8.22,-8.22,263.44,-330.0,-110.11,-109.56,225.06,-108,-112,265,-330,-110,-110,-112,-108,270,-340,-105,-115,-110,-110,248,-323,-110,-110,-109,-114,255,-335,-114,-109,-106,-106,271,-327,-107,-107,-110,-110,267,-330,-110,-110,-115,-105,260,-325,-115,-105,-105,-115,260,-320,-110,-110,-110,-110,275.0,-340.0,-110,-110
