League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds
NBA,2026-01-12 16:26:35,2026-01-12 19:10,Cleveland Cavaliers,Utah Jazz,No,1569.1,Yes,-109.89,-109.89,-562.22,413.67,-109.12,-110.12,East,Central,West,Northwest,-110,-110,-560,420,-106,-114,-107,-113,-555,418,-110,-110,-103,-109,-547,427,-107,-107,-112,-108,-550,410,-110,-110,-112,-114,-560,390,,,-110,-110,-588,413,-110,-110,-110,-110,-550,390,-105,-115,-110,-110,-525,405,-115,-105,-115,-105,-625,450,-110,-110
NBA,2026-01-12 16:26:35,2026-01-12 19:40,Indiana Pacers,Boston Celtics,No,807.3,Yes,-109.89,-109.89,172.89,-208.33,-110.75,-108.5,East,Central,East,Atlantic,-112,-108,172,-210,-112,-108,-108,-112,175,-202,-110,-110,-104,-108,176,-201,-107,-107,-108,-112,170,-205,-112,-108,-112,-114,170,-220,,,-110,-110,173,-217,-110,-110,-115,-105,170,-200,-110,-110,-110,-110,180,-210,-110,-110,-110,-110,170,-210,-115,-105
NBA,2026-01-12 16:26:35,2026-01-12 19:40,Toronto Raptors,Philadelphia 76ers,Yes,337.5,Yes,-108.67,-111.11,129.22,-153.56,-110.12,-109.12,East,Atlantic,East,Atlantic,-108,-112,130,-154,-110,-110,-105,-115,130,-150,-112,-108,-101,-111,132,-149,-109,-105,-115,-105,130,-155,-105,-115,-114,-112,132,-165,,,-110,-110,125,-154,-110,-110,-105,-115,130,-150,-110,-110,-105,-115,129,-150,-110,-110,-115,-105,125,-155,-115,-105
NBA,2026-01-12 16:26:35,2026-01-12 20:40,Dallas Mavericks,Brooklyn Nets,No,1374.0,Yes,-110.33,-109.33,-167.11,140.89,-110.12,-109.12,West,Southwest,East,Atlantic,-106,-114,-166,140,-112,-108,-108,-112,-164,144,-110,-110,-104,-108,-164,145,-107,-107,-115,-105,-166,140,-112,-108,-115,-110,-167,133,,,-110,-110,-172,139,-110,-110,-110,-110,-170,145,-110,-110,-110,-110,-165,142,-110,-110,-115,-105,-170,140,-110,-110
NBA,2026-01-12 16:26:35,2026-01-12 22:10,Sacramento Kings,Los Angeles Lakers,Yes,361.1,Yes,-110.22,-109.56,291.89,-372.33,-109.88,-109.38,West,Pacific,West,Pacific,-114,-106,295,-370,-115,-105,-105,-115,296,-370,-110,-110,-101,-111,301,-366,-107,-107,-115,-105,300,-380,-112,-108,-117,-109,310,-420,,,-110,-110,280,-370,-110,-110,-110,-110,275,-350,-110,-110,-110,-110,280,-350,-110,-110,-110,-110,290,-375,-105,-115
NBA,2026-01-12 16:26:35,2026-01-12 22:40,Los Angeles Clippers,Charlotte Hornets,No,2127.1,Yes,-111.22,-108.56,-195.56,164.11,-109.88,-109.38,West,Pacific,East,Southeast,-112,-108,-190,160,-110,-110,-112,-108,-192,167,-110,-110,-108,-104,-192,168,-107,-107,-115,-105,-192,160,-112,-108,-109,-117,-195,155,,,-110,-110,-204,165,-110,-110,-110,-110,-200,170,-110,-110,-110,-110,-195,167,-110,-110,-115,-105,-200,165,-110,-110
