League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-03-09 06:41:19,2026-03-09 19:10,45df97b54d688962ca73235c4837a580,Cleveland Cavaliers,Philadelphia 76ers,No,359.4,Yes,East,Central,East,Atlantic,-112.22,-107.22,-11.56,11.56,-577.0,422.0,-111.0,-108.67,226.89,-114,-106,-590,440,-108,-112,-112,-108,-550,410,-115,-105,-110,-110,-561,400,-110,-110,-111,-101,-542,423,-107,-107,-115,-105,-550,415,-110,-110,-110,-110,-550,400,-115,-105,-113,-110,-625,425,-114,-109,-115,-105,-550,425,-110,-110,-110,-110,-675,460,-110,-110
NBA,2026-03-09 06:41:19,2026-03-09 19:40,cb3e1961956f4bc06c934db6acb30b32,Brooklyn Nets,Memphis Grizzlies,No,956.1,Yes,East,Atlantic,West,Southwest,-110.44,-109.11,1.17,-1.17,-58.67,-116.89,-108.56,-111.22,221.28,-106,-114,102,-120,-110,-110,-115,-105,-105,-115,-115,-105,-110,-110,-103,-119,-110,-110,-106,-106,-103,-113,-102,-113,-110,-110,-105,-115,-105,-115,-115,-105,-102,-118,-110,-110,-112,-112,-107,-117,-110,-113,-110,-110,-105,-115,-105,-115,-110,-110,100,-120,-110,-110
NBA,2026-03-09 06:41:19,2026-03-09 19:40,0b99caf66dc0e57b0a2bb492e66e9b48,Oklahoma City Thunder,Denver Nuggets,Yes,506.0,Yes,West,Northwest,West,Northwest,-39.56,-113.33,-7.28,7.28,-283.22,228.78,-110.0,-109.67,230.44,-108,-112,-275,225,-110,-110,-118,-102,-285,230,-110,-110,-110,-110,-297,229,-110,-110,104,-116,-272,229,-107,-107,100,-120,-275,226,-110,-110,-102,-118,-285,230,-110,-110,-112,-112,-305,230,-113,-110,100,-120,-275,230,-110,-110,-110,-110,-280,230,-110,-110
NBA,2026-03-09 06:41:19,2026-03-09 21:10,e9b7eed293592882faf41217d4cdfea9,Utah Jazz,Golden State Warriors,No,598.7,Yes,West,Northwest,West,Pacific,-107.89,-111.56,5.39,-5.39,183.44,-222.11,-108.56,-111.22,227.11,-106,-114,190,-230,-110,-110,-110,-110,180,-218,-115,-105,-110,-110,186,-233,-110,-110,-101,-111,191,-223,-102,-113,-105,-115,189,-225,-105,-115,-110,-110,180,-220,-105,-115,-114,-109,160,-200,-110,-113,-105,-115,190,-225,-110,-110,-110,-110,185,-225,-110,-110
NBA,2026-03-09 06:41:19,2026-03-09 22:10,1fc5f15b45f76793f11e64508b1222c3,Los Angeles Clippers,New York Knicks,No,2459.8,Yes,West,Pacific,East,Atlantic,-111.67,-107.89,2.22,-2.22,111.11,-132.44,-110.0,-109.78,220.5,-112,-108,112,-132,-110,-110,-115,-105,114,-135,-110,-110,-110,-110,110,-135,-110,-110,-106,-106,112,-128,-105,-109,-110,-110,110,-130,-108,-112,-115,-105,110,-135,-110,-110,-112,-112,107,-132,-112,-112,-110,-110,110,-130,-110,-110,-115,-105,115,-135,-115,-105
