League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2026-03-15 06:25:24,2026-03-15 13:10,689cb75979724773a16b617332228d55,Oklahoma City Thunder,Minnesota Timberwolves,Yes,693.5,No,West,Northwest,West,Northwest,-110.44,-109.0,-8.67,8.67,-399.78,309.22,-110.11,-109.56,225.94,-112,-108,-375,300,-108,-112,-112,-108,-395,310,-110,-110,-110,-110,-400,316,-115,-105,-106,-106,-395,321,-113,-102,-109,-114,-420,300,-110,-112,-110,-110,-380,290,-110,-110,-115,-105,-425,320,-105,-115,-110,-110,-405,325,-110,-110,-110,-110,-403,301,-110,-110
NBA,2026-03-15 06:25:24,2026-03-15 15:40,45f9fc1bf871b54d2392e9ec6506097f,Cleveland Cavaliers,Dallas Mavericks,No,1025.8,No,East,Central,West,Southwest,-111.89,-107.56,-16.56,16.56,-1486.78,824.22,-108.78,-111.0,236.39,-114,-106,-1200,750,-114,-106,-112,-108,-1600,900,-110,-110,-113,-107,-1500,874,-105,-115,-109,-103,-1464,910,-102,-113,-114,-109,-1250,650,-113,-110,-115,-105,-1600,800,-110,-110,-110,-110,-1600,875,-110,-110,-110,-110,-1500,850,-105,-115,-110,-110,-1667,809,-110,-110
NBA,2026-03-15 06:25:24,2026-03-15 15:40,ee20dd8148c700589a380b7f5b5c1010,Toronto Raptors,Detroit Pistons,No,206.8,No,East,Atlantic,East,Central,-109.11,-110.33,3.56,-3.56,141.44,-168.22,-109.56,-110.22,222.94,-112,-108,136,-162,-110,-110,-110,-110,145,-175,-112,-108,-105,-115,148,-168,-110,-110,-101,-111,149,-168,-107,-107,-114,-109,135,-167,-112,-112,-110,-110,135,-160,-110,-110,-110,-110,145,-180,-105,-115,-110,-110,146,-170,-110,-110,-110,-110,134,-164,-110,-110
NBA,2026-03-15 06:25:24,2026-03-15 15:40,4d87f60750a28b81c5a82803e3b412a7,Milwaukee Bucks,Indiana Pacers,Yes,244.2,No,East,Central,East,Central,-111.78,-107.67,-7.5,7.5,-289.44,233.78,-109.89,-109.78,228.5,-110,-110,-290,235,-110,-110,-115,-105,-285,230,-112,-108,-115,-105,-275,226,-110,-110,-111,-101,-272,229,-107,-107,-110,-113,-305,230,-110,-113,-105,-115,-300,250,-110,-110,-115,-105,-285,230,-110,-110,-115,-105,-290,240,-110,-110,-110,-110,-303,234,-110,-110
NBA,2026-03-15 06:25:24,2026-03-15 18:10,6420f72c1e96bb40f11548af8dbb2950,Philadelphia 76ers,Portland Trail Blazers,No,2412.5,No,East,Atlantic,West,Northwest,-107.67,-111.89,7.5,-7.5,249.22,-310.56,-110.11,-109.56,228.67,-108,-112,235,-290,-110,-110,-108,-112,245,-305,-115,-105,-105,-115,252,-310,-110,-110,-101,-111,256,-307,-107,-107,-112,-112,230,-305,-114,-109,-105,-115,260,-320,-110,-110,-110,-110,260,-325,-105,-115,-110,-110,260,-320,-110,-110,-110,-110,245,-313,-110,-110
NBA,2026-03-15 06:25:24,2026-03-15 20:10,f9869f17c6d1080f1c2d99d55725ce16,New York Knicks,Golden State Warriors,No,2570.6,Yes,East,Atlantic,West,Pacific,-108.78,-110.67,-13.5,13.5,-861.89,570.89,-109.44,-110.33,216.94,-106,-114,-900,610,-106,-114,-108,-112,-850,575,-110,-110,-110,-110,-840,581,-110,-110,-106,-106,-824,598,-107,-107,-114,-109,-910,540,-112,-112,-110,-110,-900,575,-110,-110,-105,-115,-900,575,-110,-110,-110,-110,-800,550,-110,-110,-110,-110,-833,534,-110,-110
NBA,2026-03-15 06:25:24,2026-03-15 22:10,ae243acf61e3bbc8a0fef18df12adf30,Sacramento Kings,Utah Jazz,No,533.2,Yes,West,Pacific,West,Northwest,-111.78,-107.67,-2.17,2.17,-132.89,111.44,-109.44,-110.33,233.44,-114,-106,-130,110,-106,-114,-108,-112,-135,114,-110,-110,-115,-105,-132,112,-110,-110,-111,-101,-130,114,-107,-107,-113,-110,-130,105,-112,-112,-110,-110,-130,110,-110,-110,-110,-110,-140,115,-110,-110,-115,-105,-130,110,-110,-110,-110,-110,-139,113,-110,-110
