League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-02-17 13:58:33,2026-02-19 19:00,c93f72cb146ef69c7bd4a79f03481123,Washington Wizards,Indiana Pacers,No,492.8,Yes,East,Southeast,East,Central,-110.88,-108.5,4.19,-4.19,149.6,-180.6,-109.62,-110.12,235.06,-108,-112,154,-186,-110,-110,-113.0,-110.0,135.0,-167.0,-112.0,-112.0,-115.0,-105.0,154.0,-185.0,-108.0,-112.0,-115.0,-105.0,145.0,-180.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,160.0,-185.0,-110.0,-110.0
NBA,2026-02-17 13:58:33,2026-02-19 19:10,d647541d42648749f3bde601547fa1be,Philadelphia 76ers,Atlanta Hawks,No,663.4,Yes,East,Atlantic,East,Southeast,-109.5,-110.0,-4.5,4.5,-188.8,156.6,-109.75,-109.75,235.75,-108,-112,-198,166,-108,-112,-112.0,-112.0,-186.0,148.0,-113.0,-109.0,-110.0,-110.0,-185.0,154.0,-110.0,-110.0,-110.0,-110.0,-190.0,155.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-185.0,160.0,-110.0,-110.0
NBA,2026-02-17 13:58:33,2026-02-19 19:10,24a92d49df82923f29b3e9cda4d57446,Cleveland Cavaliers,Brooklyn Nets,No,406.4,Yes,East,Central,East,Atlantic,-109.88,-109.5,-14.5,14.5,-836.0,554.0,-109.75,-109.88,228.44,-110,-110,-820,570,-110,-110,-113.0,-110.0,-910.0,550.0,-113.0,-110.0,-110.0,-110.0,-750.0,525.0,-108.0,-112.0,-110.0,-110.0,-800.0,550.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-900.0,575.0,-110.0,-110.0
NBA,2026-02-17 13:58:33,2026-02-19 19:10,97031eee2ea39d890bf5046a1c57c7a7,Charlotte Hornets,Houston Rockets,No,927.0,Yes,East,Southeast,West,Southwest,-108.88,-110.5,2.5,-2.5,116.2,-139.2,-109.88,-109.75,213.62,-112,-108,120,-142,-110,-110,-113.0,-110.0,112.0,-139.0,-110.0,-113.0,-110.0,-110.0,114.0,-135.0,-112.0,-108.0,-110.0,-110.0,115.0,-140.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-101.0,-111.0,,,-107.0,-107.0,-105.0,-115.0,,,-110.0,-110.0,-110.0,-110.0,120.0,-140.0,-110.0,-110.0
NBA,2026-02-17 13:58:33,2026-02-19 19:40,0ea61c4bb159036d242d6aa077216586,New York Knicks,Detroit Pistons,No,482.2,Yes,East,Atlantic,East,Central,-112.5,-107.0,-3.62,3.62,-171.8,142.6,-109.38,-110.25,222.5,-110,-110,-174,146,-108,-112,-112.0,-112.0,-175.0,140.0,-110.0,-113.0,-112.0,-108.0,-170.0,142.0,-110.0,-110.0,-115.0,-105.0,-170.0,140.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-111.0,-101.0,,,-107.0,-107.0,-115.0,-105.0,,,-110.0,-110.0,-115.0,-105.0,-170.0,145.0,-110.0,-110.0
NBA,2026-02-17 13:58:33,2026-02-19 20:10,537f72a12ccf54596ce42c638bacb485,Chicago Bulls,Toronto Raptors,No,438.9,Yes,East,Central,East,Atlantic,-110.62,-108.75,6.0,-6.0,171.2,-207.6,-109.62,-110.12,233.38,-112,-108,166,-198,-110,-110,-115.0,-108.0,180.0,-225.0,-112.0,-112.0,-102.0,-118.0,170.0,-205.0,-108.0,-112.0,-115.0,-105.0,170.0,-210.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-115.0,-105.0,170.0,-200.0,-110.0,-110.0
NBA,2026-02-17 13:58:33,2026-02-19 20:40,d34f8e76f10dd65a684c9bd6301e667e,San Antonio Spurs,Phoenix Suns,No,850.8,Yes,West,Southwest,West,Pacific,-108.62,-110.75,-7.5,7.5,-299.0,241.0,-110.0,-109.62,225.44,-108,-112,-290,235,-110,-110,-110.0,-113.0,-295.0,230.0,-113.0,-110.0,-105.0,-115.0,-310.0,250.0,-110.0,-110.0,-110.0,-110.0,-300.0,240.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-300.0,250.0,-110.0,-110.0
NBA,2026-02-17 13:58:33,2026-02-19 22:10,7bb1dc8e7e0b6a77195533729951d187,Golden State Warriors,Boston Celtics,No,2697.8,Yes,West,Pacific,East,Atlantic,-109.75,-109.62,3.81,-3.81,137.6,-165.6,-109.25,-110.5,217.06,-114,-106,140,-166,-115,-105,-110.0,-113.0,132.0,-165.0,-112.0,-112.0,-108.0,-112.0,136.0,-162.0,-105.0,-115.0,-105.0,-115.0,140.0,-170.0,-105.0,-115.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,,,-110.0,-110.0,-115.0,-105.0,140.0,-165.0,-110.0,-110.0
NBA,2026-02-17 13:58:33,2026-02-19 22:10,fc4ef6fdb917bca80f99940665442e96,Sacramento Kings,Orlando Magic,No,2394.9,Yes,West,Pacific,East,Southeast,-110.0,-109.38,12.5,-12.5,462.0,-652.0,-108.75,-111.0,224.69,-108,-112,460,-620,-108,-112,-114.0,-109.0,475.0,-715.0,-113.0,-110.0,-112.0,-108.0,470.0,-650.0,-112.0,-108.0,-110.0,-110.0,475.0,-650.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-102.0,-113.0,-110.0,-110.0,,,-105.0,-115.0,-110.0,-110.0,430.0,-625.0,-110.0,-110.0
NBA,2026-02-17 13:58:33,2026-02-19 22:40,13c088a4f279e674bf80e4cb06d231a9,Los Angeles Clippers,Denver Nuggets,No,839.4,Yes,West,Pacific,West,Northwest,-106.75,-112.62,3.5,-3.5,137.0,-165.0,-110.25,-109.38,225.81,-108,-112,142,-168,-105,-115,-110.0,-113.0,132.0,-165.0,-110.0,-113.0,-105.0,-115.0,136.0,-162.0,-115.0,-105.0,-105.0,-115.0,135.0,-165.0,-115.0,-105.0,-110.0,-110.0,,,-110.0,-110.0,-101.0,-111.0,,,-107.0,-107.0,-105.0,-115.0,,,-110.0,-110.0,-110.0,-110.0,140.0,-165.0,-110.0,-110.0
