League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds
NBA,2025-11-22 01:32:54,2025-11-22 13:10,Charlotte Hornets,Los Angeles Clippers,No,2127.1,No,-109.33,-110.44,104.88,-125.5,-109.44,-110.33,East,Southeast,West,Pacific,-110,-110,110,-130,-108,-112,-106,-106,109,-125,-107,-107,-110,-110,107,-127,-110,-110,-110,-110,106,-130,-110,-110,-110,-110,102,-122,-110,-110,-110,-110,,,-110,-110,-110,-110,100,-120,-110,-110,-105,-115,100,-120,-110,-110,-113,-113,105,-130,-110,-114
NBA,2025-11-22 01:32:54,2025-11-22 17:10,Orlando Magic,New York Knicks,No,940.3,No,-112.78,-107.0,-0.88,-119.12,-112.44,-41.0,East,Southeast,East,Atlantic,-110,-110,102,-120,-110,-110,-111,-101,102,-118,-118,103,-115,-105,100,-120,-120,100,-110,-110,-101,-120,-110,-110,-115,-105,100,-120,-105,-115,-115,-105,,,-120,100,-115,-105,-102,-118,-105,-115,-110,-110,-105,-115,-110,-110,-114,-112,-103,-122,-114,-112
NBA,2025-11-22 01:32:54,2025-11-22 19:10,New Orleans Pelicans,Atlanta Hawks,No,424.9,Yes,-110.11,-109.67,277.38,-353.62,-109.44,-110.67,West,Southwest,East,Southeast,-110,-110,290,-360,-110,-110,-106,-106,267,-322,-102,-113,-110,-110,263,-325,-105,-115,-110,-110,269,-357,-110,-110,-108,-112,270,-340,-115,-105,-110,-110,,,-110,-110,-110,-110,275,-350,-110,-110,-115,-105,295,-390,-110,-110,-112,-114,290,-385,-113,-113
NBA,2025-11-22 01:32:54,2025-11-22 20:10,Chicago Bulls,Washington Wizards,No,598.0,Yes,-110.0,-109.78,-728.75,507.0,-110.44,-109.56,East,Central,East,Southeast,-110,-110,-650,480,-110,-110,-106,-106,-689,517,-107,-107,-110,-110,-700,505,-110,-110,-110,-110,-776,519,-110,-110,-110,-110,-750,525,-108,-112,-110,-110,,,-110,-110,-110,-110,-750,525,-115,-105,-110,-110,-800,525,-110,-110,-114,-112,-715,460,-114,-112
NBA,2025-11-22 01:32:54,2025-11-22 20:10,Milwaukee Bucks,Detroit Pistons,Yes,252.3,Yes,-110.0,-109.67,290.5,-372.0,-109.56,-110.44,East,Central,East,Central,-114,-106,275,-335,-110,-110,-111,-101,304,-371,-107,-107,-115,-105,299,-375,-110,-110,-110,-110,286,-385,-110,-110,-105,-115,300,-380,-110,-110,-105,-115,,,-110,-110,-110,-110,290,-375,-105,-115,-105,-115,290,-380,-110,-110,-115,-110,280,-375,-114,-112
NBA,2025-11-22 01:32:54,2025-11-22 20:40,Dallas Mavericks,Memphis Grizzlies,Yes,420.5,Yes,-111.44,-108.33,-132.38,110.88,-110.0,-110.0,West,Southwest,West,Southwest,-108,-112,-134,114,-110,-110,-106,-106,-133,117,-107,-107,-110,-110,-135,115,-110,-110,-110,-110,-133,109,-110,-110,-118,-102,-130,110,-110,-110,-110,-110,,,-110,-110,-118,-102,-135,110,-110,-110,-110,-110,-120,100,-110,-110,-113,-113,-139,112,-113,-113
NBA,2025-11-22 01:32:54,2025-11-22 22:10,Denver Nuggets,Sacramento Kings,No,888.1,Yes,-108.89,-110.89,-666.0,470.62,-111.11,-108.89,West,Northwest,West,Pacific,-112,-108,-520,400,-110,-110,-101,-111,-659,499,-113,-102,-105,-115,-670,488,-115,-105,-110,-110,-714,468,-110,-110,-115,-105,-675,490,-112,-108,-105,-115,,,-110,-110,-110,-110,-700,500,-110,-110,-110,-110,-675,460,-110,-110,-112,-114,-715,460,-110,-115
