League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-28 19:16:22,2026-05-28 20:40,78fd894a8789f5fd7f2318cc85b2fc44,San Antonio Spurs,Oklahoma City Thunder,No,419.4,Yes,West,Southwest,West,Northwest,-110.78,-108.67,-3.5,3.5,-162.11,137.0,-110.67,-109.0,219.06,-110,-110,-162,136,-115,-105,-110.0,-113.0,-162.0,130.0,-109.0,-114.0,-110,-110,-162,136,-115,-105,-110.0,-110.0,-160.0,135.0,-110.0,-110.0,-113.0,-107.0,-162.0,142.0,-110.0,-110.0,-109.0,-103.0,-162.0,143.0,-107.0,-107.0,-110.0,-110.0,-164.0,133.0,-110.0,-110.0,-110.0,-110.0,-165.0,140.0,-110.0,-110.0,-115.0,-105.0,-160.0,138.0,-110.0,-110.0
NBA,2026-05-28 19:16:22,2026-06-03 20:40,27f8823f01243e8857b317dec213f14c,Oklahoma City Thunder,New York Knicks,No,1328.1,Yes,West,Northwest,East,Atlantic,-110.5,-109.5,-7.0,7.0,-245.0,201.5,-111.0,-109.0,216.0,-106,-114,-240,198,-112,-108,,,,,,,-115,-105,-250,205,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-05-28 19:16:22,2026-06-03 20:40,1aae688472781f1a1aaf3efdb38e884b,San Antonio Spurs,New York Knicks,No,1581.9,Yes,West,Southwest,East,Atlantic,-107.5,-112.5,-4.5,4.5,-167.0,141.0,-109.0,-111.0,217.5,-110,-110,-168,142,-108,-112,,,,,,,-105,-115,-166,140,-110,-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
