League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-29 07:26:09,2026-04-29 19:10,912bee9cc9d36b6017819f012c0c56f1,Detroit Pistons,Orlando Magic,No,956.1,Yes,East,Central,East,Southeast,-109.89,-109.44,-9.89,9.89,-407.44,314.0,-109.22,-110.44,211.44,-118,-102,-395,310,-108,-112,-104,-108,-395,321,-107,-107,-108,-112,-400,316,-110,-110,-114,-106,-390,310,-108,-112,-113,-109,-455,325,-110,-113,-102,-118,-425,320,-110,-110,-110,-110,-417,309,-110,-110,-110,-110,-390,295,-110,-110,-110.0,-110.0,-400.0,320.0,-110.0,-110.0
NBA,2026-04-29 07:26:09,2026-04-29 19:40,6fa2ebdc614d327bc9a4558541adcd30,Cleveland Cavaliers,Toronto Raptors,No,189.3,Yes,East,Central,East,Atlantic,-111.44,-107.89,-8.78,8.78,-384.0,300.44,-111.56,-108.22,216.11,-118,-102,-375,295,-110,-110,-106,-106,-376,308,-110,-104,-110,-110,-380,303,-113,-107,-112,-108,-375,310,-114,-106,-112,-110,-420,300,-112,-112,-115,-105,-375,300,-110,-110,-110,-110,-385,288,-110,-110,-110,-110,-390,295,-110,-110,-110.0,-110.0,-380.0,305.0,-115.0,-105.0
NBA,2026-04-29 07:26:09,2026-04-29 22:10,0d0aa62d4305ee094389473b308ce0bd,Los Angeles Lakers,Houston Rockets,No,1375.3,Yes,West,Pacific,West,Southwest,-110.33,-109.11,-4.17,4.17,-180.11,151.33,-108.11,-111.67,208.33,-105,-115,-180,150,-115,-105,-111,-101,-177,156,-102,-113,-115,-105,-177,155,-105,-115,-108,-112,-180,152,-112,-108,-109,-114,-182,145,-109,-114,-105,-115,-185,150,-105,-115,-110,-110,-185,149,-110,-110,-115,-105,-175,150,-110,-110,-115.0,-105.0,-180.0,155.0,-105.0,-115.0
NBA,2026-04-29 07:26:09,2026-04-30 19:10,24992ea72a9115eaa601ff602cc60468,Atlanta Hawks,New York Knicks,No,748.3,Yes,East,Southeast,East,Atlantic,-107.88,-111.75,1.88,-1.88,108.5,-129.62,-112.0,-107.75,213.62,-105,-115,105,-125,-110,-110,-101,-111,114,-130,-113,-102,-105,-115,112,-132,-115,-105,-104,-118,110,-130,-110,-110,-113,-110,105,-130,-113,-110,-115,-105,110,-135,-115,-105,-110,-110,102,-125,-110,-110,-110,-110,110,-130,-110,-110,,,,,,
NBA,2026-04-29 07:26:09,2026-04-30 20:10,b2f1e46d7adfcf49fa68a52df4938626,Philadelphia 76ers,Boston Celtics,Yes,273.6,Yes,East,Atlantic,East,Atlantic,-107.75,-111.62,5.56,-5.56,181.25,-220.0,-110.5,-109.12,212.56,-105,-115,180,-218,-110,-110,-101,-111,183,-212,-107,-107,-105,-115,182,-213,-110,-110,-106,-114,184,-220,-114,-106,-115,-108,175,-225,-113,-110,-110,-110,180,-220,-110,-110,-110,-110,181,-227,-110,-110,-110,-110,185,-225,-110,-110,,,,,,
NBA,2026-04-29 07:26:09,2026-04-30 21:40,b981ac0f551b6f109cd18fa31de439b4,Minnesota Timberwolves,Denver Nuggets,Yes,699.6,Yes,West,Northwest,West,Northwest,-107.0,-112.38,5.56,-5.56,189.5,-232.0,-108.12,-111.5,225.06,-105,-115,185,-225,-110,-110,-104,-108,195,-228,-104,-110,-108,-112,192,-230,-107,-113,-106,-114,190,-230,-110,-110,-113,-110,190,-245,-109,-114,-105,-115,190,-235,-105,-115,-110,-110,184,-233,-110,-110,-105,-115,190,-230,-110,-110,,,,,,
