League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds
NBA,2025-11-04 13:34:52,2025-11-04 19:40,Toronto Raptors,Milwaukee Bucks,No,432.0,Yes,-108.67,-111.11,-150.33,127.22,-110.67,-109.11,East,Atlantic,East,Central,-114.0,-106.0,-154.0,130.0,-112.0,-108.0,-104.0,-108.0,-149.0,132.0,-107.0,-107.0,-108.0,-112.0,-150.0,130.0,-110.0,-110.0,-108.0,-112.0,-155.0,130.0,-108.0,-112.0,-105.0,-115.0,-150.0,125.0,-110.0,-110.0,-110.0,-110.0,-152.0,123.0,-110.0,-110.0,-110.0,-110.0,-150.0,129.0,-110.0,-110.0,-110.0,-110.0,-150.0,130.0,-115.0,-105.0,-109,-117,-143,116,-114,-110
NBA,2025-11-04 13:34:52,2025-11-04 20:10,Atlanta Hawks,Orlando Magic,Yes,401.3,Yes,-108.89,-110.89,135.44,-161.11,-112.67,-107.22,East,Southeast,East,Southeast,-108.0,-112.0,144.0,-172.0,-114.0,-106.0,-103.0,-109.0,136.0,-155.0,-113.0,-102.0,-107.0,-113.0,135.0,-155.0,-115.0,-105.0,-108.0,-112.0,136.0,-162.0,-108.0,-112.0,-105.0,-115.0,135.0,-160.0,-110.0,-110.0,-110.0,-110.0,130.0,-161.0,-110.0,-110.0,-110.0,-110.0,138.0,-160.0,-115.0,-105.0,-115.0,-105.0,135.0,-160.0,-115.0,-105.0,-114,-112,130,-165,-114,-110
NBA,2025-11-04 13:34:52,2025-11-04 20:10,New Orleans Pelicans,Charlotte Hornets,No,649.8,Yes,-85.56,-111.78,-140.78,118.44,-110.56,-109.44,West,Southwest,East,Southeast,-106.0,-114.0,-132.0,112.0,-110.0,-110.0,101.0,-113.0,-142.0,125.0,-109.0,-105.0,-103.0,-117.0,-143.0,123.0,-112.0,-108.0,-112.0,-108.0,-142.0,120.0,-112.0,-108.0,-110.0,-110.0,-145.0,118.0,-110.0,-110.0,-110.0,-110.0,-147.0,120.0,-110.0,-110.0,-110.0,-110.0,-140.0,120.0,-110.0,-110.0,-110.0,-110.0,-140.0,120.0,-110.0,-110.0,-110,-114,-136,108,-112,-114
NBA,2025-11-04 13:34:52,2025-11-04 20:10,Chicago Bulls,Philadelphia 76ers,No,668.1,Yes,-61.0,-114.22,-115.56,-60.0,-111.0,-109.0,East,Central,East,Atlantic,-106.0,-114.0,-112.0,-106.0,-114.0,-106.0,-101.0,-111.0,-109.0,-107.0,-109.0,-105.0,-102.0,-118.0,-111.0,-109.0,-112.0,-108.0,105.0,-125.0,-115.0,-105.0,-115.0,-105.0,100.0,-120.0,-115.0,-105.0,-105.0,-115.0,-110.0,-110.0,-116.0,-105.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-120.0,100.0,-110.0,-110.0,-115,-110,-127,102,-114,-112
NBA,2025-11-04 13:34:52,2025-11-04 22:10,Golden State Warriors,Phoenix Suns,Yes,652.3,Yes,-109.33,-110.44,-462.89,350.78,-109.75,-110.25,West,Pacific,West,Pacific,-110.0,-110.0,-370.0,295.0,-110.0,-110.0,-104.0,-108.0,-455.0,364.0,-107.0,-107.0,-108.0,-112.0,-460.0,358.0,-110.0,-110.0,-118.0,-102.0,-470.0,360.0,-112.0,-108.0,-110.0,-110.0,-550.0,400.0,-105.0,-115.0,-110.0,-110.0,-492.0,356.0,-110.0,-110.0,-110.0,-110.0,-504.0,394.0,,,-105.0,-115.0,-490.0,355.0,-110.0,-110.0,-109,-117,-375,275,-114,-112
NBA,2025-11-04 13:34:52,2025-11-04 23:10,Los Angeles Clippers,Oklahoma City Thunder,No,1188.0,Yes,-111.22,-108.44,230.67,-287.0,-108.89,-111.11,West,Pacific,West,Northwest,-114.0,-106.0,230.0,-290.0,-106.0,-114.0,-104.0,-108.0,233.0,-277.0,-107.0,-107.0,-108.0,-112.0,230.0,-280.0,-110.0,-110.0,-115.0,-105.0,240.0,-298.0,-108.0,-112.0,-115.0,-105.0,230.0,-295.0,-105.0,-115.0,-110.0,-110.0,220.0,-278.0,-110.0,-110.0,-110.0,-110.0,238.0,-285.0,-110.0,-110.0,-115.0,-105.0,225.0,-275.0,-110.0,-110.0,-110,-115,230,-305,-114,-112
NBA,2025-11-04 13:34:52,2025-12-25 12:00,New York Knicks,Cleveland Cavaliers,No,404.7,No,-113.0,-113.0,-143.0,117.0,-113.0,-113.0,East,Atlantic,East,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-113,-113,-143,117,-113,-113
NBA,2025-11-04 13:34:52,2025-12-25 17:00,Golden State Warriors,Dallas Mavericks,No,1481.0,No,-114.0,-112.0,-200.0,160.0,-114.0,-112.0,West,Pacific,West,Southwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-114,-112,-200,160,-114,-112
NBA,2025-11-04 13:34:52,2025-12-25 22:30,Denver Nuggets,Minnesota Timberwolves,Yes,699.6,Yes,-117.0,-109.0,-220.0,175.0,-112.0,-114.0,West,Northwest,West,Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117,-109,-220,175,-112,-114
