League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-03-20 18:28:55,2026-03-20 19:40,9dec9fb17fd32b89e42c5060a469312a,Brooklyn Nets,New York Knicks,Yes,4.8,Yes,East,Atlantic,East,Atlantic,-107.67,-111.89,18.56,-18.56,1061.33,-2227.78,-108.89,-110.78,214.94,-106,-114,1200,-2500,-108,-112,-110.0,-110.0,969.0,-2000.0,-110.0,-110.0,-110,-110,1200,-2400,-110,-110,-101.0,-111.0,1092.0,-1950.0,-107.0,-107.0,-105.0,-115.0,1041.0,-2000.0,-110.0,-110.0,-105.0,-115.0,1050.0,-2500.0,-105.0,-115.0,-110.0,-110.0,1000.0,-2200.0,-110.0,-110.0,-112,-112,950,-2500,-110,-113,-110.0,-110.0,1050.0,-2000.0,-110.0,-110.0
NBA,2026-03-20 18:28:55,2026-03-20 19:40,f381a9f3443b5155e9e74cbdb8c0c849,Detroit Pistons,Golden State Warriors,No,2090.2,Yes,East,Central,West,Pacific,-107.89,-111.56,-5.17,5.17,-209.11,173.44,-110.22,-109.44,216.94,-108,-112,-205,172,-112,-108,-110.0,-110.0,-208.0,168.0,-110.0,-110.0,-102,-118,-205,170,-105,-115,-106.0,-106.0,-204.0,179.0,-107.0,-107.0,-110.0,-110.0,-205.0,177.0,-110.0,-110.0,-105.0,-115.0,-210.0,170.0,-115.0,-105.0,-105.0,-115.0,-220.0,180.0,-110.0,-110.0,-115,-108,-220,170,-113,-110,-110.0,-110.0,-205.0,175.0,-110.0,-110.0
NBA,2026-03-20 18:28:55,2026-03-20 20:10,bf9a522d732a5622666e8bae89203de1,Houston Rockets,Atlanta Hawks,No,701.6,Yes,West,Southwest,East,Southeast,-111.0,-108.44,-3.11,3.11,-153.44,128.89,-110.67,-109.11,226.83,-108,-112,-158,134,-110,-110,-110.0,-110.0,-152.0,124.0,-110.0,-110.0,-108,-112,-155,130,-108,-112,-106.0,-106.0,-144.0,127.0,-113.0,-102.0,-110.0,-110.0,-145.0,125.0,-115.0,-105.0,-118.0,-102.0,-155.0,125.0,-110.0,-110.0,-115.0,-105.0,-160.0,135.0,-110.0,-110.0,-114,-109,-167,135,-110,-113,-110.0,-110.0,-145.0,125.0,-110.0,-110.0
NBA,2026-03-20 18:28:55,2026-03-20 20:10,62da7cf8935f70ca97e56996eda2dd1a,Memphis Grizzlies,Boston Celtics,No,1136.9,Yes,West,Southwest,East,Atlantic,-110.11,-109.33,15.33,-15.33,748.33,-1247.11,-110.33,-109.44,230.5,-112,-108,810,-1350,-112,-108,-110.0,-110.0,690.0,-1250.0,-110.0,-110.0,-115,-105,750,-1200,-112,-108,-103.0,-109.0,781.0,-1174.0,-107.0,-107.0,-107.0,-113.0,754.0,-1200.0,-110.0,-110.0,-115.0,-105.0,750.0,-1200.0,-110.0,-110.0,-110.0,-110.0,750.0,-1400.0,-110.0,-110.0,-109,-114,700,-1250,-112,-112,-110.0,-110.0,750.0,-1200.0,-110.0,-110.0
NBA,2026-03-20 18:28:55,2026-03-20 20:10,ad2565936a516016f0e5cde775d11ad0,Minnesota Timberwolves,Portland Trail Blazers,Yes,1426.0,Yes,West,Northwest,West,Northwest,-111.22,-108.22,-1.5,1.5,-126.33,105.22,-109.89,-109.89,231.5,-110,-110,-124,104,-112,-108,-110.0,-110.0,-127.0,103.0,-110.0,-110.0,-115,-105,-130,110,-108,-112,-109.0,-103.0,-125.0,109.0,-107.0,-107.0,-113.0,-107.0,-127.0,107.0,-110.0,-110.0,-110.0,-110.0,-130.0,105.0,-110.0,-110.0,-105.0,-115.0,-120.0,100.0,-110.0,-110.0,-114,-109,-127,102,-112,-112,-115.0,-105.0,-127.0,107.0,-110.0,-110.0
NBA,2026-03-20 18:28:55,2026-03-20 21:10,1bcdb9dabad4bb99e11958b30508dc78,Denver Nuggets,Toronto Raptors,No,1346.9,Yes,West,Northwest,East,Atlantic,-110.11,-109.33,-7.0,7.0,-281.0,228.56,-110.0,-109.67,238.94,-110,-110,-275,225,-110,-110,-110.0,-110.0,-278.0,219.0,-110.0,-110.0,-105,-115,-298,240,-110,-110,-107.0,-105.0,-277.0,233.0,-107.0,-107.0,-111.0,-109.0,-280.0,230.0,-110.0,-110.0,-118.0,-102.0,-275.0,225.0,-110.0,-110.0,-110.0,-110.0,-280.0,230.0,-110.0,-110.0,-110,-113,-286,220,-113,-110,-110.0,-110.0,-280.0,235.0,-110.0,-110.0
NBA,2026-03-20 18:28:55,2026-03-21 19:11,041a208c3a53186e8bc0983045ab66f7,Orlando Magic,Los Angeles Lakers,No,2202.7,Yes,East,Southeast,West,Pacific,-108.0,-113.0,2.67,-2.67,129.67,-156.67,-107.67,-113.33,231.5,-106,-114,134,-158,-108,-112,,,,,,,-108,-112,130,-155,-105,-115,,,,,,,,,,,,,,,,,,,,,,,,,-110,-113,125,-157,-110,-113,,,,,,
