League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-10 06:58:07,2026-05-10 15:40,878243c543236baba132ad43ae333aae,Philadelphia 76ers,New York Knicks,Yes,85.5,No,East,Atlantic,East,Atlantic,-109.78,-109.67,1.11,-1.11,33.17,-120.17,-108.89,-110.89,213.11,-110,-110,100,-118,-106,-114,-110,-110,102,-122,-110,-110,-109,-114,102,-125,-112,-112,-118.0,-102.0,-105,-115,-105,-115,-101,-111,,,-107,-107,-105,-115,,,-110,-110,-110,-110,-105,-116,-110,-110,-115,-105,105,-125,-110,-110,-110.0,-110.0,,,-110.0,-110.0
NBA,2026-05-10 06:58:07,2026-05-10 19:40,77e60e525f42e8337027f550bcd2f1cc,Minnesota Timberwolves,San Antonio Spurs,No,1109.0,Yes,West,Northwest,West,Southwest,-38.0,-114.78,4.33,-4.33,155.44,-185.67,-109.44,-110.33,218.44,-110,-110,156,-186,-108,-112,-105,-115,154,-185,-108,-112,-110,-113,155,-200,-112,-112,-105.0,-115.0,155,-190,-110,-110,106,-118,158.0,-180.0,-107,-107,102,-122,157.0,-180.0,-110,-110,-110,-110,149,-185,-110,-110,-110,-110,160,-185,-110,-110,100.0,-120.0,155.0,-180.0,-110.0,-110.0
NBA,2026-05-10 06:58:07,2026-05-11 20:00,b537062ee0483d20ae932052628b663d,Cleveland Cavaliers,Detroit Pistons,Yes,91.4,Yes,East,Central,East,Central,-109.75,-109.62,-3.56,3.56,-164.0,137.38,-107.88,-111.88,212.62,-114,-106,-164,138,-108,-112,-110,-110,-162,136,-105,-115,-108,-115,-175,138,-113,-110,-110.0,-110.0,-165,135,-110,-110,-106,-106,-160.0,141.0,-102,-113,-110,-110,-160.0,140.0,-105,-115,-110,-110,-161,131,-110,-110,-110,-110,-165,140,-110,-110,,,,,,
NBA,2026-05-10 06:58:07,2026-05-11 22:40,0db68bfa022e22873f48b8539addd5ae,Los Angeles Lakers,Oklahoma City Thunder,No,1182.5,Yes,West,Pacific,West,Northwest,-108.57,-111.0,10.79,-10.79,389.75,-525.5,-108.88,-110.88,214.19,-104,-118,400,-520,-106,-114,-105,-115,380,-500,-110,-110,-110,-113,390,-560,-113,-110,,,375,-500,-115,-105,-106,-106,401.0,-508.0,-102,-113,-110,-110,393.0,-515.0,-105,-115,-110,-110,379,-526,-110,-110,-115,-105,400,-575,-110,-110,,,,,,
