League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-05 15:20:35,2026-05-05 19:10,0d7933fbc3dd3e384f9b709cff4e882c,Detroit Pistons,Cleveland Cavaliers,Yes,91.4,Yes,East,Central,East,Central,-107.78,-111.67,-3.5,3.5,-152.67,128.89,-111.0,-108.67,215.83,-108,-112,-154,130,-114,-106,-102,-118,-148,124,-108,-112,-108,-112,-150,130,-111,-109,-104,-108,-149,132,-108,-106,-108,-115,-157,128,-113,-110,-110,-110,-156,127,-110,-110,-110,-110,-150,125,-115,-105,-110,-110,-160,135,-110,-110,-110.0,-110.0,-150.0,129.0,-110.0,-110.0
NBA,2026-05-05 15:20:35,2026-05-05 20:40,689b4554b0b10e67f46872eb2e74b98d,Oklahoma City Thunder,Los Angeles Lakers,No,1182.5,Yes,West,Northwest,West,Pacific,-110.0,-109.44,-15.44,15.44,-901.33,593.78,-111.22,-108.44,213.83,-110,-110,-900,610,-114,-106,-110,-110,-900,600,-110,-110,-110,-110,-900,613,-110,-110,-106,-106,-883,631,-107,-107,-109,-114,-1000,600,-110,-113,-110,-110,-879,560,-110,-110,-110,-110,-900,575,-115,-105,-115,-105,-900,575,-115,-105,-110.0,-110.0,-850.0,580.0,-110.0,-110.0
NBA,2026-05-05 15:20:35,2026-05-06 19:10,d146e10295545e18ac8915a1f5860317,New York Knicks,Philadelphia 76ers,Yes,85.5,Yes,East,Atlantic,East,Atlantic,-108.12,-111.12,-7.19,7.19,-278.25,224.62,-110.12,-109.5,215.0,-105,-115,-290,235,-110,-110,-110,-110,-270,220,-110,-110,-108,-112,-275,226,-110,-110,-104,-108,-272,229,-107,-107,-113,-109,-275,215,-109,-114,-110,-110,-294,227,-110,-110,-105,-115,-275,220,-115,-105,-110,-110,-275,225,-110,-110,,,,,,
NBA,2026-05-05 15:20:35,2026-05-06 21:40,246001ab42d44857430f7fe63f423461,San Antonio Spurs,Minnesota Timberwolves,No,1109.0,Yes,West,Southwest,West,Northwest,-110.25,-109.25,-9.5,9.5,-391.38,302.25,-110.0,-109.62,215.75,-114,-106,-405,320,-110,-110,-110,-110,-360,285,-110,-110,-110,-110,-370,296,-110,-110,-106,-106,-366,301,-107,-107,-112,-112,-435,320,-113,-110,-110,-110,-385,291,-110,-110,-110,-110,-400,300,-110,-110,-110,-110,-410,305,-110,-110,,,,,,
