League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-02 06:48:36,2026-04-02 19:10,289fb44a6171fe5e7365b05dca97889e,Charlotte Hornets,Phoenix Suns,No,1782.7,Yes,East,Southeast,West,Pacific,-110.89,-108.44,-5.33,5.33,-208.56,173.56,-111.44,-108.22,222.72,-110,-110,-215,180,-114,-106,-115,-105,-200,174,-110,-110,-111,-101,-200,175,-107,-107,-108,-112,-205,170,-112,-108,-110,-110,-210,170,-115,-105,-114,-108,-210,165,-110,-113,-110,-110,-210,175,-115,-105,-110,-110,-217,173,-110,-110,-110,-110,-210.0,180.0,-110,-110
NBA,2026-04-02 06:48:36,2026-04-02 19:10,b70520c84d1db67fb83d5d3666ef1d46,Detroit Pistons,Minnesota Timberwolves,No,543.2,Yes,East,Central,West,Northwest,-109.67,-109.78,-3.28,3.28,-158.11,133.56,-109.89,-109.78,224.89,-108,-112,-158,134,-106,-114,-115,-105,-155,135,-110,-110,-111,-101,-155,136,-107,-107,-105,-115,-162,136,-112,-108,-105,-115,-160,135,-110,-110,-108,-115,-162,130,-114,-109,-110,-110,-160,135,-110,-110,-110,-110,-156,127,-110,-110,-115,-105,-155.0,134.0,-110,-110
NBA,2026-04-02 06:48:36,2026-04-02 21:40,97f990a7956a23f16f9298270f5b556e,Oklahoma City Thunder,Los Angeles Lakers,No,1182.5,Yes,West,Northwest,West,Pacific,-109.22,-110.33,-9.06,9.06,-358.33,282.11,-110.11,-109.67,229.61,-110,-110,-370,295,-110,-110,-110,-110,-350,280,-110,-110,-106,-106,-345,285,-107,-107,-105,-115,-345,275,-112,-108,-105,-115,-350,280,-110,-110,-112,-112,-385,285,-112,-112,-115,-105,-360,280,-110,-110,-110,-110,-370,279,-110,-110,-110,-110,-350.0,280.0,-110,-110
NBA,2026-04-02 06:48:36,2026-04-02 22:10,67a88265216bd48208f38288dba434ba,Golden State Warriors,Cleveland Cavaliers,No,2166.2,Yes,West,Pacific,East,Central,-108.89,-110.56,10.11,-10.11,359.11,-476.22,-109.67,-110.0,227.5,-114,-106,360,-460,-110,-110,-107,-113,358,-460,-110,-110,-103,-109,364,-455,-107,-107,-115,-105,360,-470,-110,-110,-102,-118,360,-475,-110,-110,-114,-109,360,-530,-110,-113,-110,-110,360,-500,-110,-110,-110,-110,350,-476,-110,-110,-105,-115,360.0,-460.0,-110,-110
NBA,2026-04-02 06:48:36,2026-04-02 22:10,52a9bdfa0493e80275ae71f49de1146f,Portland Trail Blazers,New Orleans Pelicans,No,2062.1,Yes,West,Northwest,West,Southwest,-109.67,-109.78,-6.39,6.39,-247.56,202.78,-110.78,-108.89,232.11,-108,-112,-245,200,-106,-114,-115,-105,-245,203,-115,-105,-111,-101,-243,206,-113,-102,-108,-112,-250,205,-105,-115,-110,-110,-235,195,-110,-110,-110,-113,-250,195,-113,-109,-105,-115,-245,205,-110,-110,-110,-110,-270,211,-110,-110,-110,-110,-245.0,205.0,-115,-105
NBA,2026-04-02 06:48:36,2026-04-02 22:40,8acdc53c485cd361a907edc8d53091f2,Los Angeles Clippers,San Antonio Spurs,No,1210.8,Yes,West,Pacific,West,Southwest,-110.44,-109.0,4.11,-4.11,146.88,-175.0,-111.11,-108.56,231.0,-114,-106,150,-178,-110,-110,-110,-110,149,-170,-110,-110,-106,-106,150,-170,-107,-107,-102,-118,145,-175,-115,-105,-118,-102,145,-175,-115,-105,-114,-109,143,-182,-113,-110,-110,-110,150,-175,-110,-110,-110,-110,143,-175,-110,-110,-110,-110,,,-110,-110
