League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds
NBA,2025-12-09 16:22:32,2025-12-09 18:10,Orlando Magic,Miami Heat,Yes,203.7,No,-109.78,-109.89,-116.12,-103.75,-107.44,-112.67,East,Southeast,East,Southeast,-108,-112,-118,-102,-105,-115,-110,-110,-112,-104,-106,-114,-115,-110,-120,-105,-114,-112,-105,-115,-118,-102,-105,-115,-110,-110,-115,-105,-110,-110,-108,-104,-115.0,-101.0,-102,-113,-112,-108,-117.0,-103.0,-105,-115,-110.0,-110.0,,,-110.0,-110.0,-110.0,-110.0,-114.0,-108.0,-110.0,-110.0
NBA,2025-12-09 16:22:32,2025-12-09 20:30,Toronto Raptors,New York Knicks,Yes,340.9,Yes,-110.22,-109.44,173.67,-208.67,-108.56,-111.44,East,Atlantic,East,Atlantic,-112,-108,170,-205,-105,-115,-112,-108,168,-200,-106,-114,-115,-110,170,-215,-114,-112,-115,-105,170,-210,-105,-115,-115,-105,175,-210,-110,-110,-102,-110,179.0,-204.0,-107,-107,-106,-114,177.0,-205.0,-110,-110,-105.0,-115.0,180.0,-210.0,-110.0,-110.0,-110.0,-110.0,174.0,-219.0,-110.0,-110.0
NBA,2025-12-09 16:22:32,2025-12-10 19:30,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-107.86,-111.86,-1103.0,675.0,-110.43,-109.57,West,Northwest,West,Pacific,-108,-112,-1100,700,-110,-110,-108,-112,-1100,700,-114,-106,-113,-113,-1115,650,-112,-114,-110,-110,-1100,675,-110,-110,-110,-110,-1100,650,-110,-110,-101,-111,,,-107,-107,-105,-115,,,-110,-110,,,,,,,,,,,,
NBA,2025-12-09 16:22:32,2025-12-10 22:00,Los Angeles Lakers,San Antonio Spurs,No,1208.0,Yes,-110.57,-109.14,-190.0,156.0,-111.29,-108.71,West,Pacific,West,Southwest,-110,-110,-185,154,-110,-110,-110,-110,-180,152,-114,-106,-113,-113,-200,155,-113,-113,-110,-110,-190,154,-115,-105,-115,-105,-195,165,-110,-110,-106,-106,,,-107,-107,-110,-110,,,-110,-110,,,,,,,,,,,,
