League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2025-12-08 13:38:18,2025-12-08 19:10,Indiana Pacers,Sacramento Kings,No,1887.3,Yes,-108.89,-110.89,-173.67,146.0,-109.56,-110.33,East,Central,West,Pacific,-110,-110,-168,142,-106,-114,-106.0,-106.0,-170.0,150.0,-107.0,-107.0,-110.0,-110.0,-170.0,149.0,-110.0,-110.0,-110.0,-110.0,-180.0,144.0,-110.0,-110.0,-102,-118,-180,150,-115,-105,-117,-109,-180,143,-113,-112,-105.0,-115.0,-175.0,145.0,-110.0,-110.0,-110.0,-110.0,-170.0,146.0,-110.0,-110.0,-110.0,-110.0,-170.0,145.0,-105.0,-115.0
NBA,2025-12-08 13:38:18,2025-12-08 19:40,Minnesota Timberwolves,Phoenix Suns,No,1279.2,Yes,-111.56,-108.0,-347.44,274.44,-111.67,-108.33,West,Northwest,West,Pacific,-112,-108,-340,275,-110,-110,-108.0,-104.0,-327.0,271.0,-113.0,-102.0,-112.0,-108.0,-330.0,267.0,-115.0,-105.0,-110.0,-110.0,-360.0,277.0,-110.0,-110.0,-118,-102,-345,275,-112,-108,-109,-115,-375,275,-110,-115,-115.0,-105.0,-350.0,275.0,-110.0,-110.0,-110.0,-110.0,-340.0,275.0,-115.0,-105.0,-110.0,-110.0,-360.0,280.0,-110.0,-110.0
NBA,2025-12-08 13:38:18,2025-12-08 20:10,New Orleans Pelicans,San Antonio Spurs,Yes,503.7,Yes,-110.11,-109.67,335.22,-436.44,-109.78,-110.22,West,Southwest,West,Southwest,-110,-110,330,-420,-112,-108,-106.0,-106.0,344.0,-427.0,-109.0,-105.0,-110.0,-110.0,339.0,-432.0,-112.0,-108.0,-110.0,-110.0,341.0,-459.0,-110.0,-110.0,-108,-112,340,-440,-108,-112,-117,-109,310,-420,-112,-114,-110.0,-110.0,340.0,-450.0,-105.0,-115.0,-110.0,-110.0,338.0,-430.0,-110.0,-110.0,-110.0,-110.0,335.0,-450.0,-110.0,-110.0
NBA,2025-12-08 13:38:18,2025-12-09 18:10,Orlando Magic,Miami Heat,Yes,203.7,No,-112.4,-107.2,-34.67,-119.67,-109.6,-110.4,East,Southeast,East,Southeast,-110,-110,102,-120,-108,-112,-111.0,-101.0,,,-107.0,-107.0,-115.0,-105.0,,,-110.0,-110.0,,,,,,,-112,-108,-102,-118,-110,-110,-114,-112,-104,-121,-113,-113,,,,,,,,,,,,,,,,,,
NBA,2025-12-08 13:38:18,2025-12-09 20:30,Toronto Raptors,New York Knicks,Yes,340.9,Yes,-107.17,-112.5,155.33,-188.33,-109.0,-111.0,East,Atlantic,East,Atlantic,-110,-110,152,-180,-110,-110,-101.0,-111.0,,,-107.0,-107.0,-105.0,-115.0,,,-110.0,-110.0,,,,,,,-105,-115,154,-185,-105,-115,-112,-114,160,-200,-112,-114,,,,,,,,,,,,,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-12-08 13:38:18,2025-12-10 19:30,Oklahoma City Thunder,Phoenix Suns,No,841.9,Yes,-114.0,-107.67,-1450.0,806.67,-110.0,-111.33,West,Northwest,West,Pacific,-114,-106,-1500,870,-110,-110,,,,,,,,,,,,,,,,,,,-115,-105,-1600,900,-110,-110,-113,-112,-1250,650,-110,-114,,,,,,,,,,,,,,,,,,
NBA,2025-12-08 13:38:18,2025-12-10 22:00,Los Angeles Lakers,San Antonio Spurs,No,1208.0,Yes,-110.67,-111.33,-188.0,154.33,-109.67,-112.33,West,Pacific,West,Southwest,-114,-106,-186,156,-112,-108,,,,,,,,,,,,,,,,,,,-105,-115,-198,164,-105,-115,-113,-113,-180,143,-112,-114,,,,,,,,,,,,,,,,,,
