League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds
NBA,2026-03-17 06:47:19,2026-03-17 19:10,97559ed79c99e86d90fc2f9d2059e761,Charlotte Hornets,Miami Heat,Yes,651.7,Yes,East,Southeast,East,Southeast,-109.11,-110.33,-3.61,3.61,-169.33,142.78,-110.11,-109.56,233.33,-110,-110,-158,134,-110,-110,-108,-112,-175,145,-110,-110,-110,-110,-161,131,-110,-110,-113,-110,-175,140,-114,-109,-106,-106,-170,150,-107,-107,-110,-110,-170,149,-110,-110,-110,-110,-170.0,146.0,-110,-110,-105,-115,-175,145,-110,-110,-110,-110,-170,145,-110,-110
NBA,2026-03-17 06:47:19,2026-03-17 19:10,ef96df74a063b75de7971612d1c1b18a,Washington Wizards,Detroit Pistons,No,396.2,Yes,East,Southeast,East,Central,-109.56,-109.89,17.83,-17.83,907.38,-1709.75,-110.11,-109.67,234.56,-110,-110,900,-1600,-110,-110,-105,-115,950,-1650,-112,-108,-110,-110,874,-1667,-110,-110,-110,-113,850,-2000,-112,-112,-106,-106,950,-1561,-107,-107,-110,-110,910,-1600,-110,-110,-110,-110,,,-110,-110,-115,-105,875,-1600,-110,-110,-110,-110,950,-2000,-110,-110
NBA,2026-03-17 06:47:19,2026-03-17 19:10,1071bc9088322a8c42c7cd80db4c8c6f,Orlando Magic,Oklahoma City Thunder,No,1058.6,Yes,East,Southeast,West,Northwest,-109.11,-110.33,9.5,-9.5,339.56,-443.78,-111.67,-108.22,221.44,-108,-112,330,-420,-110,-110,-110,-110,350,-455,-110,-110,-110,-110,325,-440,-110,-110,-113,-110,310,-420,-112,-112,-106,-106,356,-444,-113,-102,-110,-110,350,-450,-115,-105,-110,-110,355.0,-450.0,-115,-105,-110,-110,350,-475,-110,-110,-105,-115,330,-440,-110,-110
NBA,2026-03-17 06:47:19,2026-03-17 19:40,9eba01d4cfa06caacc9d62a166b5a632,New York Knicks,Indiana Pacers,No,646.0,Yes,East,Atlantic,East,Central,-107.78,-111.67,-16.44,16.44,-1324.89,776.22,-111.11,-108.56,223.94,-112,-108,-1350,810,-110,-110,-108,-112,-1350,800,-115,-105,-110,-110,-1304,725,-110,-110,-109,-114,-1250,700,-113,-110,-101,-111,-1270,826,-107,-107,-105,-115,-1300,795,-110,-110,-105,-115,-1300.0,780.0,-110,-110,-110,-110,-1400,800,-115,-105,-110,-110,-1400,750,-110,-110
NBA,2026-03-17 06:47:19,2026-03-17 20:10,8951b3300ad3588888cb2397ea770d5e,Milwaukee Bucks,Cleveland Cavaliers,Yes,336.6,Yes,East,Central,East,Central,-108.0,-111.44,9.89,-9.89,351.67,-462.89,-111.56,-86.11,228.78,-108,-112,350,-450,-110,-110,-102,-118,360,-470,-105,-115,-110,-110,346,-476,-110,-110,-114,-109,325,-455,-112,-112,-106,-106,360,-450,-115,100,-110,-110,354,-455,-117,-103,-110,-110,360.0,-455.0,-115,-105,-102,-118,360,-475,-110,-110,-110,-110,350,-480,-110,-110
NBA,2026-03-17 06:47:19,2026-03-17 20:10,79806ec6c1db4dc28fa93612d8269dc0,Minnesota Timberwolves,Phoenix Suns,No,1279.2,Yes,West,Northwest,West,Pacific,-38.11,-114.89,-4.11,4.11,-173.11,145.67,-109.44,-110.33,220.72,-108,-112,-180,152,-106,-114,-112,-108,-175,145,-110,-110,-110,-110,-179,144,-110,-110,-112,-112,-180,143,-112,-112,109,-122,-167,148,-107,-107,105,-125,-167,147,-110,-110,105,-125,-165.0,142.0,-110,-110,-110,-110,-175,145,-110,-110,-110,-110,-170,145,-110,-110
NBA,2026-03-17 06:47:19,2026-03-17 21:10,259082f7f5b98968cfaa3245ddc3da0b,Denver Nuggets,Philadelphia 76ers,No,1579.7,Yes,West,Northwest,East,Atlantic,-109.33,-110.11,-15.5,15.5,-1136.0,703.12,-112.11,-107.78,235.22,-110,-110,-950,660,-114,-106,-110,-110,-1100,700,-110,-110,-110,-110,-1111,673,-110,-110,-113,-110,-1250,700,-112,-112,-106,-106,-1077,733,-113,-102,-110,-110,-1100,709,-115,-105,-110,-110,,,-115,-105,-110,-110,-1200,725,-110,-110,-105,-115,-1300,725,-110,-110
NBA,2026-03-17 06:47:19,2026-03-17 23:10,352d39711b11d736c88876aa668df022,Sacramento Kings,San Antonio Spurs,No,1460.9,Yes,West,Pacific,West,Southwest,-113.0,-39.78,13.67,-13.67,575.0,-865.12,-109.0,-110.78,234.83,-110,-110,500,-700,-114,-106,-112,-108,600,-900,-112,-108,-110,-110,586,-927,-110,-110,-109,-114,550,-910,-113,-110,-116,104,603,-834,-102,-113,-120,100,586,-850,-105,-115,-120,100,,,-105,-115,-110,-110,600,-900,-110,-110,-110,-110,575,-900,-110,-110
