League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-05-04 07:44:54,2026-05-04 20:10,b11391b35b7a0cf79deeef3bb3eb9009,New York Knicks,Philadelphia 76ers,Yes,85.5,Yes,East,Atlantic,East,Atlantic,-107.22,-112.33,-7.44,7.44,-287.0,231.78,-109.11,-110.44,213.0,-108,-112,-290,235,-110,-110,-108,-112,-290,235,-110,-110,-107,-113,-280,230,-110,-110,-103,-109,-277,233,-107,-107,-112,-112,-295,225,-110,-112,-105,-115,-285,235,-110,-110,-110,-110,-286,225,-110,-110,-105,-115,-295,230,-105,-115,-107.0,-113.0,-285.0,238.0,-110.0,-110.0
NBA,2026-05-04 07:44:54,2026-05-04 21:40,219920e3a715ceb3dc69f3638f7571d5,San Antonio Spurs,Minnesota Timberwolves,No,1109.0,Yes,West,Southwest,West,Northwest,-107.78,-111.78,-13.17,13.17,-682.11,480.44,-109.33,-110.33,217.61,-105,-115,-600,440,-108,-112,-106,-114,-650,480,-106,-114,-108,-112,-650,476,-110,-110,-104,-108,-640,487,-107,-107,-112,-112,-910,540,-113,-110,-110,-110,-675,460,-110,-110,-110,-110,-714,491,-110,-110,-105,-115,-650,475,-110,-110,-110.0,-110.0,-650.0,475.0,-110.0,-110.0
NBA,2026-05-04 07:44:54,2026-05-05 19:10,0d7933fbc3dd3e384f9b709cff4e882c,Detroit Pistons,Cleveland Cavaliers,Yes,91.4,Yes,East,Central,East,Central,-84.38,-110.25,-3.19,3.19,-154.75,130.12,-112.0,-107.75,213.94,-105,-115,-155,130,-110,-110,-104,-118,-152,128,-114,-106,-115,-105,-155,135,-115,-105,-111,-101,-155,136,-113,-102,-115,-108,-157,125,-109,-114,-115,-105,-150,130,-110,-110,-110,-110,-149,122,-110,-110,100,-120,-165,135,-115,-105,,,,,,
NBA,2026-05-04 07:44:54,2026-05-05 21:40,689b4554b0b10e67f46872eb2e74b98d,Oklahoma City Thunder,Los Angeles Lakers,No,1182.5,Yes,West,Northwest,West,Pacific,-109.38,-110.0,-15.81,15.81,-1242.0,738.75,-109.12,-110.62,213.44,-110,-110,-1200,750,-110,-110,-115,-105,-1200,750,-110,-110,-110,-110,-1100,709,-107,-113,-106,-106,-1077,733,-104,-110,-114,-109,-1430,750,-112,-112,-105,-115,-1300,725,-110,-110,-110,-110,-1429,768,-110,-110,-105,-115,-1200,725,-110,-110,,,,,,
