League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-30 07:25:25,2026-04-30 19:10,24992ea72a9115eaa601ff602cc60468,Atlanta Hawks,New York Knicks,No,748.3,Yes,East,Southeast,East,Atlantic,-107.33,-112.22,2.5,-2.5,121.44,-143.67,-110.67,-109.0,213.89,-110,-110,116,-136,-114,-106,-108,-112,124,-148,-110,-110,-110,-110,118,-145,-115,-105,-101,-111,127,-144,-107,-107,-105,-115,125,-145,-110,-110,-112,-112,112,-139,-110,-113,-110,-110,116,-141,-110,-110,-105,-115,130,-150,-110,-110,-105.0,-115.0,125.0,-145.0,-110.0,-110.0
NBA,2026-04-30 07:25:25,2026-04-30 20:10,b2f1e46d7adfcf49fa68a52df4938626,Philadelphia 76ers,Boston Celtics,Yes,273.6,Yes,East,Atlantic,East,Atlantic,-108.44,-111.0,5.83,-5.83,193.22,-234.44,-110.44,-109.22,212.56,-106,-114,190,-230,-114,-106,-105,-115,190,-230,-110,-110,-105,-115,190,-235,-110,-110,-108,-104,198,-232,-107,-107,-112,-108,195,-235,-110,-110,-110,-113,185,-235,-113,-110,-110,-110,191,-238,-110,-110,-110,-110,200,-240,-110,-110,-110.0,-110.0,200.0,-235.0,-110.0,-110.0
NBA,2026-04-30 07:25:25,2026-04-30 21:40,b981ac0f551b6f109cd18fa31de439b4,Minnesota Timberwolves,Denver Nuggets,Yes,699.6,Yes,West,Northwest,West,Northwest,-109.0,-110.44,5.72,-5.72,196.33,-239.56,-111.33,-108.44,224.94,-106,-114,198,-240,-114,-106,-105,-115,200,-245,-110,-110,-105,-115,200,-250,-110,-110,-109,-103,202,-238,-113,-102,-113,-107,200,-240,-115,-105,-108,-115,185,-235,-110,-113,-110,-110,184,-233,-110,-110,-110,-110,195,-235,-110,-110,-115.0,-105.0,203.0,-240.0,-110.0,-110.0
NBA,2026-04-30 07:25:25,2026-05-01 19:10,88e10294c54deffd6e9e6efcba249d2c,Orlando Magic,Detroit Pistons,No,956.1,Yes,East,Southeast,East,Central,-110.75,-108.62,3.25,-3.25,131.5,-155.62,-109.75,-110.12,210.81,-112,-108,134,-158,-114,-106,-110,-110,136,-162,-110,-110,-115,-105,135,-160,-115,-105,-106,-106,132,-149,-102,-113,-110,-110,130,-150,-105,-115,-113,-110,130,-162,-112,-112,-110,-110,125,-154,-110,-110,-110,-110,130,-150,-110,-110,,,,,,
NBA,2026-04-30 07:25:25,2026-05-01 19:40,d1938a9c13602a661e894f996f2680e8,Toronto Raptors,Cleveland Cavaliers,No,189.3,Yes,East,Atlantic,East,Central,-108.75,-110.88,3.94,-3.94,147.12,-175.62,-109.5,-110.12,220.19,-118,-104,150,-178,-110,-110,-105,-115,142,-170,-110,-110,-105,-115,145,-180,-110,-110,-104,-108,154,-175,-107,-107,-108,-112,153,-175,-110,-110,-110,-113,143,-180,-109,-114,-110,-110,140,-172,-110,-110,-110,-110,150,-175,-110,-110,,,,,,
NBA,2026-04-30 07:25:25,2026-05-01 21:40,c361a0b8c035a055bd9497b52674e3fb,Houston Rockets,Los Angeles Lakers,No,1375.3,Yes,West,Southwest,West,Pacific,-112.25,-107.38,-4.12,4.12,-183.25,153.38,-109.88,-109.88,206.62,-118,-104,-180,152,-110,-110,-110,-110,-180,150,-110,-110,-110,-110,-185,150,-110,-110,-111,-101,-185,162,-107,-107,-115,-105,-185,161,-110,-110,-114,-109,-177,140,-112,-112,-110,-110,-189,152,-110,-110,-110,-110,-185,160,-110,-110,,,,,,
