League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-01-13 23:11:15,2026-01-13 22:41,Los Angeles Lakers,Atlanta Hawks,No,1937.7,Yes,-59.75,-120.0,-211.6,161.0,-56.5,-123.5,West,Pacific,East,Southeast,-112,-118,-265,200,110,-146,100,-125,-250,190,-111,-118,-110,-120,-188,145,-115,-115,-117.0,-117.0,-180.0,135.0,,,,,-175.0,135.0,-110.0,-115.0,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2026-01-13 23:11:15,2026-01-13 23:10,Golden State Warriors,Portland Trail Blazers,No,536.0,Yes,-113.11,-106.67,-477.22,359.78,-109.5,-109.75,West,Pacific,West,Northwest,-106,-114,-500,385,-114,-106,-110,-110,-526,372,-110,-110,-115,-105,-470,360,-105,-115,-113.0,-113.0,-480.0,340.0,,,-118.0,-102.0,-475.0,360.0,-110.0,-110.0,-115.0,-105.0,-450.0,350.0,-110.0,-110.0,-111.0,-101.0,-444.0,356.0,-107.0,-107.0,-115.0,-105.0,-500.0,360.0,-110.0,-110.0,-115.0,-105.0,-450.0,355.0,-110.0,-110.0
NBA,2026-01-13 23:11:15,2026-01-14 19:10,Philadelphia 76ers,Cleveland Cavaliers,No,359.4,Yes,-106.71,-112.14,-111.5,-107.5,-109.57,-109.57,East,Atlantic,East,Central,-108,-112,-108,-108,-110,-110,-110,-110,-116,-104,-110,-110,-108,-112,-112,-108,-110,-110,,,,,,,,,,,,,-105.0,-115.0,,,-110.0,-110.0,-101.0,-111.0,,,-107.0,-107.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,,,-110.0,-110.0
NBA,2026-01-13 23:11:15,2026-01-14 19:10,Indiana Pacers,Toronto Raptors,No,440.8,Yes,-107.38,-111.62,113.2,-135.4,-107.0,-112.38,East,Central,East,Atlantic,-110,-110,118,-138,-114,-106,-110,-110,113,-139,-110,-110,-108,-112,110,-130,-105,-115,,,,,,,-110.0,-110.0,110.0,-135.0,-105.0,-115.0,-105.0,-115.0,,,-105.0,-115.0,-101.0,-111.0,,,-102.0,-113.0,-110.0,-110.0,115.0,-135.0,-110.0,-110.0,-105.0,-115.0,,,-105.0,-115.0
NBA,2026-01-13 23:11:15,2026-01-14 20:10,Chicago Bulls,Utah Jazz,No,1258.5,Yes,-111.75,-107.25,-139.0,116.4,-111.25,-108.12,East,Central,West,Northwest,-106,-114,-138,118,-112,-108,-110,-110,-147,119,-110,-110,-112,-108,-130,110,-110,-110,,,,,,,-115.0,-105.0,-140.0,115.0,-105.0,-115.0,-115.0,-105.0,,,-115.0,-105.0,-111.0,-101.0,,,-113.0,-102.0,-110.0,-110.0,-140.0,120.0,-110.0,-110.0,-115.0,-105.0,,,-115.0,-105.0
NBA,2026-01-13 23:11:15,2026-01-14 22:10,Sacramento Kings,New York Knicks,No,2506.3,Yes,-111.25,-107.75,401.8,-554.6,-108.38,-110.88,West,Pacific,East,Atlantic,-114,-106,385,-500,-110,-110,-110,-110,409,-588,-110,-110,-115,-105,400,-535,-105,-115,,,,,,,-115.0,-105.0,425.0,-600.0,-105.0,-115.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,390.0,-550.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0
NBA,2026-01-13 23:11:15,2026-01-14 22:40,Los Angeles Clippers,Washington Wizards,No,2308.1,Yes,-109.5,-109.5,-613.0,438.4,-110.12,-109.12,West,Pacific,East,Southeast,-110,-110,-590,440,-114,-106,-110,-110,-625,432,-110,-110,-110,-110,-600,440,-110,-110,,,,,,,-110.0,-110.0,-625.0,450.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0,-106.0,-106.0,,,-107.0,-107.0,-110.0,-110.0,-625.0,430.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0
