League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds
NBA,2026-04-09 18:40:25,2026-04-09 19:10,0852cffec341701f6a0dde8619ae9f56,Washington Wizards,Chicago Bulls,No,598.0,Yes,East,Southeast,East,Central,-109.22,-110.33,6.44,-6.44,212.11,-260.67,-109.67,-110.11,249.11,-110.0,-110.0,210.0,-258.0,-108.0,-112.0,-110.0,-110.0,215.0,-260.0,-110.0,-110.0,-106.0,-106.0,218.0,-258.0,-107.0,-107.0,-110.0,-110.0,213.0,-270.0,-110.0,-110.0,-110.0,-110.0,200.0,-250.0,-110.0,-110.0,-110.0,-110.0,215.0,-260.0,-110.0,-110.0,-112.0,-112.0,210.0,-275.0,-112.0,-112.0,-110.0,-110.0,218.0,-260.0,-110.0,-110.0,-105,-115,210,-255,-110,-110
NBA,2026-04-09 18:40:25,2026-04-09 19:10,53b49bbe56f8581f353bbbb5c6179ac5,Toronto Raptors,Miami Heat,No,1232.1,Yes,East,Atlantic,East,Southeast,-112.67,-84.56,-3.67,3.67,-165.67,139.33,-110.78,-108.89,236.5,-115.0,-105.0,-166.0,140.0,-112.0,-108.0,-117.0,-103.0,-160.0,140.0,-110.0,-110.0,-113.0,101.0,-160.0,141.0,-107.0,-107.0,-110.0,-110.0,-167.0,135.0,-110.0,-110.0,-115.0,-105.0,-170.0,140.0,-110.0,-110.0,-110.0,-110.0,-165.0,140.0,-110.0,-110.0,-110.0,-113.0,-175.0,138.0,-114.0,-109.0,-110.0,-110.0,-160.0,138.0,-110.0,-110.0,-114,-106,-168,142,-114,-106
NBA,2026-04-09 18:40:25,2026-04-09 19:40,bf30a732402325cab54ab666ee0f5c11,New York Knicks,Boston Celtics,Yes,188.4,Yes,East,Atlantic,East,Atlantic,-107.78,-110.56,-4.33,4.33,-178.44,150.33,-108.89,-110.78,212.56,-115.0,-105.0,-170.0,142.0,-110.0,-110.0,-105.0,-115.0,-175.0,153.0,-110.0,-110.0,-101.0,-111.0,-175.0,154.0,-107.0,-107.0,-110.0,-110.0,-175.0,143.0,-110.0,-110.0,-105.0,-105.0,-200.0,165.0,-110.0,-110.0,-110.0,-110.0,-175.0,150.0,-105.0,-115.0,-109.0,-114.0,-182.0,145.0,-113.0,-110.0,-110.0,-110.0,-180.0,155.0,-110.0,-110.0,-105,-115,-174,146,-105,-115
NBA,2026-04-09 18:40:25,2026-04-09 19:40,625bbdf7bc0bdf1d57b3f97742908221,Brooklyn Nets,Indiana Pacers,No,646.8,Yes,East,Atlantic,East,Central,-109.22,-110.33,3.0,-3.0,133.22,-157.67,-109.89,-109.89,224.5,-105.0,-115.0,136.0,-162.0,-110.0,-110.0,-110.0,-110.0,138.0,-158.0,-110.0,-110.0,-106.0,-106.0,139.0,-158.0,-107.0,-107.0,-110.0,-110.0,129.0,-159.0,-110.0,-110.0,-115.0,-105.0,135.0,-165.0,-110.0,-110.0,-110.0,-110.0,130.0,-150.0,-110.0,-110.0,-112.0,-112.0,128.0,-159.0,-112.0,-112.0,-110.0,-110.0,138.0,-160.0,-110.0,-110.0,-105,-115,126,-148,-110,-110
NBA,2026-04-09 18:40:25,2026-04-09 20:10,30b372ff1973370201b644c207be2dd3,Houston Rockets,Philadelphia 76ers,No,1339.3,Yes,West,Southwest,East,Atlantic,-111.0,-108.44,-6.17,6.17,-248.67,204.0,-109.44,-110.22,226.33,-108.0,-112.0,-250.0,205.0,-108.0,-112.0,-115.0,-105.0,-255.0,211.0,-110.0,-110.0,-111.0,-101.0,-253.0,214.0,-107.0,-107.0,-110.0,-110.0,-255.0,201.0,-110.0,-110.0,-110.0,-110.0,-250.0,200.0,-110.0,-110.0,-110.0,-110.0,-240.0,200.0,-110.0,-110.0,-110.0,-113.0,-250.0,200.0,-110.0,-113.0,-115.0,-105.0,-255.0,215.0,-110.0,-110.0,-110,-110,-230,190,-110,-110
NBA,2026-04-09 18:40:25,2026-04-09 22:10,29fe17f5b19da82ce2957c3683a10aa7,Golden State Warriors,Los Angeles Lakers,Yes,345.4,Yes,West,Pacific,West,Pacific,-110.33,-109.11,-2.5,2.5,-138.44,116.78,-110.67,-109.0,221.44,-112.0,-108.0,-142.0,120.0,-112.0,-108.0,-110.0,-110.0,-135.0,115.0,-110.0,-110.0,-106.0,-106.0,-133.0,117.0,-107.0,-107.0,-110.0,-110.0,-137.0,112.0,-110.0,-110.0,-110.0,-110.0,-145.0,120.0,-110.0,-110.0,-110.0,-110.0,-135.0,115.0,-115.0,-105.0,-113.0,-110.0,-141.0,114.0,-110.0,-113.0,-110.0,-110.0,-140.0,120.0,-110.0,-110.0,-112,-108,-138,118,-112,-108
NBA,2026-04-09 18:40:25,2026-04-10 22:10,858993998045b68682b2aae461cb4037,Portland Trail Blazers,Los Angeles Clippers,No,832.3,Yes,West,Northwest,West,Pacific,-105.0,-115.0,-1.5,1.5,-118.0,-102.0,-110.0,-110.0,225.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-105,-115,-118,-102,-110,-110
