League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2025-10-31 02:35:35,2025-10-31 19:00,Indiana Pacers,Atlanta Hawks,No,425.5,Yes,-112.33,-107.44,113.88,-136.0,-110.33,-109.67,East,Central,East,Southeast,-112,-108,114,-135,-105,-115,-110.0,-110.0,118.0,-138.0,-112.0,-108.0,-113.0,-113.0,112.0,-141.0,-114.0,-112.0,-110.0,-110.0,111.0,-137.0,-110.0,-110.0,-115.0,-105.0,112.0,-132.0,-110.0,-110.0,-111.0,-101.0,114.0,-130.0,-107.0,-107.0,-115.0,-105.0,115.0,-135.0,-110.0,-110.0,-110.0,-110.0,115.0,-140.0,-115.0,-105.0,-115.0,-105.0,,,-110.0,-110.0
NBA,2025-10-31 02:35:35,2025-10-31 19:00,Philadelphia 76ers,Boston Celtics,Yes,273.6,Yes,-109.78,-110.0,-128.88,107.62,-109.67,-110.33,East,Atlantic,East,Atlantic,-118,-102,-130,110,-108,-112,-110.0,-110.0,-132.0,112.0,-110.0,-110.0,-114.0,-112.0,-130.0,105.0,-112.0,-114.0,-110.0,-110.0,-130.0,106.0,-110.0,-110.0,-105.0,-115.0,-128.0,108.0,-110.0,-110.0,-101.0,-111.0,-126.0,110.0,-107.0,-107.0,-110.0,-110.0,-125.0,105.0,-110.0,-110.0,-115.0,-105.0,-130.0,105.0,-110.0,-110.0,-105.0,-115.0,,,-110.0,-110.0
NBA,2025-10-31 02:35:35,2025-10-31 19:30,Cleveland Cavaliers,Toronto Raptors,No,189.3,Yes,-108.11,-111.67,-299.75,241.88,-108.78,-111.22,East,Central,East,Atlantic,-105,-115,-298,240,-105,-115,-108.0,-112.0,-295.0,240.0,-108.0,-112.0,-114.0,-112.0,-315.0,245.0,-114.0,-112.0,-110.0,-110.0,-303.0,234.0,-110.0,-110.0,-110.0,-110.0,-295.0,241.0,-110.0,-110.0,-106.0,-106.0,-292.0,245.0,-107.0,-107.0,-105.0,-115.0,-300.0,250.0,-110.0,-110.0,-105.0,-115.0,-300.0,240.0,-105.0,-115.0,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-10-31 02:35:35,2025-10-31 20:00,Chicago Bulls,New York Knicks,No,715.3,Yes,-107.56,-112.22,157.5,-188.12,-109.33,-110.67,East,Central,East,Atlantic,-108,-112,160,-192,-110,-110,-106.0,-114.0,154.0,-184.0,-110.0,-110.0,-113.0,-113.0,155.0,-195.0,-112.0,-114.0,-110.0,-110.0,153.0,-189.0,-110.0,-110.0,-105.0,-115.0,161.0,-185.0,-110.0,-110.0,-101.0,-111.0,162.0,-185.0,-107.0,-107.0,-110.0,-110.0,160.0,-185.0,-110.0,-110.0,-110.0,-110.0,155.0,-190.0,-105.0,-115.0,-105.0,-115.0,,,-110.0,-110.0
NBA,2025-10-31 02:35:35,2025-10-31 21:30,Memphis Grizzlies,Los Angeles Lakers,No,1604.9,Yes,-110.89,-108.89,-139.5,117.38,-109.89,-110.11,West,Southwest,West,Pacific,-112,-108,-142,120,-108,-112,-108.0,-112.0,-138.0,118.0,-110.0,-110.0,-113.0,-113.0,-139.0,112.0,-114.0,-112.0,-110.0,-110.0,-139.0,114.0,-110.0,-110.0,-112.0,-108.0,-140.0,120.0,-110.0,-110.0,-108.0,-104.0,-138.0,122.0,-107.0,-107.0,-115.0,-105.0,-135.0,115.0,-110.0,-110.0,-110.0,-110.0,-145.0,118.0,-110.0,-110.0,-110.0,-110.0,,,-110.0,-110.0
NBA,2025-10-31 02:35:35,2025-10-31 22:00,Portland Trail Blazers,Denver Nuggets,Yes,981.8,Yes,-111.33,-108.33,161.5,-193.12,-112.33,-107.78,West,Northwest,West,Northwest,-112,-108,164,-198,-115,-105,-112.0,-108.0,160.0,-190.0,-110.0,-110.0,-112.0,-113.0,155.0,-195.0,-113.0,-113.0,-110.0,-110.0,155.0,-192.0,-110.0,-110.0,-115.0,-105.0,161.0,-185.0,-115.0,-105.0,-111.0,-101.0,162.0,-185.0,-113.0,-102.0,-105.0,-115.0,170.0,-200.0,-110.0,-110.0,-110.0,-110.0,165.0,-200.0,-110.0,-110.0,-115.0,-105.0,,,-115.0,-105.0
NBA,2025-10-31 02:35:35,2025-10-31 22:00,Phoenix Suns,Utah Jazz,No,505.1,Yes,-110.22,-109.33,-156.62,131.62,-108.89,-111.22,West,Pacific,West,Northwest,-102,-118,-155,130,-110,-110,-110.0,-110.0,-162.0,136.0,-114.0,-106.0,-114.0,-110.0,-167.0,135.0,-114.0,-112.0,-110.0,-110.0,-149.0,121.0,-110.0,-110.0,-115.0,-105.0,-155.0,135.0,-105.0,-115.0,-111.0,-101.0,-155.0,136.0,-102.0,-113.0,-110.0,-110.0,-160.0,135.0,-110.0,-110.0,-105.0,-115.0,-150.0,125.0,-110.0,-110.0,-115.0,-105.0,,,-105.0,-115.0
NBA,2025-10-31 02:35:35,2025-10-31 22:30,Los Angeles Clippers,New Orleans Pelicans,No,1677.3,Yes,-109.67,-110.0,-533.62,394.12,-111.89,-108.11,West,Pacific,West,Southwest,-105,-115,-535,400,-112,-108,-108.0,-112.0,-510.0,390.0,-110.0,-110.0,-113.0,-112.0,-530.0,370.0,-112.0,-113.0,-110.0,-110.0,-526.0,385.0,-110.0,-110.0,-115.0,-105.0,-525.0,400.0,-115.0,-105.0,-111.0,-101.0,-518.0,408.0,-113.0,-102.0,-105.0,-115.0,-575.0,400.0,-115.0,-105.0,-105.0,-115.0,-550.0,400.0,-105.0,-115.0,-115.0,-105.0,,,-115.0,-105.0
NBA,2025-10-31 02:35:35,2025-12-25 12:00,New York Knicks,Cleveland Cavaliers,No,404.7,No,-110.5,-112.5,-139.0,115.5,-111.5,-111.5,East,Atlantic,East,Central,-108,-112,-135,114,-110,-110,,,,,,,-113.0,-113.0,-143.0,117.0,-113.0,-113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NBA,2025-10-31 02:35:35,2025-12-25 14:30,Oklahoma City Thunder,San Antonio Spurs,No,419.4,No,-111.0,-111.5,-415.0,315.0,-113.5,-109.5,West,Northwest,West,Southwest,-110,-110,-410,320,-115,-105,,,,,,,-112.0,-113.0,-420.0,310.0,-112.0,-114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
