League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-19 06:35:59,2026-04-19 13:10,00d1efd43d0790297fb68684a9171191,Boston Celtics,Philadelphia 76ers,Yes,273.6,No,East,Atlantic,East,Atlantic,-111.11,-108.33,-12.61,12.61,-820.11,557.33,-111.22,-108.67,213.39,-110,-110,-800,550,-110,-110,-114,-106,-850,590,-106,-114,-109,-114,-835,525,-112,-112,-113,-107,-810,566,-115,-105,-109,-103,-795,581,-113,-102,-110,-110,-800,550,-110,-110,-115,-105,-800,525,-115,-105,-110,-110,-841,549,-110,-110,-110.0,-110.0,-850.0,580.0,-110.0,-110.0
NBA,2026-04-19 06:35:59,2026-04-19 15:40,ef6021edff80a85fe2dae5cf3530d9d4,Oklahoma City Thunder,Phoenix Suns,No,841.9,No,West,Northwest,West,Pacific,-109.44,-87.78,-14.22,14.22,-1103.56,691.0,-84.56,-113.0,215.11,-102,-118,-1100,700,-110,-110,-106,-114,-1000,660,-105,-115,-113,-110,-1000,600,-113,-110,-116,-104,-1150,732,-102,-118,-112,100,-1126,757,101,-116,-105,-115,-1200,725,-110,-110,-105,-115,-1000,625,-110,-110,-110,-110,-1206,690,-110,-110,-116.0,-104.0,-1150.0,730.0,-102.0,-118.0
NBA,2026-04-19 06:35:59,2026-04-19 18:40,e777e2f049a5c85aed96a220a2cfe924,Detroit Pistons,Orlando Magic,No,956.1,No,East,Central,East,Southeast,-112.44,-107.0,-8.56,8.56,-370.11,290.33,-110.89,-108.89,218.94,-110,-110,-345,275,-115,-105,-112,-108,-370,295,-114,-106,-114,-109,-375,280,-112,-112,-115,-105,-375,299,-110,-110,-111,-101,-371,304,-107,-107,-115,-105,-375,290,-110,-110,-110,-110,-360,280,-110,-110,-110,-110,-385,290,-110,-110,-115.0,-105.0,-375.0,300.0,-110.0,-110.0
NBA,2026-04-19 06:35:59,2026-04-19 21:10,04e3ad1ccbad6419ac711ff120fd5cbe,San Antonio Spurs,Portland Trail Blazers,No,1721.8,Yes,West,Southwest,West,Northwest,-111.89,-107.56,-10.89,10.89,-591.0,431.56,-108.78,-111.0,221.28,-115,-105,-535,400,-110,-110,-112,-108,-590,440,-112,-108,-113,-110,-560,390,-110,-113,-113,-107,-600,446,-105,-115,-109,-103,-591,456,-102,-113,-115,-105,-625,450,-115,-105,-105,-115,-600,425,-110,-110,-110,-110,-588,412,-110,-110,-115.0,-105.0,-630.0,465.0,-105.0,-115.0
NBA,2026-04-19 06:35:59,2026-04-20 19:10,273905d6a4ae9217ec0734b66a0eb28b,Cleveland Cavaliers,Toronto Raptors,No,189.3,Yes,East,Central,East,Atlantic,-111.62,-107.88,-8.25,8.25,-359.5,282.62,-109.62,-110.0,223.5,-110,-110,-340,270,-115,-105,-110,-110,-340,275,-110,-110,-117,-107,-375,280,-110,-113,-115,-105,-370,296,-110,-110,-111,-101,-366,301,-107,-107,-110,-110,-375,290,-105,-115,-110,-110,-340,270,-110,-110,-110,-110,-370,279,-110,-110,,,,,,
NBA,2026-04-19 06:35:59,2026-04-20 20:10,a1b444bd00a27cbae3cf7ca3bf75a3f0,New York Knicks,Atlanta Hawks,No,748.3,Yes,East,Atlantic,East,Southeast,-110.5,-108.75,-5.5,5.5,-227.38,186.38,-108.38,-111.25,216.44,-115,-105,-225,185,-105,-115,-110,-110,-230,190,-106,-114,-113,-109,-225,175,-109,-114,-110,-110,-235,195,-110,-110,-106,-106,-232,198,-107,-107,-110,-110,-225,185,-110,-110,-110,-110,-225,185,-110,-110,-110,-110,-222,178,-110,-110,,,,,,
NBA,2026-04-19 06:35:59,2026-04-20 22:40,a52365fe7f7123df1c4220d9591a6da2,Denver Nuggets,Minnesota Timberwolves,Yes,699.6,Yes,West,Northwest,West,Northwest,-110.62,-108.75,-6.44,6.44,-252.75,205.75,-108.88,-110.75,231.25,-110,-110,-245,200,-110,-110,-110,-110,-255,210,-110,-110,-114,-109,-278,215,-113,-110,-110,-110,-245,203,-108,-112,-106,-106,-243,206,-105,-109,-110,-110,-250,200,-105,-115,-115,-105,-250,210,-110,-110,-110,-110,-256,202,-110,-110,,,,,,
NBA,2026-04-19 06:35:59,2026-04-21 22:40,d3d28b764e5099920880de59a45e82cf,Los Angeles Lakers,Houston Rockets,No,1375.3,Yes,West,Pacific,West,Southwest,-109.62,-109.75,4.69,-4.69,156.5,-187.38,-110.5,-109.12,205.94,-115,-105,142,-170,-110,-110,-106,-114,156,-186,-114,-106,-115,-108,150,-190,-113,-110,-110,-110,163,-187,-110,-110,-106,-106,164,-187,-107,-107,-110,-110,155,-190,-110,-110,-105,-115,160,-185,-110,-110,-110,-110,162,-204,-110,-110,,,,,,
