League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds
NBA,2026-04-17 06:51:44,2026-04-17 19:40,fc16dfbe5b438857b93902fa811dd8f6,Orlando Magic,Charlotte Hornets,Yes,461.8,Yes,East,Southeast,East,Southeast,-109.75,-109.25,3.38,-3.38,138.75,-163.88,-110.0,-109.25,218.19,-115,-105,136,-162,-115,-105,-108,-112,138,-164,-108,-112,-110,-110,132,-164,-110,-110,-108,-104,144,-163,-107,-107,-112,-108,143,-163,-110,-110,-110,-110,140,-170,-110,-110,-105,-115,135,-160,-110,-110,-110.0,-110.0,142.0,-165.0,-110.0,-110.0,,,,,,
NBA,2026-04-17 06:51:44,2026-04-17 22:10,c8d1b7fd06c21e259b9416daf596f023,Phoenix Suns,Golden State Warriors,Yes,652.3,Yes,West,Pacific,West,Pacific,-111.44,-108.11,-3.33,3.33,-155.22,131.22,-110.22,-109.44,219.67,-112,-108,-155,130,-112,-108,-108,-112,-154,130,-110,-110,-110,-110,-159,128,-110,-110,-111,-101,-155,136,-107,-107,-115,-105,-155,135,-110,-110,-110,-110,-160,135,-110,-110,-110,-110,-145,125,-110,-110,-115.0,-105.0,-155.0,134.0,-110.0,-110.0,-112.0,-112.0,-159.0,128.0,-113.0,-110.0
NBA,2026-04-17 06:51:44,2026-04-18 13:10,2a8e5a45f1bcb477a6f9cbd7739d005e,Cleveland Cavaliers,Toronto Raptors,No,189.3,No,East,Central,East,Atlantic,-111.0,-108.38,-8.25,8.25,-354.0,277.75,-109.62,-110.0,219.56,-105,-115,-355,280,-110,-110,-114,-106,-335,270,-110,-110,-110,-110,-357,272,-110,-110,-111,-101,-345,285,-107,-107,-115,-105,-350,280,-110,-110,-110,-110,-350,280,-110,-110,-110,-110,-380,290,-110,-110,,,,,,,-113.0,-110.0,-360.0,265.0,-110.0,-113.0
NBA,2026-04-17 06:51:44,2026-04-18 15:40,526f783434e5dabca25ee032d8fee612,Denver Nuggets,Minnesota Timberwolves,Yes,699.6,No,West,Northwest,West,Northwest,-109.5,-109.88,-6.25,6.25,-250.88,204.25,-109.88,-109.75,231.75,-105,-115,-245,200,-115,-105,-112,-108,-250,205,-112,-108,-110,-110,-244,192,-110,-110,-111,-101,-248,210,-107,-107,-115,-105,-250,207,-110,-110,-105,-115,-250,200,-105,-115,-110,-110,-270,220,-110,-110,,,,,,,-108.0,-115.0,-250.0,200.0,-110.0,-113.0
NBA,2026-04-17 06:51:44,2026-04-18 18:10,bee2c9ea4bf8df373aa45af7005b583d,New York Knicks,Atlanta Hawks,No,748.3,No,East,Atlantic,East,Southeast,-108.62,-110.75,-5.44,5.44,-221.38,182.5,-110.0,-109.62,216.5,-105,-115,-225,185,-110,-110,-114,-106,-215,180,-110,-110,-110,-110,-227,181,-110,-110,-106,-106,-219,188,-107,-107,-110,-110,-220,186,-110,-110,-105,-115,-225,185,-110,-110,-110,-110,-225,185,-110,-110,,,,,,,-109.0,-114.0,-215.0,170.0,-113.0,-110.0
NBA,2026-04-17 06:51:44,2026-04-18 20:40,1a9383105929a09e5662227ad45554b8,Los Angeles Lakers,Houston Rockets,No,1375.3,Yes,West,Pacific,West,Southwest,-111.75,-107.62,5.38,-5.38,183.75,-223.25,-108.88,-110.88,207.19,-115,-105,185,-225,-110,-110,-106,-114,180,-215,-110,-110,-110,-110,181,-227,-110,-110,-111,-101,188,-219,-102,-113,-115,-105,186,-220,-105,-115,-118,-102,185,-225,-110,-110,-105,-115,180,-220,-110,-110,,,,,,,-114.0,-109.0,185.0,-235.0,-114.0,-109.0
NBA,2026-04-17 06:51:44,2026-04-19 13:10,00d1efd43d0790297fb68684a9171191,Boston Celtics,Philadelphia 76ers,Yes,273.6,No,East,Atlantic,East,Atlantic,-109.75,-109.75,-12.5,12.5,-759.25,522.62,-109.62,-110.0,213.5,-110,-110,-650,470,-110,-110,-110,-110,-770,540,-110,-110,-110,-110,-769,501,-110,-110,-106,-106,-750,555,-107,-107,-110,-110,-765,540,-110,-110,-110,-110,-800,550,-110,-110,-110,-110,-800,525,-110,-110,,,,,,,-112.0,-112.0,-770.0,500.0,-110.0,-113.0
NBA,2026-04-17 06:51:44,2026-04-19 21:10,04e3ad1ccbad6419ac711ff120fd5cbe,San Antonio Spurs,Portland Trail Blazers,No,1721.8,Yes,West,Southwest,West,Northwest,-110.38,-109.0,-10.81,10.81,-549.25,402.62,-109.62,-110.12,222.12,-115,-105,-535,400,-105,-115,-114,-106,-560,420,-108,-112,-110,-110,-556,397,-110,-110,-105,-107,-523,411,-107,-107,-109,-111,-530,403,-110,-110,-115,-105,-550,400,-115,-105,-105,-115,-550,390,-110,-110,,,,,,,-110.0,-113.0,-590.0,400.0,-112.0,-112.0
