League,Timestamp Pulled,Date of Game (ET),Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Avg Home Spread Odds,Avg Away Spread Odds,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Home Conf,Home Div,Away Conf,Away Div,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-01-12 01:44:24,2026-01-12 19:10,Cleveland Cavaliers,Utah Jazz,No,1569.1,Yes,-110.5,-109.25,-752.0,519.25,-109.57,-109.57,East,Central,West,Northwest,-110,-110,-750,530,-110,-110,-110,-110,-725,520,-110,-110,-106,-106,-713,533,-107,-107,-115,-105,-750,525,-110,-110,-113,-113,-770,510,,,-110,-110,-833,521,-110,-110,-110,-110,-750,500,-110,-110,-110.0,-110.0,-725.0,515.0,-110.0,-110.0
NBA,2026-01-12 01:44:24,2026-01-12 19:40,Indiana Pacers,Boston Celtics,No,807.3,Yes,-110.0,-109.5,187.38,-226.62,-108.29,-110.86,East,Central,East,Atlantic,-114,-106,176,-210,-106,-114,-110,-110,195,-235,-110,-110,-106,-106,198,-232,-107,-107,-105,-115,180,-218,-105,-115,-110,-114,170,-215,,,-110,-110,190,-238,-110,-110,-115,-105,190,-230,-110,-110,-110.0,-110.0,200.0,-235.0,-110.0,-110.0
NBA,2026-01-12 01:44:24,2026-01-12 19:40,Toronto Raptors,Philadelphia 76ers,Yes,337.5,Yes,-110.29,-109.43,126.43,-149.57,-76.33,-109.5,East,Atlantic,East,Atlantic,-114,-106,126,-148,-110,-110,-110,-110,130,-150,-115,-105,-106,-106,132,-149,-113,-102,-118,-102,124,-148,100,-120,-109,-117,125,-157,,,-110,-110,118,-145,-110,-110,-105,-115,130,-150,-110,-110,,,,,,
NBA,2026-01-12 01:44:24,2026-01-12 20:40,Dallas Mavericks,Brooklyn Nets,No,1374.0,Yes,-111.0,-108.75,-173.43,145.71,-107.86,-111.29,West,Southwest,East,Atlantic,-114,-106,-164,138,-108,-112,-115,-105,-175,153,-110,-110,-111,-101,-175,154,-107,-107,-105,-115,-180,150,-105,-115,-113,-113,-175,138,,,-110,-110,-175,142,-110,-110,-105,-115,-170,145,-105,-115,-115.0,-105.0,,,-110.0,-110.0
NBA,2026-01-12 01:44:24,2026-01-12 22:10,Sacramento Kings,Los Angeles Lakers,Yes,361.1,Yes,-109.75,-109.88,306.71,-397.43,-110.71,-108.43,West,Pacific,West,Pacific,-112,-108,310,-390,-110,-110,-105,-115,306,-385,-110,-110,-101,-111,311,-380,-107,-107,-115,-105,310,-395,-118,-102,-115,-110,310,-435,,,-110,-110,310,-417,-110,-110,-115,-105,290,-380,-110,-110,-105.0,-115.0,,,-110.0,-110.0
NBA,2026-01-12 01:44:24,2026-01-12 22:40,Los Angeles Clippers,Charlotte Hornets,No,2127.1,Yes,-50.71,-111.57,-188.57,157.71,-108.83,-110.17,West,Pacific,East,Southeast,-110,-110,-188,158,-106,-114,100,-120,-185,161,-110,-110,104,-116,-185,162,-107,-107,-110,-110,-185,154,-110,-110,-114,-110,-190,150,,,-110,-110,-192,154,-110,-110,-115,-105,-195,165,-110,-110,,,,,,
