League,Timestamp Pulled,Date of Game (ET),Game ID,Home Team,Away Team,Divisional Matchup,Travel Distance (mi),Prime Time (ET >= 7p),Home Conf,Home Div,Away Conf,Away Div,Avg Home Spread Odds,Avg Away Spread Odds,Avg Home Spread Points,Avg Away Spread Points,Avg Home H2H Odds,Avg Away H2H Odds,Avg Over Odds,Avg Under Odds,Avg Total Points,Home DraftKings Spread Odds,Away DraftKings Spread Odds,Home DraftKings H2H Odds,Away DraftKings H2H Odds,Home DraftKings O/U Odds,Away DraftKings O/U Odds,Home BetMGM Spread Odds,Away BetMGM Spread Odds,Home BetMGM H2H Odds,Away BetMGM H2H Odds,Home BetMGM O/U Odds,Away BetMGM O/U Odds,Home BetRivers Spread Odds,Away BetRivers Spread Odds,Home BetRivers H2H Odds,Away BetRivers H2H Odds,Home BetRivers O/U Odds,Away BetRivers O/U Odds,Home LowVig.ag Spread Odds,Away LowVig.ag Spread Odds,Home LowVig.ag H2H Odds,Away LowVig.ag H2H Odds,Home LowVig.ag O/U Odds,Away LowVig.ag O/U Odds,Home BetOnline.ag Spread Odds,Away BetOnline.ag Spread Odds,Home BetOnline.ag H2H Odds,Away BetOnline.ag H2H Odds,Home BetOnline.ag O/U Odds,Away BetOnline.ag O/U Odds,Home FanDuel Spread Odds,Away FanDuel Spread Odds,Home FanDuel H2H Odds,Away FanDuel H2H Odds,Home FanDuel O/U Odds,Away FanDuel O/U Odds,Home MyBookie.ag Spread Odds,Away MyBookie.ag Spread Odds,Home MyBookie.ag H2H Odds,Away MyBookie.ag H2H Odds,Home MyBookie.ag O/U Odds,Away MyBookie.ag O/U Odds,Home Bovada Spread Odds,Away Bovada Spread Odds,Home Bovada H2H Odds,Away Bovada H2H Odds,Home Bovada O/U Odds,Away Bovada O/U Odds,Home BetUS Spread Odds,Away BetUS Spread Odds,Home BetUS H2H Odds,Away BetUS H2H Odds,Home BetUS O/U Odds,Away BetUS O/U Odds
NBA,2026-04-27 18:52:05,2026-04-27 20:10,846b0e9b691b5a291619fa22f96c7dfa,Orlando Magic,Detroit Pistons,No,956.1,Yes,East,Southeast,East,Central,-109.56,-109.89,3.56,-3.56,138.33,-164.0,-111.0,-108.78,214.72,-110,-110,130,-155,-112,-108,-110,-110,135,-165,-115,-105,-114,-109,130,-162,-112,-112,-102,-110,149,-168,-104,-110,-105,-115,148,-168,-112,-108,-110,-110,138,-164,-114,-106,-110,-110,133,-164,-110,-110,-115.0,-105.0,140.0,-165.0,-110,-110,-110.0,-110.0,142.0,-165.0,-110.0,-110.0
NBA,2026-04-27 18:52:05,2026-04-27 21:40,b3eb8f644d05290981f8805f5410f24a,Phoenix Suns,Oklahoma City Thunder,No,841.9,Yes,West,Pacific,West,Northwest,-112.38,-107.0,11.44,-11.44,410.0,-554.75,-108.22,-111.44,215.5,-118,-102,400,-535,-105,-115,-115,-105,400,-550,-110,-110,-115,-108,420,-625,-110,-113,-107,-105,423,-542,-105,-109,-112,-108,415,-550,-108,-112,-112,-108,420,-560,-106,-114,-110,-110,377,-526,-110,-110,,,,,-110,-110,-110.0,-110.0,425.0,-550.0,-110.0,-110.0
NBA,2026-04-27 18:52:05,2026-04-27 22:40,e4d639b6c49e5fd0accc6e80636e88fe,Denver Nuggets,Minnesota Timberwolves,Yes,699.6,Yes,West,Northwest,West,Northwest,-109.67,-109.78,-11.5,11.5,-527.11,390.89,-109.56,-110.11,224.56,-110,-110,-520,390,-105,-115,-110,-110,-500,375,-110,-110,-110,-113,-560,390,-110,-113,-103,-109,-508,401,-107,-107,-107,-113,-515,393,-110,-110,-112,-108,-550,410,-114,-106,-110,-110,-526,369,-110,-110,-115.0,-105.0,-550.0,390.0,-110,-110,-110.0,-110.0,-515.0,400.0,-110.0,-110.0
NBA,2026-04-27 18:52:05,2026-04-28 19:10,d749c50ad2a2660df91f9dc1b8e20d78,Boston Celtics,Philadelphia 76ers,Yes,273.6,Yes,East,Atlantic,East,Atlantic,-111.0,-108.38,-11.5,11.5,-561.25,409.25,-109.12,-110.5,214.0,-115,-105,-535,400,-105,-115,-110,-110,-550,400,-115,-105,-113,-110,-625,430,-114,-109,-106,-106,-542,423,-104,-110,-110,-110,-550,415,-107,-113,-114,-106,-550,410,-108,-112,-110,-110,-588,406,-110,-110,-110.0,-110.0,-550.0,390.0,-110,-110,,,,,,
NBA,2026-04-27 18:52:05,2026-04-28 20:10,595b24bea54d0917338e4a51372398b3,New York Knicks,Atlanta Hawks,No,748.3,Yes,East,Atlantic,East,Southeast,-111.12,-108.25,-6.5,6.5,-276.0,223.12,-109.88,-109.88,213.75,-110,-110,-265,215,-110,-110,-110,-110,-285,225,-110,-110,-110,-113,-278,215,-112,-112,-111,-101,-282,237,-107,-107,-115,-105,-285,234,-110,-110,-108,-112,-260,215,-110,-110,-110,-110,-278,219,-110,-110,-115.0,-105.0,-275.0,225.0,-110,-110,,,,,,
NBA,2026-04-27 18:52:05,2026-04-28 21:40,f61ea629819d5176316c94a379c02ad2,San Antonio Spurs,Portland Trail Blazers,No,1721.8,Yes,West,Southwest,West,Northwest,-110.62,-108.75,-12.12,12.12,-659.5,468.38,-110.0,-109.62,215.19,-115,-105,-575,425,-105,-115,-105,-115,-650,475,-115,-105,-110,-113,-770,510,-113,-110,-108,-104,-664,502,-107,-107,-112,-108,-675,491,-110,-110,-110,-110,-650,460,-110,-110,-110,-110,-667,454,-110,-110,-115.0,-105.0,-625.0,430.0,-110,-110,,,,,,
NBA,2026-04-27 18:52:05,2026-04-29 19:10,6fa2ebdc614d327bc9a4558541adcd30,Cleveland Cavaliers,Toronto Raptors,No,189.3,Yes,East,Central,East,Atlantic,-110.0,-109.38,-9.0,9.0,-399.5,307.62,-110.5,-109.25,215.88,-110,-110,-410,320,-110,-110,-118,-102,-400,310,-115,-105,-115,-108,-435,310,-112,-112,-101,-111,-371,304,-107,-107,-105,-115,-375,299,-110,-110,-106,-114,-390,310,-110,-110,-110,-110,-435,318,-110,-110,-115.0,-105.0,-380.0,290.0,-110,-110,,,,,,
NBA,2026-04-27 18:52:05,2026-04-29 21:40,0d0aa62d4305ee094389473b308ce0bd,Los Angeles Lakers,Houston Rockets,No,1375.3,Yes,West,Pacific,West,Southwest,-112.38,-107.0,-2.69,2.69,-147.38,124.38,-109.88,-109.62,207.75,-115,-105,-148,124,-110,-110,-115,-105,-150,125,-110,-110,-108,-115,-152,123,-112,-110,-111,-101,-144,127,-107,-107,-115,-105,-145,125,-110,-110,-115,-105,-146,124,-110,-110,-110,-110,-149,122,-110,-110,-110.0,-110.0,-145.0,125.0,-110,-110,,,,,,
